kind,slug,title,game_version
event,life-event-killer-sighted,원수의 깃발,0.0.1v
event,life-event-dangerous-friendship,위험 구역의 친구,0.0.1v
event,life-event-lineage-relic,유산의 행방,0.0.1v
event,service-incident-medicalcollapse,의료 응급상황,0.0.1v
event,seasonal-spring-migrant-herd,이동 초식군,0.0.1v
event,seasonal-autumn-early-frost,이른 서리,0.0.1v
event,life-event-story-compressed,이름으로 남은 생애,0.0.1v
event,practice-adventurer-name-token,이름패 걸기,0.0.1v
event,practice-kobold-bench-feast,작업대 잔치,0.0.1v
event,life-event-first-forbidden-door,잠긴 문 너머,0.0.1v
event,faction-chapter-demon-6,재 위의 새 인장,0.0.1v
event,faction-chapter-beastkin-3,재의 계약 사냥꾼,0.0.1v
event,faction-arc-demon,잿빛 계약정,0.0.1v
event,faction-contract-demon-crisis,잿빛 계약정 위기 대응 계약,0.0.1v
event,faction-contract-demon-strategic,잿빛 계약정 장기 전략 계약,0.0.1v
event,faction-contract-demon-supply,잿빛 계약정 정기 물자 계약,0.0.1v
event,guest-request-memorial-performance,전사자 추모 공연,0.0.1v
event,service-incident-theft,절도,0.0.1v
event,guest-request-precision-barter,정밀 부품 교역회,0.0.1v
event,faction-chapter-myconid-5,조상균의 개화,0.0.1v
event,life-event-quiet-promotion,조용한 승급,0.0.1v
event,faction-chapter-golem-5,주조핵의 명령,0.0.1v
event,ending-surface-hegemony,지상 패권,0.0.1v
event,ending-truth-revealed,진실의 폭로,0.0.1v
event,seasonal-autumn-migration-window,짧은 이동창,0.0.1v
event,life-event-masterpiece-commission,첫 대작 의뢰,0.0.1v
event,practice-kobold-tool-naming,첫 도구 이름짓기,0.0.1v
event,practice-harpy-first-flight,첫 비행의 깃,0.0.1v
event,life-event-first-safe-task,첫 안전 작업,0.0.1v
event,life-event-first-lost-tooth,첫 이갈이,0.0.1v
event,seasonal-winter-memorial-envoys,추모 사절단,0.0.1v
event,guest-request-persecuted-family,추방 가족의 은신,0.0.1v
event,seasonal-summer-festival-scarcity,축제 식재료 경쟁,0.0.1v
event,faction-chapter-harpy-2,침묵한 합창단,0.0.1v
event,practice-orc-shared-cauldron,큰솥의 몫,0.0.1v
event,seasonal-autumn-predator-descent,포식자 하산,0.0.1v
event,practice-myconid-spore-return,포자 귀환,0.0.1v
event,faction-chapter-harpy-3,포자구름의 하늘길,0.0.1v
event,seasonal-spring-spore-rain,포자비,0.0.1v
event,seasonal-summer-heat-grid,폭염 전력부하,0.0.1v
event,faction-arc-harpy,폭풍둥지,0.0.1v
event,faction-chapter-kobold-3,폭풍둥지 운반 특허,0.0.1v
event,faction-contract-harpy-crisis,폭풍둥지 위기 대응 계약,0.0.1v
event,faction-contract-harpy-strategic,폭풍둥지 장기 전략 계약,0.0.1v
event,faction-contract-harpy-supply,폭풍둥지 정기 물자 계약,0.0.1v
event,faction-chapter-harpy-5,폭풍여왕의 거짓 노래,0.0.1v
event,faction-chapter-beastkin-1,피 묻은 사냥깃,0.0.1v
event,life-event-position-rivalry,"한 자리, 두 후보",0.0.1v
event,faction-chapter-kobold-1,한 톱니 모자란 상자,0.0.1v
event,seasonal-spring-thaw-flood,해빙수 범람,0.0.1v
event,seasonal-summer-vermin-bloom,해충 대발생,0.0.1v
event,practice-golem-core-polish,핵 광택일,0.0.1v
event,practice-slime-core-ring,핵고리 성년식,0.0.1v
event,practice-beastkin-scent-vigil,향취 철야,0.0.1v
event,practice-vampire-incense-memory,혈향 촛불,0.0.1v
event,life-event-retiree-story,휴게실의 옛 이야기,0.0.1v
event,guest-request-disease-sample,희귀 병원체 공동연구,0.0.1v
facility,building-34,1성 냉기 분사구,0.0.1v
facility,building-31,1성 독 웅덩이,0.0.1v
facility,building-33,1성 번개 기둥,0.0.1v
facility,building-30,1성 산탄 가시 함정,0.0.1v
facility,building-32,1성 화염 분사구,0.0.1v
facility,building-53,2성 경보 코일,0.0.1v
facility,building-52,2성 맹독 가시 함정,0.0.1v
facility,building-57,3성 부식 냉각 함정,0.0.1v
facility,building-58,3성 폭뢰 분사구,0.0.1v
facility,service-bathing-wash,목욕 서비스,0.0.1v
facility,service-dining-meal,식사 서비스,0.0.1v
facility,service-lodging-rest,숙박 서비스,0.0.1v
facility,service-medical-treat,진료 서비스,0.0.1v
facility,service-retail-sale,판매 서비스,0.0.1v
facility,building-8807,가격표 게시판,0.0.1v
facility,building-8857,가구 등록대,0.0.1v
facility,building-8883,가족실 칸막이,0.0.1v
facility,building-1020,간이침대,0.0.1v
facility,building-1000,간이화덕,0.0.1v
facility,building-1200,감방 구속대,0.0.1v
facility,building-8873,감염 진단대,0.0.1v
facility,building-1017,갑옷거치대,0.0.1v
facility,building-landmark-steel-colossus,강철 신격상,0.0.1v
facility,building-8810,강화 구속구 선반,0.0.1v
facility,building-1028,개인보관함,0.0.1v
facility,building-1709,객실 정리함,0.0.1v
facility,building-8874,격리 병동,0.0.1v
facility,building-9511,격리 회복 침상,0.0.1v
facility,building-8894,경력 기록대,0.0.1v
facility,building-1045,경보종,0.0.1v
facility,facilityevolutionrecipe-9103,경비 지휘 진화,0.0.1v
facility,building-runtime-exterior-zone-3-0,경비 초소,0.0.1v
facility,building-runtime-exterior-zone-3-1,경비 초소,0.0.1v
facility,building-runtime-exterior-zone-3-3,경비 초소,0.0.1v
facility,building-runtime-exterior-zone-3-4,경비 초소,0.0.1v
facility,building-runtime-exterior-zone-3-5,경비 초소,0.0.1v
facility,building-1044,경비초소책상,0.0.1v
facility,building-4,계단,0.0.1v
facility,building-8862,계보 관리실,0.0.1v
facility,building-9827,계보 기록실,0.0.1v
facility,building-8853,계절 저장 선반,0.0.1v
facility,building-8849,계절력 기록대,0.0.1v
facility,building-8846,계측 작업대,0.0.1v
facility,building-1010,고기걸이,0.0.1v
facility,building-1001,고기그릴,0.0.1v
facility,recipe-commercial-grill-1,고기그릴 개량,0.0.1v
facility,building-9852,고속 컨베이어,0.0.1v
facility,building-1209,공개 형벌 장치,0.0.1v
facility,building-8897,공명 조율실,0.0.1v
facility,building-8811,공연 소품 보관대,0.0.1v
facility,building-1207,공연 위험 장치,0.0.1v
facility,building-1208,공연 치료 구역,0.0.1v
facility,building-1502,공조기,0.0.1v
facility,building-8839,관절 지그,0.0.1v
facility,building-1078,광석 선별대,0.0.1v
facility,building-8860,교실,0.0.1v
facility,building-8881,교차계통 배양기,0.0.1v
facility,building-8847,구성체 핵 공학대,0.0.1v
facility,building-8836,궁시 지그,0.0.1v
facility,building-8837,권양 작업대,0.0.1v
facility,building-1081,귀금 세공대,0.0.1v
facility,building-8813,균사 재배 선반,0.0.1v
facility,building-9961,금고각인 쇠뇌대,0.0.1v
facility,building-8827,기계 기초대,0.0.1v
facility,building-8851,기상 관측탑,0.0.1v
facility,building-8856,기후 제어실,0.0.1v
facility,building-8888,기후 지도실,0.0.1v
facility,building-1008,긴벤치,0.0.1v
facility,building-7,내벽,0.0.1v
facility,building-8,내벽 문,0.0.1v
facility,building-8828,냉각 매니폴드,0.0.1v
facility,building-1501,냉각기,0.0.1v
facility,building-1611,냉장 준비대,0.0.1v
facility,building-8865,노인 병상,0.0.1v
facility,building-8863,노화 평가대,0.0.1v
facility,building-1601,담금·당화조,0.0.1v
facility,building-1043,대련매트,0.0.1v
facility,building-1626,대장 도구함,0.0.1v
facility,building-1093,대장간,0.0.1v
facility,building-1019,대장작업대,0.0.1v
facility,building-landmark-accord-hall,대협약 회당,0.0.1v
facility,building-1050,대형보관선반,0.0.1v
facility,recipe-logistics-shelf-1,대형보관선반 조립,0.0.1v
facility,building-1005,대형연회식탁,0.0.1v
facility,building-1620,도가니 선반,0.0.1v
facility,building-8861,도제 작업대,0.0.1v
facility,building-8803,동굴 재배 선반,0.0.1v
facility,building-8821,동력 공구날 연마대,0.0.1v
facility,building-9313,동력 방적기,0.0.1v
facility,building-9305,동력 세탁·건조기,0.0.1v
facility,building-9314,동력 직조기,0.0.1v
facility,building-8812,동맹 신호기,0.0.1v
facility,building-8870,룬 동면실,0.0.1v
facility,building-8823,룬 버스 결합기,0.0.1v
facility,building-9513,룬 봉합기,0.0.1v
facility,building-9822,룬 정화 시설,0.0.1v
facility,building-8833,룬 제어반,0.0.1v
facility,building-9826,룬 조율실,0.0.1v
facility,building-1038,룬안정기,0.0.1v
facility,building-8819,마구 선반,0.0.1v
facility,building-9812,마나 발전기,0.0.1v
facility,building-1622,마나 안정기,0.0.1v
facility,building-1625,마나 응축기,0.0.1v
facility,facilityevolutionrecipe-9106,마력 의식 진화,0.0.1v
facility,building-1056,마력보관함,0.0.1v
facility,building-1036,마력수정선반,0.0.1v
facility,building-1037,마력저장조,0.0.1v
facility,recipe-arcane-reservoir-1,마력저장조 조립,0.0.1v
facility,building-9505,마취 장치,0.0.1v
facility,building-8866,만성 관리실,0.0.1v
facility,building-8896,멘토 학원,0.0.1v
facility,building-9510,면역 조절기,0.0.1v
facility,building-1710,목욕 위생대,0.0.1v
facility,building-1701,목욕 접수대,0.0.1v
facility,building-1060,목욕통,0.0.1v
facility,building-9601,목재 바리케이드,0.0.1v
facility,building-1618,목재 처리조,0.0.1v
facility,building-1006,목제의자,0.0.1v
facility,building-1092,몽직기,0.0.1v
facility,building-1624,무균 약품 보관함,0.0.1v
facility,building-8834,무기 도면걸이,0.0.1v
facility,building-1016,무기거치대,0.0.1v
facility,building-1055,무기로커,0.0.1v
facility,building-1018,무기보관함,0.0.1v
facility,building-1084,무두질대,0.0.1v
facility,building-1,문,0.0.1v
facility,building-1804,문 연동 강화 낙하문,0.0.1v
facility,building-9302,문양·장식 작업대,0.0.1v
facility,building-8804,문장 깃발 제작대,0.0.1v
facility,building-9819,물통 충전소,0.0.1v
facility,building-1600,미세 체 선반,0.0.1v
facility,building-1063,바닥배수구,0.0.1v
facility,building-1065,바닥화로,0.0.1v
facility,building-8882,방 배정대,0.0.1v
facility,building-8816,방부 처리 목재대,0.0.1v
facility,building-8899,방어 제어반,0.0.1v
facility,building-1801,방어 통제대,0.0.1v
facility,building-8835,방어구 맞춤대,0.0.1v
facility,building-8824,방어시설 장전기,0.0.1v
facility,building-8891,방제 조제대,0.0.1v
facility,building-1072,방표지판,0.0.1v
facility,building-1505,배기팬,0.0.1v
facility,building-8848,배식 운영판,0.0.1v
facility,building-1003,배식카운터,0.0.1v
facility,building-8876,백신 연구실,0.0.1v
facility,building-1708,뱀파이어 전용 좌석,0.0.1v
facility,building-8855,번식 일정 축사,0.0.1v
facility,building-8817,번식 장부대,0.0.1v
facility,building-8814,벌목 키트 걸이,0.0.1v
facility,building-1608,벽돌 오븐,0.0.1v
facility,building-1805,벽면 발사구,0.0.1v
facility,building-1064,벽횃불,0.0.1v
facility,building-1057,변기,0.0.1v
facility,building-9815,변압 제어반,0.0.1v
facility,building-8898,보안 거래 금고,0.0.1v
facility,building-1704,보온 배식대,0.0.1v
facility,building-8858,보육실,0.0.1v
facility,building-9506,보철 조립대,0.0.1v
facility,building-8884,보호자 등록소,0.0.1v
facility,building-1500,보호장비보관함,0.0.1v
facility,building-0,복도,0.0.1v
facility,building-1800,복도 침입 감지기,0.0.1v
facility,building-landmark-sealed-garden,봉인 생태정원,0.0.1v
facility,building-8842,부품 감정대,0.0.1v
facility,building-8843,부품 복원 작업대,0.0.1v
facility,building-1713,분리 계산대,0.0.1v
facility,building-1606,분별 증류탑,0.0.1v
facility,building-9512,비전 개조대,0.0.1v
facility,facility-blueprint-6193,비전 공명 설계도,0.0.1v
facility,building-1082,비전 단조대,0.0.1v
facility,building-landmark-arcane-spire,비전 승천탑,0.0.1v
facility,facility-blueprint-6104,비전 연구 설계도,0.0.1v
facility,facilityevolutionrecipe-9105,비전 연구 진화,0.0.1v
facility,building-1041,사격과녁,0.0.1v
facility,building-1089,사료 배합대,0.0.1v
facility,building-8838,사슬 조립틀,0.0.1v
facility,building-8859,산과실,0.0.1v
facility,facility-blueprint-6191,상권 통합 설계도,0.0.1v
facility,building-8885,상담실,0.0.1v
facility,building-9817,상수 탱크,0.0.1v
facility,building-9802,상수관,0.0.1v
facility,facilityevolutionrecipe-9101,상업 화덕 진화,0.0.1v
facility,facility-blueprint-6101,상업 확장 설계도,0.0.1v
facility,building-1051,상자더미,0.0.1v
facility,facilityevolutionrecipe-9102,상점 진열장 진화,0.0.1v
facility,facility-blueprint-6103,생활 지원 설계도,0.0.1v
facility,building-9823,샤워 시설,0.0.1v
facility,building-1066,샹들리에,0.0.1v
facility,building-1202,서커스 관람석,0.0.1v
facility,building-1205,서커스 도박 창구,0.0.1v
facility,building-1204,서커스 매표소,0.0.1v
facility,building-1077,석재 절단대,0.0.1v
facility,building-1035,설계판,0.0.1v
facility,building-9309,섬유 선별대,0.0.1v
facility,building-8845,성장형 골격 지그,0.0.1v
facility,building-1621,세공 도구함,0.0.1v
facility,building-1068,세력깃발,0.0.1v
facility,building-1059,세면대,0.0.1v
facility,building-9504,세정대,0.0.1v
facility,building-1605,세척·병입대,0.0.1v
facility,building-1610,세척·전처리 싱크,0.0.1v
facility,building-9821,소독 정수기,0.0.1v
facility,building-1067,소형러그,0.0.1v
facility,building-1004,소형식탁,0.0.1v
facility,building-9303,손세탁 수조,0.0.1v
facility,building-1504,송풍구,0.0.1v
facility,building-1061,수건걸이,0.0.1v
facility,building-1602,수동 발효조,0.0.1v
facility,building-9311,수동 방적기,0.0.1v
facility,building-9308,수선 접수대,0.0.1v
facility,building-9811,수차 발전기,0.0.1v
facility,building-1700,숙박 접수대,0.0.1v
facility,building-1604,숙성 오크통,0.0.1v
facility,building-1703,순번판,0.0.1v
facility,building-runtime-exterior-zone-4-0,순찰 지점,0.0.1v
facility,building-runtime-exterior-zone-4-1,순찰 지점,0.0.1v
facility,building-runtime-exterior-zone-4-3,순찰 지점,0.0.1v
facility,building-runtime-exterior-zone-4-4,순찰 지점,0.0.1v
facility,building-runtime-exterior-zone-4-5,순찰 지점,0.0.1v
facility,building-1046,순찰상황판,0.0.1v
facility,recipe-fortress-patrol-1,순찰상황판 제작,0.0.1v
facility,building-9509,순환 이식대,0.0.1v
facility,building-1011,술음료장,0.0.1v
facility,building-1076,숯가마,0.0.1v
facility,building-1706,슬라임 전용 좌석,0.0.1v
facility,building-landmark-temporal-sanctum,시간 고정 성소,0.0.1v
facility,building-8872,시간 고정실,0.0.1v
facility,building-8886,시신 처리대,0.0.1v
facility,building-1033,시약선반,0.0.1v
facility,building-8825,시제품 연구실,0.0.1v
facility,building-1009,식재료선반,0.0.1v
facility,building-1054,식재료저장함,0.0.1v
facility,building-9304,실내 건조대,0.0.1v
facility,building-1627,실내 생장 제어기,0.0.1v
facility,building-1096,실내 재배조,0.0.1v
facility,building-1094,심부 채석장,0.0.1v
facility,building-8815,쐐기 도끼 작업대,0.0.1v
facility,building-1069,액자초상화,0.0.1v
facility,building-1203,야수 우리,0.0.1v
facility,building-1095,야외 경작지,0.0.1v
facility,building-1090,약제대,0.0.1v
facility,building-1074,양조장,0.0.1v
facility,building-2,엘레베이터,0.0.1v
facility,building-8877,역학 상황판,0.0.1v
facility,building-1032,연구용책장,0.0.1v
facility,building-1030,연구책상,0.0.1v
facility,building-1091,연금대,0.0.1v
facility,building-1031,연금술작업대,0.0.1v
facility,recipe-arcane-alchemy-1,연금술작업대 개조,0.0.1v
facility,building-1617,연기 포집 후드,0.0.1v
facility,building-8864,연령 계측기,0.0.1v
facility,building-1613,염장·절임조,0.0.1v
facility,building-1616,영양 배합 저울,0.0.1v
facility,building-landmark-lineage-vault,영원 계보전,0.0.1v
facility,building-1026,영주집무책상,0.0.1v
facility,building-9851,오버플로 배출 게이트,0.0.1v
facility,building-9820,오수 침전조,0.0.1v
facility,building-9818,오수 탱크,0.0.1v
facility,building-runtime-world-filth-work-target,오염,0.0.1v
facility,building-1707,오크 전용 좌석,0.0.1v
facility,building-1603,온도 제어 발효조,0.0.1v
facility,building-1025,옷장,0.0.1v
facility,building-9503,외과 수술대,0.0.1v
facility,building-runtime-exterior-zone-7-0,외부 사건 지점,0.0.1v
facility,building-runtime-exterior-zone-7-1,외부 사건 지점,0.0.1v
facility,building-runtime-exterior-zone-7-3,외부 사건 지점,0.0.1v
facility,building-runtime-exterior-zone-7-4,외부 사건 지점,0.0.1v
facility,building-runtime-exterior-zone-7-5,외부 사건 지점,0.0.1v
facility,building-runtime-world-resource-node,외부 자원,0.0.1v
facility,building-runtime-exterior-zone-5-0,외부 휴식처,0.0.1v
facility,building-runtime-exterior-zone-5-1,외부 휴식처,0.0.1v
facility,building-runtime-exterior-zone-5-3,외부 휴식처,0.0.1v
facility,building-runtime-exterior-zone-5-4,외부 휴식처,0.0.1v
facility,building-runtime-exterior-zone-5-5,외부 휴식처,0.0.1v
facility,facilityevolutionrecipe-9104,요새 훈련 진화,0.0.1v
facility,facility-blueprint-6102,요새화 설계도,0.0.1v
facility,building-1079,용광로,0.0.1v
facility,building-9849,우선순위 게이트,0.0.1v
facility,building-8806,운반 멜빵 걸이,0.0.1v
facility,building-8889,원정 천문시계실,0.0.1v
facility,building-8829,유량계,0.0.1v
facility,building-8878,유전 기록고,0.0.1v
facility,building-8880,유전 상담실,0.0.1v
facility,building-8893,육종 온실,0.0.1v
facility,building-8895,은퇴자 휴게실,0.0.1v
facility,building-9501,응급 처치대,0.0.1v
facility,building-runtime-exterior-zone-2-0,응대 지점,0.0.1v
facility,building-runtime-exterior-zone-2-1,응대 지점,0.0.1v
facility,building-runtime-exterior-zone-2-3,응대 지점,0.0.1v
facility,building-runtime-exterior-zone-2-4,응대 지점,0.0.1v
facility,building-runtime-exterior-zone-2-5,응대 지점,0.0.1v
facility,building-1702,의료 분류대,0.0.1v
facility,building-1711,의료 호출판,0.0.1v
facility,building-9306,의복 진열대,0.0.1v
facility,building-8805,의식 화로,0.0.1v
facility,building-1039,의식초점석,0.0.1v
facility,recipe-arcane-ritual-2,의식초점석 조율,0.0.1v
facility,building-1022,이층침대,0.0.1v
facility,building-runtime-exterior-zone-0-0,입구,0.0.1v
facility,building-runtime-exterior-zone-0-1,입구,0.0.1v
facility,building-runtime-exterior-zone-0-3,입구,0.0.1v
facility,building-runtime-exterior-zone-0-4,입구,0.0.1v
facility,building-runtime-exterior-zone-0-5,입구,0.0.1v
facility,building-1714,자동 객실 배정판,0.0.1v
facility,building-1705,자동 계산대,0.0.1v
facility,building-1715,자동 급배수 제어기,0.0.1v
facility,building-8822,자동 세척기,0.0.1v
facility,building-9860,자동화 제어반,0.0.1v
facility,building-9602,자루 방책,0.0.1v
facility,building-1053,자루더미,0.0.1v
facility,building-8850,작물 달력대,0.0.1v
facility,building-8892,작물 병리실,0.0.1v
facility,building-1014,잠금진열장,0.0.1v
facility,recipe-commerce-secure-display-2,잠금진열장 개조,0.0.1v
facility,building-1015,잡화상자,0.0.1v
facility,building-1013,잡화진열선반,0.0.1v
facility,building-9508,장기 보관함,0.0.1v
facility,building-8868,장기 재생 수술실,0.0.1v
facility,building-9301,재단·재봉 작업대,0.0.1v
facility,building-8826,재료 시험기,0.0.1v
facility,building-8854,재배 온실,0.0.1v
facility,building-8867,재생 배양조,0.0.1v
facility,building-9507,재활 보조대,0.0.1v
facility,building-9824,전기 아크등,0.0.1v
facility,building-1609,전기 오븐,0.0.1v
facility,building-9825,전기 제련 도가니,0.0.1v
facility,building-8831,전동 선반,0.0.1v
facility,building-9816,전동 양수 펌프,0.0.1v
facility,building-9801,전력선,0.0.1v
facility,building-1049,전리품거치대,0.0.1v
facility,facility-blueprint-6192,전술 지휘 설계도,0.0.1v
facility,building-1047,전술지도탁자,0.0.1v
facility,recipe-fortress-tactical-1,전술지도탁자 제작,0.0.1v
facility,building-8871,전신 재생조,0.0.1v
facility,building-1048,전투깃발,0.0.1v
facility,recipe-fortress-banner-2,전투깃발 제작,0.0.1v
facility,building-8832,정밀 게이지,0.0.1v
facility,building-1619,정밀 연마기,0.0.1v
facility,building-8844,정밀 장착대,0.0.1v
facility,building-8830,정비 부품함,0.0.1v
facility,building-1021,정식침대,0.0.1v
facility,building-1080,제강로,0.0.1v
facility,building-1073,제분소,0.0.1v
facility,building-1075,제재소,0.0.1v
facility,building-8820,조련용 고삐 걸이,0.0.1v
facility,building-1087,조리대,0.0.1v
facility,building-1002,조리손질대,0.0.1v
facility,building-8890,종자 선별대,0.0.1v
facility,building-landmark-sovereign-citadel,주권 성채,0.0.1v
facility,building-1712,주문 접수대,0.0.1v
facility,building-1042,중량훈련석,0.0.1v
facility,building-8802,중력식 수문,0.0.1v
facility,building-1201,중앙 무대,0.0.1v
facility,building-9810,증기 발전기,0.0.1v
facility,building-1086,증류기,0.0.1v
facility,building-landmark-surface-gate,지상 패권문,0.0.1v
facility,building-1027,지휘의자,0.0.1v
facility,building-1623,직조 보조 선반,0.0.1v
facility,building-1083,직조기,0.0.1v
facility,building-landmark-truth-observatory,진실 관측소,0.0.1v
facility,building-1206,진행자 단상,0.0.1v
facility,building-8801,채집 바구니 작업대,0.0.1v
facility,building-1062,청소도구함,0.0.1v
facility,building-1070,촛대,0.0.1v
facility,building-8887,추모실,0.0.1v
facility,building-9312,축융·마감대,0.0.1v
facility,building-9813,축전지,0.0.1v
facility,building-runtime-exterior-zone-6-0,출정 집결지,0.0.1v
facility,building-runtime-exterior-zone-6-1,출정 집결지,0.0.1v
facility,building-runtime-exterior-zone-6-3,출정 집결지,0.0.1v
facility,building-runtime-exterior-zone-6-4,출정 집결지,0.0.1v
facility,building-runtime-exterior-zone-6-5,출정 집결지,0.0.1v
facility,building-9850,층간 물류 리프트,0.0.1v
facility,building-1615,치즈 숙성 선반,0.0.1v
facility,building-1614,치즈 응고조,0.0.1v
facility,building-1029,침실용책장,0.0.1v
facility,building-9310,침지·정련조,0.0.1v
facility,building-9846,컨베이어 분배기,0.0.1v
facility,building-9842,컨베이어 상향,0.0.1v
facility,building-9840,컨베이어 우향,0.0.1v
facility,building-9844,컨베이어 입력기,0.0.1v
facility,building-9841,컨베이어 좌향,0.0.1v
facility,building-9845,컨베이어 출력기,0.0.1v
facility,building-9848,컨베이어 필터,0.0.1v
facility,building-9843,컨베이어 하향,0.0.1v
facility,building-9847,컨베이어 합류기,0.0.1v
facility,building-8900,탄도 시험장,0.0.1v
facility,building-8841,탄약 압착기,0.0.1v
facility,building-1802,탄약·촉매 보급고,0.0.1v
facility,building-9307,탈의 칸막이,0.0.1v
facility,building-8852,토양 검사대,0.0.1v
facility,building-1052,통더미,0.0.1v
facility,building-9804,통합 기반 덕트,0.0.1v
facility,building-1085,퇴비장,0.0.1v
facility,building-1012,판매카운터,0.0.1v
facility,building-1097,폐기 소각로,0.0.1v
facility,building-8809,포로 작업 도구함,0.0.1v
facility,building-1034,표본보관장,0.0.1v
facility,building-1007,푹신한의자,0.0.1v
facility,building-8808,피의 무대 배수구,0.0.1v
facility,building-9803,하수관,0.0.1v
facility,building-runtime-exterior-zone-1-0,하차장,0.0.1v
facility,building-runtime-exterior-zone-1-1,하차장,0.0.1v
facility,building-runtime-exterior-zone-1-3,하차장,0.0.1v
facility,building-runtime-exterior-zone-1-4,하차장,0.0.1v
facility,building-runtime-exterior-zone-1-5,하차장,0.0.1v
facility,building-1803,함정 정비대,0.0.1v
facility,building-1071,해골피장식,0.0.1v
facility,building-9502,해부대,0.0.1v
facility,building-1612,향신료 선반,0.0.1v
facility,building-8875,혈청 검사대,0.0.1v
facility,building-8818,혈통 촉진제 선반,0.0.1v
facility,building-1024,협탁,0.0.1v
facility,building-8879,형질 분석기,0.0.1v
facility,building-1607,화덕·가마솥,0.0.1v
facility,building-9603,화살막이,0.0.1v
facility,building-8840,화약 분쇄소,0.0.1v
facility,building-1058,화장실칸막이,0.0.1v
facility,building-1503,환기덕트,0.0.1v
facility,building-9814,회로 차단기,0.0.1v
facility,building-8869,회춘 수혈실,0.0.1v
facility,building-1040,훈련허수아비,0.0.1v
facility,building-1088,훈연대,0.0.1v
facility,building-1023,휴식용소파,0.0.1v
facility,building-8901,흑강 주조 보조로,0.0.1v
item,facility-kit-35,1성 경비실 설치 키트,0.0.1v
item,facility-kit-34,1성 냉기 분사구 설치 키트,0.0.1v
item,facility-kit-31,1성 독 웅덩이 설치 키트,0.0.1v
item,facility-kit-33,1성 번개 기둥 설치 키트,0.0.1v
item,facility-kit-30,1성 산탄 가시 함정 설치 키트,0.0.1v
item,facility-kit-32,1성 화염 분사구 설치 키트,0.0.1v
item,facility-kit-53,2성 경보 코일 설치 키트,0.0.1v
item,facility-kit-51,2성 고급 고기 식당 설치 키트,0.0.1v
item,facility-kit-52,2성 맹독 가시 함정 설치 키트,0.0.1v
item,facility-kit-54,2성 병영 설치 키트,0.0.1v
item,facility-kit-50,2성 전투 식당 설치 키트,0.0.1v
item,facility-kit-56,3성 귀족의 식당 설치 키트,0.0.1v
item,facility-kit-57,3성 부식 냉각 함정 설치 키트,0.0.1v
item,facility-kit-55,3성 전장의 식당 설치 키트,0.0.1v
item,facility-kit-59,3성 전투 병영 설치 키트,0.0.1v
item,facility-kit-58,3성 폭뢰 분사구 설치 키트,0.0.1v
item,component-price-board,가격표 게시판,0.0.1v
item,facility-kit-8807,가격표 게시판 설치 키트,0.0.1v
item,facility-kit-8857,가구 등록대 설치 키트,0.0.1v
item,apparel-chest-wrap,가슴 감개,0.0.1v
item,facility-kit-8883,가족실 칸막이 설치 키트,0.0.1v
item,material-leather,가죽,0.0.1v
item,equipment-item-armor-leather,가죽 갑옷,0.0.1v
item,equipment-item-armor-leather-cap,가죽 모자,0.0.1v
item,surgery-prosthetic-liver,간 보철,0.0.1v
item,facility-kit-1020,간이침대 설치 키트,0.0.1v
item,facility-kit-1000,간이화덕 설치 키트,0.0.1v
item,surgery-prosthetic-sensory-gel,감각 젤 보철,0.0.1v
item,facility-kit-1200,감방 구속대 설치 키트,0.0.1v
item,facility-kit-8873,감염 진단대 설치 키트,0.0.1v
item,offense-appraised-valuables,감정된 귀중품,0.0.1v
item,facility-kit-1017,갑옷거치대 설치 키트,0.0.1v
item,material-steel-ingot,강철,0.0.1v
item,facility-kit-9209,강철 신격상 설치 키트,0.0.1v
item,ammo-bolt-steel,강철촉 볼트,0.0.1v
item,ammo-arrow-steel,강철촉 화살,0.0.1v
item,tool-reinforced-restraint,강화 구속구,0.0.1v
item,facility-kit-8810,강화 구속구 선반 설치 키트,0.0.1v
item,item-equipment-module,개량 부품,0.0.1v
item,feed-dog-food,개밥,0.0.1v
item,facility-kit-1028,개인보관함 설치 키트,0.0.1v
item,facility-kit-1709,객실 정리함 설치 키트,0.0.1v
item,feed-hay,건초 사료,0.0.1v
item,tool-inspection-gauge,검사 게이지,0.0.1v
item,facility-kit-8874,격리 병동 설치 키트,0.0.1v
item,medical-isolation-care-kit,격리 치료 꾸러미,0.0.1v
item,facility-kit-9511,격리 회복 침상 설치 키트,0.0.1v
item,tool-watch-signal-horn,경계 신호 나팔,0.0.1v
item,facility-kit-8894,경력 기록대 설치 키트,0.0.1v
item,record-career-ledger,경력 장부,0.0.1v
item,facility-kit-1045,경보종 설치 키트,0.0.1v
item,facility-kit-1044,경비초소책상 설치 키트,0.0.1v
item,material-hardened-leather,경화 가죽,0.0.1v
item,equipment-item-armor-hardened-leather-coat,경화 가죽 외투,0.0.1v
item,facility-kit-4,계단 설치 키트,0.0.1v
item,facility-kit-8862,계보 관리실 설치 키트,0.0.1v
item,facility-kit-9827,계보 기록실 설치 키트,0.0.1v
item,item-lineage-seal,계보 인장,0.0.1v
item,apparel-contract-sash,계약 어깨띠,0.0.1v
item,facility-kit-8853,계절 저장 선반 설치 키트,0.0.1v
item,facility-kit-8849,계절력 기록대 설치 키트,0.0.1v
item,book-seasonal-almanac,계절력 책자,0.0.1v
item,facility-kit-8846,계측 작업대 설치 키트,0.0.1v
item,medicine-advanced,고급 약품,0.0.1v
