target_type,target_record_key,source_type,source_id,source_record_key,kind,target_id,amount,duration,field_path,semantic_label,target_category,resolution_status,target_record_keys,source_path
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:laminated-lumber,CombatWeaponSO,equipment-item:weapon:repeating-crossbow,CombatWeaponSO|equipment-item:weapon:repeating-crossbow,requires,material:laminated-lumber,1,,requiredComponentInputs.3.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:laminated-lumber,Assets/Resources/SO/Combat/Equipment/W22_RepeatingCrossbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:spring-steel,CombatWeaponSO,equipment-item:weapon:repeating-crossbow,CombatWeaponSO|equipment-item:weapon:repeating-crossbow,requires,material:spring-steel,1,,requiredComponentInputs.4.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:spring-steel,Assets/Resources/SO/Combat/Equipment/W22_RepeatingCrossbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:growth-frame,CombatWeaponSO,equipment-item:weapon:rune-blade,CombatWeaponSO|equipment-item:weapon:rune-blade,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/W20_RuneBlade.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:rune-conductor,CombatWeaponSO,equipment-item:weapon:rune-blade,CombatWeaponSO|equipment-item:weapon:rune-blade,requires,component:rune-conductor,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:rune-conductor,Assets/Resources/SO/Combat/Equipment/W20_RuneBlade.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:rune-control-panel,CombatWeaponSO,equipment-item:weapon:rune-blade,CombatWeaponSO|equipment-item:weapon:rune-blade,requires,component:rune-control-panel,1,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:rune-control-panel,Assets/Resources/SO/Combat/Equipment/W20_RuneBlade.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:arrow-bone,CombatWeaponSO,equipment-item:weapon:rune-bow,CombatWeaponSO|equipment-item:weapon:rune-bow,references,ammo:arrow-bone,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:arrow-bone,Assets/Resources/SO/Combat/Equipment/W31_RuneBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:arrow-iron,CombatWeaponSO,equipment-item:weapon:rune-bow,CombatWeaponSO|equipment-item:weapon:rune-bow,references,ammo:arrow-iron,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:arrow-iron,Assets/Resources/SO/Combat/Equipment/W31_RuneBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:arrow-rune,CombatWeaponSO,equipment-item:weapon:rune-bow,CombatWeaponSO|equipment-item:weapon:rune-bow,references,ammo:arrow-rune,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:arrow-rune,Assets/Resources/SO/Combat/Equipment/W31_RuneBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:arrow-steel,CombatWeaponSO,equipment-item:weapon:rune-bow,CombatWeaponSO|equipment-item:weapon:rune-bow,references,ammo:arrow-steel,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:arrow-steel,Assets/Resources/SO/Combat/Equipment/W31_RuneBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:incendiary-arrow,CombatWeaponSO,equipment-item:weapon:rune-bow,CombatWeaponSO|equipment-item:weapon:rune-bow,references,ammo:incendiary-arrow,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:incendiary-arrow,Assets/Resources/SO/Combat/Equipment/W31_RuneBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:rune-cartridge,CombatWeaponSO,equipment-item:weapon:rune-bow,CombatWeaponSO|equipment-item:weapon:rune-bow,references,ammo:rune-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:rune-cartridge,Assets/Resources/SO/Combat/Equipment/W31_RuneBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:growth-frame,CombatWeaponSO,equipment-item:weapon:rune-bow,CombatWeaponSO|equipment-item:weapon:rune-bow,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/W31_RuneBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:bowstring,CombatWeaponSO,equipment-item:weapon:rune-bow,CombatWeaponSO|equipment-item:weapon:rune-bow,requires,material:bowstring,1,,requiredComponentInputs.3.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:bowstring,Assets/Resources/SO/Combat/Equipment/W31_RuneBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:laminated-lumber,CombatWeaponSO,equipment-item:weapon:rune-bow,CombatWeaponSO|equipment-item:weapon:rune-bow,requires,material:laminated-lumber,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:laminated-lumber,Assets/Resources/SO/Combat/Equipment/W31_RuneBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:mana-alloy,CombatWeaponSO,equipment-item:weapon:rune-bow,CombatWeaponSO|equipment-item:weapon:rune-bow,requires,material:mana-alloy,1,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:mana-alloy,Assets/Resources/SO/Combat/Equipment/W31_RuneBow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:arrow-bone,CombatWeaponSO,equipment-item:weapon:shortbow,CombatWeaponSO|equipment-item:weapon:shortbow,references,ammo:arrow-bone,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:arrow-bone,Assets/Resources/SO/Combat/Equipment/W05_Shortbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:arrow-iron,CombatWeaponSO,equipment-item:weapon:shortbow,CombatWeaponSO|equipment-item:weapon:shortbow,references,ammo:arrow-iron,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:arrow-iron,Assets/Resources/SO/Combat/Equipment/W05_Shortbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:arrow-rune,CombatWeaponSO,equipment-item:weapon:shortbow,CombatWeaponSO|equipment-item:weapon:shortbow,references,ammo:arrow-rune,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:arrow-rune,Assets/Resources/SO/Combat/Equipment/W05_Shortbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:arrow-steel,CombatWeaponSO,equipment-item:weapon:shortbow,CombatWeaponSO|equipment-item:weapon:shortbow,references,ammo:arrow-steel,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:arrow-steel,Assets/Resources/SO/Combat/Equipment/W05_Shortbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:incendiary-arrow,CombatWeaponSO,equipment-item:weapon:shortbow,CombatWeaponSO|equipment-item:weapon:shortbow,references,ammo:incendiary-arrow,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:incendiary-arrow,Assets/Resources/SO/Combat/Equipment/W05_Shortbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:bowstring,CombatWeaponSO,equipment-item:weapon:shortbow,CombatWeaponSO|equipment-item:weapon:shortbow,requires,material:bowstring,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:bowstring,Assets/Resources/SO/Combat/Equipment/W05_Shortbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:rope,CombatWeaponSO,equipment-item:weapon:shortbow,CombatWeaponSO|equipment-item:weapon:shortbow,requires,material:rope,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:rope,Assets/Resources/SO/Combat/Equipment/W05_Shortbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:scatter-cartridge,CombatWeaponSO,equipment-item:weapon:shotgun,CombatWeaponSO|equipment-item:weapon:shotgun,references,ammo:scatter-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:scatter-cartridge,Assets/Resources/SO/Combat/Equipment/W26_Shotgun.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:smoke-cartridge,CombatWeaponSO,equipment-item:weapon:shotgun,CombatWeaponSO|equipment-item:weapon:shotgun,references,ammo:smoke-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:smoke-cartridge,Assets/Resources/SO/Combat/Equipment/W26_Shotgun.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:engineering-drawing,CombatWeaponSO,equipment-item:weapon:shotgun,CombatWeaponSO|equipment-item:weapon:shotgun,requires,component:engineering-drawing,1,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:engineering-drawing,Assets/Resources/SO/Combat/Equipment/W26_Shotgun.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:machine-parts,CombatWeaponSO,equipment-item:weapon:shotgun,CombatWeaponSO|equipment-item:weapon:shotgun,requires,component:machine-parts,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:machine-parts,Assets/Resources/SO/Combat/Equipment/W26_Shotgun.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:precision-parts,CombatWeaponSO,equipment-item:weapon:shotgun,CombatWeaponSO|equipment-item:weapon:shotgun,requires,component:precision-parts,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:precision-parts,Assets/Resources/SO/Combat/Equipment/W26_Shotgun.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:barrel-steel,CombatWeaponSO,equipment-item:weapon:shotgun,CombatWeaponSO|equipment-item:weapon:shotgun,requires,material:barrel-steel,1,,requiredComponentInputs.3.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:barrel-steel,Assets/Resources/SO/Combat/Equipment/W26_Shotgun.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:blacksteel-bolt,CombatWeaponSO,equipment-item:weapon:siege-arbalest,CombatWeaponSO|equipment-item:weapon:siege-arbalest,references,ammo:blacksteel-bolt,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:blacksteel-bolt,Assets/Resources/SO/Combat/Equipment/W19_SiegeArbalest.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:bolt-bone,CombatWeaponSO,equipment-item:weapon:siege-arbalest,CombatWeaponSO|equipment-item:weapon:siege-arbalest,references,ammo:bolt-bone,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:bolt-bone,Assets/Resources/SO/Combat/Equipment/W19_SiegeArbalest.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:bolt-iron,CombatWeaponSO,equipment-item:weapon:siege-arbalest,CombatWeaponSO|equipment-item:weapon:siege-arbalest,references,ammo:bolt-iron,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:bolt-iron,Assets/Resources/SO/Combat/Equipment/W19_SiegeArbalest.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:bolt-rune,CombatWeaponSO,equipment-item:weapon:siege-arbalest,CombatWeaponSO|equipment-item:weapon:siege-arbalest,references,ammo:bolt-rune,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:bolt-rune,Assets/Resources/SO/Combat/Equipment/W19_SiegeArbalest.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:bolt-steel,CombatWeaponSO,equipment-item:weapon:siege-arbalest,CombatWeaponSO|equipment-item:weapon:siege-arbalest,references,ammo:bolt-steel,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:bolt-steel,Assets/Resources/SO/Combat/Equipment/W19_SiegeArbalest.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:incendiary-bolt,CombatWeaponSO,equipment-item:weapon:siege-arbalest,CombatWeaponSO|equipment-item:weapon:siege-arbalest,references,ammo:incendiary-bolt,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:incendiary-bolt,Assets/Resources/SO/Combat/Equipment/W19_SiegeArbalest.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:mana-disruptor-bolt,CombatWeaponSO,equipment-item:weapon:siege-arbalest,CombatWeaponSO|equipment-item:weapon:siege-arbalest,references,ammo:mana-disruptor-bolt,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:mana-disruptor-bolt,Assets/Resources/SO/Combat/Equipment/W19_SiegeArbalest.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:tranquilizer-dart,CombatWeaponSO,equipment-item:weapon:siege-arbalest,CombatWeaponSO|equipment-item:weapon:siege-arbalest,references,ammo:tranquilizer-dart,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:tranquilizer-dart,Assets/Resources/SO/Combat/Equipment/W19_SiegeArbalest.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:engineering-drawing,CombatWeaponSO,equipment-item:weapon:siege-arbalest,CombatWeaponSO|equipment-item:weapon:siege-arbalest,requires,component:engineering-drawing,1,,requiredComponentInputs.3.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:engineering-drawing,Assets/Resources/SO/Combat/Equipment/W19_SiegeArbalest.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:growth-frame,CombatWeaponSO,equipment-item:weapon:siege-arbalest,CombatWeaponSO|equipment-item:weapon:siege-arbalest,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/W19_SiegeArbalest.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:prototype-package,CombatWeaponSO,equipment-item:weapon:siege-arbalest,CombatWeaponSO|equipment-item:weapon:siege-arbalest,requires,component:prototype-package,1,,requiredComponentInputs.4.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:prototype-package,Assets/Resources/SO/Combat/Equipment/W19_SiegeArbalest.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:siege-counterweight,CombatWeaponSO,equipment-item:weapon:siege-arbalest,CombatWeaponSO|equipment-item:weapon:siege-arbalest,requires,component:siege-counterweight,1,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:siege-counterweight,Assets/Resources/SO/Combat/Equipment/W19_SiegeArbalest.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:bowstring,CombatWeaponSO,equipment-item:weapon:siege-arbalest,CombatWeaponSO|equipment-item:weapon:siege-arbalest,requires,material:bowstring,2,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:bowstring,Assets/Resources/SO/Combat/Equipment/W19_SiegeArbalest.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:armor-piercing-cartridge,CombatWeaponSO,equipment-item:weapon:sniper-arquebus,CombatWeaponSO|equipment-item:weapon:sniper-arquebus,references,ammo:armor-piercing-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:armor-piercing-cartridge,Assets/Resources/SO/Combat/Equipment/W24_SniperArquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:paper-cartridge,CombatWeaponSO,equipment-item:weapon:sniper-arquebus,CombatWeaponSO|equipment-item:weapon:sniper-arquebus,references,ammo:paper-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:paper-cartridge,Assets/Resources/SO/Combat/Equipment/W24_SniperArquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:rune-cartridge,CombatWeaponSO,equipment-item:weapon:sniper-arquebus,CombatWeaponSO|equipment-item:weapon:sniper-arquebus,references,ammo:rune-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:rune-cartridge,Assets/Resources/SO/Combat/Equipment/W24_SniperArquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:scatter-cartridge,CombatWeaponSO,equipment-item:weapon:sniper-arquebus,CombatWeaponSO|equipment-item:weapon:sniper-arquebus,references,ammo:scatter-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:scatter-cartridge,Assets/Resources/SO/Combat/Equipment/W24_SniperArquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:signal-flare,CombatWeaponSO,equipment-item:weapon:sniper-arquebus,CombatWeaponSO|equipment-item:weapon:sniper-arquebus,references,ammo:signal-flare,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:signal-flare,Assets/Resources/SO/Combat/Equipment/W24_SniperArquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:smoke-cartridge,CombatWeaponSO,equipment-item:weapon:sniper-arquebus,CombatWeaponSO|equipment-item:weapon:sniper-arquebus,references,ammo:smoke-cartridge,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:smoke-cartridge,Assets/Resources/SO/Combat/Equipment/W24_SniperArquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:engineering-drawing,CombatWeaponSO,equipment-item:weapon:sniper-arquebus,CombatWeaponSO|equipment-item:weapon:sniper-arquebus,requires,component:engineering-drawing,1,,requiredComponentInputs.3.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:engineering-drawing,Assets/Resources/SO/Combat/Equipment/W24_SniperArquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:growth-frame,CombatWeaponSO,equipment-item:weapon:sniper-arquebus,CombatWeaponSO|equipment-item:weapon:sniper-arquebus,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/W24_SniperArquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:machine-parts,CombatWeaponSO,equipment-item:weapon:sniper-arquebus,CombatWeaponSO|equipment-item:weapon:sniper-arquebus,requires,component:machine-parts,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:machine-parts,Assets/Resources/SO/Combat/Equipment/W24_SniperArquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:precision-optics,CombatWeaponSO,equipment-item:weapon:sniper-arquebus,CombatWeaponSO|equipment-item:weapon:sniper-arquebus,requires,component:precision-optics,1,,requiredComponentInputs.5.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:precision-optics,Assets/Resources/SO/Combat/Equipment/W24_SniperArquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:precision-parts,CombatWeaponSO,equipment-item:weapon:sniper-arquebus,CombatWeaponSO|equipment-item:weapon:sniper-arquebus,requires,component:precision-parts,1,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:precision-parts,Assets/Resources/SO/Combat/Equipment/W24_SniperArquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:barrel-steel,CombatWeaponSO,equipment-item:weapon:sniper-arquebus,CombatWeaponSO|equipment-item:weapon:sniper-arquebus,requires,material:barrel-steel,1,,requiredComponentInputs.4.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:barrel-steel,Assets/Resources/SO/Combat/Equipment/W24_SniperArquebus.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:blacksteel-bolt,CombatWeaponSO,equipment-item:weapon:windlass-crossbow,CombatWeaponSO|equipment-item:weapon:windlass-crossbow,references,ammo:blacksteel-bolt,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:blacksteel-bolt,Assets/Resources/SO/Combat/Equipment/W15_WindlassCrossbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:bolt-bone,CombatWeaponSO,equipment-item:weapon:windlass-crossbow,CombatWeaponSO|equipment-item:weapon:windlass-crossbow,references,ammo:bolt-bone,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:bolt-bone,Assets/Resources/SO/Combat/Equipment/W15_WindlassCrossbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:bolt-iron,CombatWeaponSO,equipment-item:weapon:windlass-crossbow,CombatWeaponSO|equipment-item:weapon:windlass-crossbow,references,ammo:bolt-iron,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:bolt-iron,Assets/Resources/SO/Combat/Equipment/W15_WindlassCrossbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:bolt-rune,CombatWeaponSO,equipment-item:weapon:windlass-crossbow,CombatWeaponSO|equipment-item:weapon:windlass-crossbow,references,ammo:bolt-rune,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:bolt-rune,Assets/Resources/SO/Combat/Equipment/W15_WindlassCrossbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:bolt-steel,CombatWeaponSO,equipment-item:weapon:windlass-crossbow,CombatWeaponSO|equipment-item:weapon:windlass-crossbow,references,ammo:bolt-steel,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:bolt-steel,Assets/Resources/SO/Combat/Equipment/W15_WindlassCrossbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:incendiary-bolt,CombatWeaponSO,equipment-item:weapon:windlass-crossbow,CombatWeaponSO|equipment-item:weapon:windlass-crossbow,references,ammo:incendiary-bolt,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:incendiary-bolt,Assets/Resources/SO/Combat/Equipment/W15_WindlassCrossbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:mana-disruptor-bolt,CombatWeaponSO,equipment-item:weapon:windlass-crossbow,CombatWeaponSO|equipment-item:weapon:windlass-crossbow,references,ammo:mana-disruptor-bolt,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:mana-disruptor-bolt,Assets/Resources/SO/Combat/Equipment/W15_WindlassCrossbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|ammo:tranquilizer-dart,CombatWeaponSO,equipment-item:weapon:windlass-crossbow,CombatWeaponSO|equipment-item:weapon:windlass-crossbow,references,ammo:tranquilizer-dart,,,compatibleAmmunitionItemIds,compatible Ammunition Item Ids,content-reference,resolved-content,ResourceItemDefinitionSO|ammo:tranquilizer-dart,Assets/Resources/SO/Combat/Equipment/W15_WindlassCrossbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:growth-frame,CombatWeaponSO,equipment-item:weapon:windlass-crossbow,CombatWeaponSO|equipment-item:weapon:windlass-crossbow,requires,component:growth-frame,1,,requiredComponentInputs.0.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:growth-frame,Assets/Resources/SO/Combat/Equipment/W15_WindlassCrossbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:lead-counterweight,CombatWeaponSO,equipment-item:weapon:windlass-crossbow,CombatWeaponSO|equipment-item:weapon:windlass-crossbow,requires,component:lead-counterweight,1,,requiredComponentInputs.4.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:lead-counterweight,Assets/Resources/SO/Combat/Equipment/W15_WindlassCrossbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|component:machine-parts,CombatWeaponSO,equipment-item:weapon:windlass-crossbow,CombatWeaponSO|equipment-item:weapon:windlass-crossbow,requires,component:machine-parts,1,,requiredComponentInputs.2.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|component:machine-parts,Assets/Resources/SO/Combat/Equipment/W15_WindlassCrossbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:bowstring,CombatWeaponSO,equipment-item:weapon:windlass-crossbow,CombatWeaponSO|equipment-item:weapon:windlass-crossbow,requires,material:bowstring,1,,requiredComponentInputs.1.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:bowstring,Assets/Resources/SO/Combat/Equipment/W15_WindlassCrossbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:laminated-lumber,CombatWeaponSO,equipment-item:weapon:windlass-crossbow,CombatWeaponSO|equipment-item:weapon:windlass-crossbow,requires,material:laminated-lumber,1,,requiredComponentInputs.3.itemId,item Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:laminated-lumber,Assets/Resources/SO/Combat/Equipment/W15_WindlassCrossbow.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|material:paper,CulturalPracticeDefinitionSO,practice:adventurer-name-token,CulturalPracticeDefinitionSO|practice:adventurer-name-token,requires,material:paper,1,,requirements.items.0.itemDefinitionId,item Definition Id,content-reference,resolved-content,ResourceItemDefinitionSO|material:paper,Assets/Resources/SO/V20/Narrative/Practices/practice_adventurer-name-token.asset
ResourceItemDefinitionSO,ResourceItemDefinitionSO|food:preserved-ration,CulturalPracticeDefinitionSO,practice:adventurer-return-table,CulturalPracticeDefinitionSO|practice:adventurer-return-table,requires,food:preserved-ration,1,,requirements.items.0.itemDefinitionId,item Definition Id,content-reference,resolved-content,ResourceItemDefinitionSO|food:preserved-ration,Assets/Resources/SO/V20/Narrative/Practices/practice_adventurer-return-table.asset
