research_id,relation_direction,binding_kind,content_type,content_id,resolution_status,field_path,source_path,relation_source
research:equipment:ballistics,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:arquebus,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W18_Arquebus.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:ballistics,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:matchlock-long-gun,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W23_MatchlockLongGun.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:ballistics,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:sniper-arquebus,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W24_SniperArquebus.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:black-powder,research-to-content,unlocks-building,BuildingSO,building:8840,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_black_powder.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:black-powder,content-requires-research,requires,ProductionRecipeSO,recipe:ammo:incendiary-arrow,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R126_소이_화살.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:black-powder,content-requires-research,requires,ProductionRecipeSO,recipe:ammo:incendiary-bolt,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R127_소이_볼트.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:black-powder,content-requires-research,requires,ProductionRecipeSO,recipe:material:black-powder,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R13_흑색화약.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:black-powder,content-requires-research,requires,ProductionRecipeSO,recipe:material:niter,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R04_초석.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:bowyery,research-to-content,unlocks-building,BuildingSO,building:8836,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_bowyery.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:bowyery,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:composite-bow,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W14_CompositeBow.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:bowyery,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:longbow,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W06_Longbow.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:bowyery,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:shortbow,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W05_Shortbow.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:field-maintenance,research-to-content,unlocks-building,BuildingSO,building:9308,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_field_maintenance.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:field-maintenance,content-requires-research,requires,ProductionRecipeSO,recipe:tool:field-repair-kit,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R43_야전_수리_키트.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:ignition-mechanisms,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:handgonne,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W16_Handgonne.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:ignition-mechanisms,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:matchlock-pistol,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W17_MatchlockPistol.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:industrial-metrology,research-to-content,unlocks-building,BuildingSO,building:8846,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_industrial_metrology.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:industrial-metrology,content-requires-research,requires,ProductionRecipeSO,recipe:component:precision-optics,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R82_정밀_광학계.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:industrial-metrology,content-requires-research,requires,ProductionRecipeSO,recipe:tool:precision-gauge,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R28_정밀_게이지.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:lineage-binding,research-to-content,unlocks-building,BuildingSO,building:9827,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_lineage_binding.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:mail-weaving,research-to-content,unlocks-building,BuildingSO,building:8838,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_mail_weaving.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:mail-weaving,content-requires-research,requires,CombatArmorSO,equipment-item:armor:mail-coif,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/A05_MailCoif.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:mail-weaving,content-requires-research,requires,CombatArmorSO,equipment-item:armor:mail-shirt,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/A06_MailShirt.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:mail-weaving,content-requires-research,requires,CombatArmorSO,equipment-item:armor:scale-coat,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/A10_ScaleCoat.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:mail-weaving,content-requires-research,requires,ProductionRecipeSO,recipe:material:chain-mesh,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R75_사슬_망.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:material-testing,research-to-content,unlocks-building,BuildingSO,building:8826,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_material_testing.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:material-testing,content-requires-research,requires,ProductionRecipeSO,recipe:component:material-test-coupon,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R109_재료_시험편.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:mechanical-projectiles,research-to-content,unlocks-building,BuildingSO,building:8837,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_mechanical_projectiles.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:mechanical-projectiles,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:crossbow,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W07_Crossbow.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:mechanical-projectiles,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:repeating-crossbow,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W22_RepeatingCrossbow.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:mechanical-projectiles,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:windlass-crossbow,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W15_WindlassCrossbow.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:mechanical-projectiles,content-requires-research,requires,ProductionRecipeSO,recipe:component:siege-counterweight,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R31_공성_균형추_조립품.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:modular-frames,research-to-content,unlocks-building,BuildingSO,building:8845,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_modular_frames.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:modular-frames,content-requires-research,requires,ProductionRecipeSO,recipe:component:growth-frame,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R15_성장형_장비_골격.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:powered-armor,content-requires-research,requires,CombatArmorSO,equipment-item:armor:powered-harness,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/A15_PoweredHarness.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:powered-armor,content-requires-research,requires,CombatShieldSO,equipment-item:shield:powered,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/S06_PoweredShield.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:powered-armor,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:powered-striking-gauntlet,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W27_PoweredStrikingGauntlet.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:powered-armor,content-requires-research,requires,ProductionRecipeSO,recipe:component:powered-armor-joint,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R45_동력_갑주_관절.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:precision-fitting,research-to-content,unlocks-building,BuildingSO,building:8844,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_precision_fitting.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:precision-fitting,content-requires-research,requires,ProductionRecipeSO,recipe:component:precision-parts,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R10_정밀_부품.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:precision-fitting,content-requires-research,requires,ProductionRecipeSO,recipe:tool:inspection-gauge,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R110_검사_게이지.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:pressure-barrels,content-requires-research,requires,CombatArmorSO,equipment-item:armor:blast-coat,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/A13_BlastCoat.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:pressure-barrels,content-requires-research,requires,CombatArmorSO,equipment-item:armor:powder-cuirass,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/A19_PowderCuirass.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:pressure-barrels,content-requires-research,requires,CombatArmorSO,equipment-item:armor:smoke-hood,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/A14_SmokeHood.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:pressure-barrels,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:heavy-matchlock,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W25_HeavyMatchlock.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:pressure-barrels,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:shotgun,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W26_Shotgun.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:pressure-barrels,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:siege-arbalest,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W19_SiegeArbalest.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:pressure-barrels,content-requires-research,requires,ProductionRecipeSO,recipe:ammo:armor-piercing-cartridge,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R129_철갑_탄약.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:pressure-barrels,content-requires-research,requires,ProductionRecipeSO,recipe:ammo:smoke-cartridge,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R128_연막_탄약.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:pressure-barrels,content-requires-research,requires,ProductionRecipeSO,recipe:component:blast-coat-shell,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R38_방폭_외투_내피.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:pressure-barrels,content-requires-research,requires,ProductionRecipeSO,recipe:material:barrel-steel,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R78_총열강.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:prototype-engineering,research-to-content,unlocks-building,BuildingSO,building:8825,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_prototype_engineering.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:prototype-engineering,content-requires-research,requires,ProductionRecipeSO,recipe:component:prototype-package,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R29_시제품_설계_묶음.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:relic-appraisal,research-to-content,unlocks-building,BuildingSO,building:8842,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_relic_appraisal.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:relic-appraisal,research-to-content,unlocks-building,BuildingSO,building:8843,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_relic_appraisal.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:relic-appraisal,content-requires-research,requires,ProductionRecipeSO,recipe:loot-appraisal,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_loot_appraisal.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:rune-module-tuning,research-to-content,unlocks-building,BuildingSO,building:9826,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_rune_module_tuning.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:rune-module-tuning,content-requires-research,requires,CombatArmorSO,equipment-item:armor:rune-ward-mail,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/A16_RuneWardMail.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:rune-module-tuning,content-requires-research,requires,CombatShieldSO,equipment-item:shield:mana-buckler,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/S08_ManaBuckler.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:rune-module-tuning,content-requires-research,requires,CombatShieldSO,equipment-item:shield:rune,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/S05_RuneShield.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:rune-module-tuning,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:mana-lance,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W21_ManaLance.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:rune-module-tuning,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:rune-blade,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W20_RuneBlade.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:rune-module-tuning,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:rune-bow,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W31_RuneBow.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:rune-module-tuning,content-requires-research,requires,ProductionRecipeSO,recipe:ammo:rune-cartridge,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R133_룬_탄약통.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:rune-module-tuning,content-requires-research,requires,ProductionRecipeSO,recipe:component:rune-leather-strap,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R49_룬가죽_조율_끈.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:rune-module-tuning,content-requires-research,requires,ProductionRecipeSO,recipe:component:rune-tuning-shield,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R32_룬_조율_차폐판.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:standard-ammunition,research-to-content,unlocks-building,BuildingSO,building:8841,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_standard_ammunition.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:standard-ammunition,content-requires-research,requires,ProductionRecipeSO,recipe:ammo:paper-cartridge,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R23_종이_탄약통.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:standard-ammunition,content-requires-research,requires,ProductionRecipeSO,recipe:ammo:scatter-cartridge,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R130_산탄_탄약.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:standard-ammunition,content-requires-research,requires,ProductionRecipeSO,recipe:ammo:trap-canister,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R21_함정_산탄통.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:standard-ammunition,content-requires-research,requires,ProductionRecipeSO,recipe:material:granulated-powder,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R79_과립_화약.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:standard-ammunition,content-requires-research,requires,ProductionRecipeSO,recipe:material:lead-shot,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R07_납탄.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:weapon-patterns,research-to-content,unlocks-building,BuildingSO,building:8834,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/equipment_weapon_patterns.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:equipment:weapon-patterns,content-requires-research,requires,CombatShieldSO,equipment-item:shield:buckler,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/S03_Buckler.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:weapon-patterns,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:falchion,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W10_Falchion.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:weapon-patterns,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:halberd,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W12_Halberd.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:weapon-patterns,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:longsword,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W02_Longsword.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:equipment:weapon-patterns,content-requires-research,requires,CombatWeaponSO,equipment-item:weapon:throwing-axe,resolved-content,requiredResearchId,Assets/Resources/SO/Combat/Equipment/W09_ThrowingAxe.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:forestry:charcoal,research-to-content,unlocks-building,BuildingSO,building:1076,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/forestry_charcoal.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:forestry:charcoal,content-requires-research,requires,ProductionRecipeSO,recipe:charcoal,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_charcoal.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:forestry:fungal,research-to-content,unlocks-building,BuildingSO,building:8813,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/forestry_fungal.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:forestry:fungal,content-requires-research,requires,ProductionRecipeSO,recipe:supply:inoculated-log,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R90_접종_원목.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:forestry:logging,research-to-content,unlocks-building,BuildingSO,building:8814,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/forestry_logging.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:forestry:logging,content-requires-research,requires,ProductionRecipeSO,source:logging,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/source_logging.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:forestry:sawmill,research-to-content,unlocks-building,BuildingSO,building:1075,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/forestry_sawmill.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:forestry:sawmill,research-to-content,unlocks-building,BuildingSO,building:1618,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/forestry_sawmill.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:forestry:sawmill,content-requires-research,requires,CraftMaterialDefinitionSO,material:lumber,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Materials/material_wood.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:forestry:sawmill,content-requires-research,requires,ProductionRecipeSO,recipe:sawmill-lumber,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_sawmill_lumber.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:forestry:tools,research-to-content,unlocks-building,BuildingSO,building:8815,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/forestry_tools.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:forestry:treated,research-to-content,unlocks-building,BuildingSO,building:8816,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/forestry_treated.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:forestry:treated,content-requires-research,requires,ProductionRecipeSO,recipe:material:laminated-lumber,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R73_적층_목재.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:forestry:treated,content-requires-research,requires,ProductionRecipeSO,recipe:treated-lumber,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/recipe_treated_lumber.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:genetics:controlled-heredity,research-to-content,unlocks-building,BuildingSO,building:8880,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/genetics_controlled_heredity.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:genetics:cross-lineage-stabilization,research-to-content,unlocks-building,BuildingSO,building:8881,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/genetics_cross_lineage_stabilization.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:genetics:cross-lineage-stabilization,content-requires-research,requires,ProductionRecipeSO,recipe:medical:cross-lineage-medium,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R116_교차계통_안정화_배지.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:genetics:hereditary-records,research-to-content,unlocks-building,BuildingSO,building:8878,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/genetics_hereditary_records.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:genetics:hereditary-records,research-to-content,unlocks-building,BuildingSO,building:8879,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/genetics_hereditary_records.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:genetics:hereditary-records,content-requires-research,requires,ProductionRecipeSO,recipe:medical:trait-analysis-kit,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R115_형질_검사_키트.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:health:isolation-medicine,research-to-content,unlocks-building,BuildingSO,building:8874,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/health_isolation_medicine.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:health:isolation-medicine,content-requires-research,requires,ProductionRecipeSO,recipe:medical:isolation-care-kit,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R117_격리_치료_꾸러미.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:health:pathogen-observation,research-to-content,unlocks-building,BuildingSO,building:8873,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/health_pathogen_observation.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:health:pathogen-observation,research-to-content,unlocks-building,BuildingSO,building:8875,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/health_pathogen_observation.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:health:vaccination,research-to-content,unlocks-building,BuildingSO,building:8876,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/health_vaccination.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:health:vaccination,research-to-content,unlocks-building,BuildingSO,building:8877,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/health_vaccination.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:health:vaccination,content-requires-research,requires,ProductionRecipeSO,recipe:medicine:vaccine:blood-wasting,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R71_혈액소모병_백신.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:health:vaccination,content-requires-research,requires,ProductionRecipeSO,recipe:medicine:vaccine:cave-flu,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R66_동굴_독감_백신.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:health:vaccination,content-requires-research,requires,ProductionRecipeSO,recipe:medicine:vaccine:gut-rot,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R68_장부패증_백신.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:health:vaccination,content-requires-research,requires,ProductionRecipeSO,recipe:medicine:vaccine:mana-pox,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R70_마나두창_백신.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:health:vaccination,content-requires-research,requires,ProductionRecipeSO,recipe:medicine:vaccine:red-fever,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R67_적열병_백신.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:health:vaccination,content-requires-research,requires,ProductionRecipeSO,recipe:medicine:vaccine:slime-blight,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R72_점액역병_백신.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:health:vaccination,content-requires-research,requires,ProductionRecipeSO,recipe:medicine:vaccine:spore-lung,resolved-content,requiredResearchId,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R69_포자폐증_백신.asset,docs_final/content-db/incoming/research-effects/research-project.csv
research:hospitality-operations,research-to-content,unlocks-building,BuildingSO,building:1700,resolved-content,references.RefIds.0.data.buildingId,Assets/Resources/SO/Research/Projects/hospitality_operations.asset,docs_final/content-db/relations/research-effects/research-project.csv
research:hospitality-operations,research-to-content,unlocks-building,BuildingSO,building:1709,resolved-content,references.RefIds.1.data.buildingId,Assets/Resources/SO/Research/Projects/hospitality_operations.asset,docs_final/content-db/relations/research-effects/research-project.csv
