"stable_id","display_name","source_declared_function","composition_evidence","portfolio_commitment","same_era_alternative_candidates","activation_and_fit_receipt","build_conflict","reconfiguration","status"
"apparel:23026","룬 방한복","작성 목적은 '룬 방한복. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 알 수 없음 (3); 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (9848); 연구 research:environment:rune-insulation; 용도 알 수 없음 (2072)","Outer 레이어의 알 수 없음 (9848) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (2072)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:environment:rune-insulation 완료 뒤 물리 아이템 equipment:rune-cold-suit를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (9848) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23027","내열 작업복","작성 목적은 '내열 작업복. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 알 수 없음 (3); 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (9848); 연구 research:textile:layered; 용도 알 수 없음 (2088)","Outer 레이어의 알 수 없음 (9848) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (2088)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:layered 완료 뒤 물리 아이템 apparel:heat-work-suit를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (9848) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23028","방수 작업복","작성 목적은 '방수 작업복. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 알 수 없음 (3); 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (9848); 연구 research:textile:layered; 용도 알 수 없음 (2120)","Outer 레이어의 알 수 없음 (9848) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (2120)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:layered 완료 뒤 물리 아이템 apparel:waterproof-work-suit를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (9848) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23029","포자 방호 두건","작성 목적은 '포자 방호 두건. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 Neck; 연구 research:textile:layered; 용도 알 수 없음 (2056)","Outer 레이어의 Neck 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (2056)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:layered 완료 뒤 물리 아이템 apparel:spore-protection-hood를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 Neck 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23030","연기 방호 두건","작성 목적은 '연기 방호 두건. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 Neck; 연구 research:textile:layered; 용도 알 수 없음 (2056)","Outer 레이어의 Neck 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (2056)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:layered 완료 뒤 물리 아이템 apparel:smoke-protection-hood를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 Neck 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23031","무균 가운","작성 목적은 '무균 가운. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (104); 연구 research:textile:tailoring; 용도 알 수 없음 (136)","Outer 레이어의 알 수 없음 (104) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (136)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:sterile-gown를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (104) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23032","외과 앞치마","작성 목적은 '외과 앞치마. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 알 수 없음 (3); 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (24); 연구 research:textile:tailoring; 용도 알 수 없음 (136)","Outer 레이어의 알 수 없음 (24) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (136)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:surgical-apron를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (24) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23033","광부 작업복","작성 목적은 '광부 작업복. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 알 수 없음 (3); 신체형 Humanoid; 맞춤 Sized; 레이어 Outer; 점유 알 수 없음 (9848); 연구 research:textile:layered; 용도 알 수 없음 (2056)","Outer 레이어의 알 수 없음 (9848) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (2056)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:layered 완료 뒤 물리 아이템 apparel:miner-workwear를 Humanoid 대상에게 Sized 조건으로 맞추고 Outer 레이어의 알 수 없음 (9848) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23034","대장장이 앞치마","작성 목적은 '대장장이 앞치마. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 알 수 없음 (3); 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (24); 연구 research:textile:layered; 용도 알 수 없음 (2088)","Outer 레이어의 알 수 없음 (24) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (2088)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:layered 완료 뒤 물리 아이템 apparel:smith-apron를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (24) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23035","농부 작업복","작성 목적은 '농부 작업복. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (9848); 연구 research:textile:tailoring; 용도 알 수 없음 (72)","Outer 레이어의 알 수 없음 (9848) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (72)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23041 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:farmer-workwear를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (9848) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23036","사육사 외투","작성 목적은 '사육사 외투. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 알 수 없음 (3); 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (9848); 연구 research:textile:tailoring; 용도 알 수 없음 (2056)","Outer 레이어의 알 수 없음 (9848) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (2056)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:keeper-coat를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (9848) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23037","정장 외투","작성 목적은 '정장 외투. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Sized; 레이어 Outer; 점유 알 수 없음 (8296); 연구 research:textile:tailoring; 용도 Formal","Outer 레이어의 알 수 없음 (8296) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 Formal에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:formal-coat를 Humanoid 대상에게 Sized 조건으로 맞추고 Outer 레이어의 알 수 없음 (8296) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23038","예복 드레스","작성 목적은 '예복 드레스. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Sized; 레이어 Outer; 점유 알 수 없음 (9848); 연구 research:textile:tailoring; 용도 알 수 없음 (768)","Outer 레이어의 알 수 없음 (9848) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (768)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035, ApparelDefinitionSO:apparel:23041 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:ceremonial-dress를 Humanoid 대상에게 Sized 조건으로 맞추고 Outer 레이어의 알 수 없음 (9848) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23039","의식 로브","작성 목적은 '의식 로브. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (9848); 연구 research:textile:tailoring; 용도 알 수 없음 (768)","Outer 레이어의 알 수 없음 (9848) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (768)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:ritual-robe를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (9848) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
"apparel:23040","상복","작성 목적은 '상복. 실제 부착점·크기·레이어·개조와 한 종류의 주원단으로 성능을 결정한다'이다.","소재 Woven; 신체형 Humanoid; 맞춤 Adjustable; 레이어 Outer; 점유 알 수 없음 (9848); 연구 research:textile:tailoring; 용도 알 수 없음 (768)","Outer 레이어의 알 수 없음 (9848) 점유를 이 Humanoid형 의복에 배정한다. 용도 태그 알 수 없음 (768)에 맞는 일상·수면·보호·부속 장비의 재료, 제작 노동, 보관 재고와 경쟁한다.","비교 후보(대체 가능성 미검증): ApparelDefinitionSO:apparel:23017, ApparelDefinitionSO:apparel:23047, ApparelDefinitionSO:apparel:23012, ApparelDefinitionSO:apparel:23049, ApparelDefinitionSO:apparel:23038, ApparelDefinitionSO:apparel:23004, ApparelDefinitionSO:apparel:23021, ApparelDefinitionSO:apparel:23025, ApparelDefinitionSO:apparel:23043, ApparelDefinitionSO:apparel:23019, ApparelDefinitionSO:apparel:23042, ApparelDefinitionSO:apparel:23035 외 43개","연구 research:textile:tailoring 완료 뒤 물리 아이템 apparel:mourning-clothes를 Humanoid 대상에게 Adjustable 조건으로 맞추고 Outer 레이어의 알 수 없음 (9848) 점유에 장착한다.","같은 신체형·레이어·점유를 요구하는 정의는 동시에 채택할 수 없으므로, 해당 자리를 다른 의복·보호 장비·운반 장비에 양보하거나 재편성한다. 내보내기가 알 수 없음으로 보인 열거값은 런타임 장착 규칙 확정 전 원본 enum 매핑을 확인한다.","장착 해제 후 물리 아이템을 재고로 회수하고, 다른 신체형·레이어·점유 조합으로 다시 배정한다. 세탁·수리·개조의 실행 경로는 원본 정의와 저장 검증에서 별도 확인한다.","전수 설계; 장착·점유·효과·세탁·수리·저장 실행 검증 OPEN; enum label 해석 OPEN"
