schemaVersion,stableId,definitionKind,unitSemantic,authoringFamily,beforeUnitGrams,proposedUnitGrams,massFormula,producerIds,consumerIds,recipeInputAndOutputGrams,packageTareDisposition,maxStackMass,warehouseAndBufferImpact,ordinaryHaulBatch,ewuAndPriceImpact,sourceDigest,proposalReason,reviewDisposition
v27.mass.family-proposal.3,drug:hallucinogenic-distillate,ItemDefinitionSO,MedicineDoseOrKit:1 prepared medicine dose or culture pack,MedicineDoseOrKit/RecipeMassBalance,150,150,recipe-mass-balance(mass:semantic-authority:drug:hallucinogenic-distillate:v1),recipe:hallucinogenic-distillate,,recipe:hallucinogenic-distillate:output:output:recipe:hallucinogenic-distillate/000/main/drug:hallucinogenic-distillate:role=Main:qty=1:probability=1:before=150g:proposed=150g,None:0g:none,units=25;before=3750g;proposed=3750g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=7-25;grams=1050-3750g,OPEN:not-captured;authoredUnitPrice=37;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:drug:hallucinogenic-distillate:v1; unit=1 prepared medicine dose or culture pack; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,drug:mana-awakener,ItemDefinitionSO,MedicineDoseOrKit:1 prepared medicine dose or culture pack,MedicineDoseOrKit/RecipeMassBalance,100,100,recipe-mass-balance(mass:semantic-authority:drug:mana-awakener:v1),recipe:mana-awakener,,recipe:mana-awakener:output:output:recipe:mana-awakener/000/main/drug:mana-awakener:role=Main:qty=1:probability=1:before=100g:proposed=100g,None:0g:none,units=25;before=2500g;proposed=2500g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=10-25;grams=1000-2500g,OPEN:not-captured;authoredUnitPrice=232;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:drug:mana-awakener:v1; unit=1 prepared medicine dose or culture pack; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,drug:moonflower-tea,ItemDefinitionSO,MedicineDoseOrKit:1 prepared medicine dose or culture pack,MedicineDoseOrKit/RecipeMassBalance,250,250,recipe-mass-balance(mass:semantic-authority:drug:moonflower-tea:v1),recipe:moonflower-tea,,recipe:moonflower-tea:output:output:recipe:moonflower-tea/000/main/drug:moonflower-tea:role=Main:qty=2:probability=1:before=500g:proposed=500g,None:0g:none,units=40;before=10000g;proposed=10000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=4-24;grams=1000-6000g,OPEN:not-captured;authoredUnitPrice=9;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:drug:moonflower-tea:v1; unit=1 prepared medicine dose or culture pack; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,drug:night-wine,ItemDefinitionSO,LiquidPortion:1 night-wine serving,LiquidPortion/RecipeMassBalance,325,325,recipe-mass-balance(mass:recipe:night-wine:v1),recipe:night-wine,,recipe:night-wine:output:output:recipe:night-wine/000/main/drug:night-wine:role=Main:qty=2:probability=1:before=650g:proposed=650g,BulkInfrastructureNotInUnit:0g:none,units=40;before=13000g;proposed=13000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=4-18;grams=1300-5850g,OPEN:not-captured;authoredUnitPrice=27;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:recipe:night-wine:v1; unit=1 night-wine serving; haul=MicroUrgent; tareGrams=0; tareDisposition=BulkInfrastructureNotInUnit,no-change
v27.mass.family-proposal.3,drug:vitality-tonic,ItemDefinitionSO,MedicineDoseOrKit:1 prepared medicine dose or culture pack,MedicineDoseOrKit/RecipeMassBalance,200,200,recipe-mass-balance(mass:semantic-authority:drug:vitality-tonic:v1),recipe:vitality-tonic,,recipe:vitality-tonic:output:output:recipe:vitality-tonic/000/main/drug:vitality-tonic:role=Main:qty=2:probability=1:before=400g:proposed=400g,None:0g:none,units=40;before=8000g;proposed=8000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=MicroUrgent;units=5-30;grams=1000-6000g,OPEN:not-captured;authoredUnitPrice=18;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:semantic-authority:drug:vitality-tonic:v1; unit=1 prepared medicine dose or culture pack; haul=MicroUrgent; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:articulated-plate,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,13000,13000,equipment-shape-material(mass:armor:articulated-plate:authority:v1),,,none,None:0g:none,units=1;before=13000g;proposed=13000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Heavy;units=none;unitGrams=13000;target=15000-20000g;maxStack=1,OPEN:not-captured;authoredUnitPrice=1563;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:articulated-plate:authority:v1; unit=1 complete combat equipment item; haul=Heavy; tareGrams=0; tareDisposition=None,intentional-single-heavy
v27.mass.family-proposal.3,equipment-item:armor:blacksteel-carapace,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,15000,15000,equipment-shape-material(mass:armor:blacksteel-carapace:authority:v1),,,none,None:0g:none,units=1;before=15000g;proposed=15000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Heavy;units=1-1;grams=15000-15000g,OPEN:not-captured;authoredUnitPrice=2721;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:blacksteel-carapace:authority:v1; unit=1 complete combat equipment item; haul=Heavy; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:blast-coat,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,7000,7000,equipment-shape-material(mass:armor:blast-coat:authority:v1),,,none,None:0g:none,units=1;before=7000g;proposed=7000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=7000;band=single-unit,OPEN:not-captured;authoredUnitPrice=539;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:blast-coat:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:breastplate,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,9000,9000,equipment-shape-material(mass:armor:breastplate:authority:v1),,,none,None:0g:none,units=1;before=9000g;proposed=9000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=9000;band=single-unit,OPEN:not-captured;authoredUnitPrice=448;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:breastplate:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:brigandine,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,6200,6200,equipment-shape-material(mass:armor:brigandine:authority:v1),,,none,None:0g:none,units=1;before=6200g;proposed=6200g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=6200;band=single-unit,OPEN:not-captured;authoredUnitPrice=428;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:brigandine:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:closed-plate-helm,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,3800,3800,equipment-shape-material(mass:armor:closed-plate-helm:authority:v1),,,none,None:0g:none,units=1;before=3800g;proposed=3800g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=3800;band=single-unit,OPEN:not-captured;authoredUnitPrice=200;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:closed-plate-helm:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:cloth-hood,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,400,400,equipment-shape-material(mass:armor:cloth-hood:authority:v1),,,none,None:0g:none,units=1;before=400g;proposed=400g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=400;band=single-unit,OPEN:not-captured;authoredUnitPrice=52;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:cloth-hood:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:gambeson,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,3500,3500,equipment-shape-material(mass:armor:gambeson:authority:v1),,,none,None:0g:none,units=1;before=3500g;proposed=3500g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=3500;band=single-unit,OPEN:not-captured;authoredUnitPrice=801;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:gambeson:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:hardened-leather-coat,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,4800,4800,equipment-shape-material(mass:armor:hardened-leather-coat:authority:v1),,,none,None:0g:none,units=1;before=4800g;proposed=4800g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=4800;band=single-unit,OPEN:not-captured;authoredUnitPrice=334;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:hardened-leather-coat:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:iron-helmet,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,2800,2800,equipment-shape-material(mass:armor:iron-helmet:authority:v1),,,none,None:0g:none,units=1;before=2800g;proposed=2800g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=2800;band=single-unit,OPEN:not-captured;authoredUnitPrice=200;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:iron-helmet:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:jack-of-plates,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,5400,5400,equipment-shape-material(mass:armor:jack-of-plates:authority:v1),,,none,None:0g:none,units=1;before=5400g;proposed=5400g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=5400;band=single-unit,OPEN:not-captured;authoredUnitPrice=521;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:jack-of-plates:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:leather,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,4200,4200,equipment-shape-material(mass:armor:leather:authority:v1),,,none,None:0g:none,units=1;before=4200g;proposed=4200g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=4200;band=single-unit,OPEN:not-captured;authoredUnitPrice=148;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:leather:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:leather-cap,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,800,800,equipment-shape-material(mass:armor:leather-cap:authority:v1),,,none,None:0g:none,units=1;before=800g;proposed=800g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=800;band=single-unit,OPEN:not-captured;authoredUnitPrice=57;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:leather-cap:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:mail-coif,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,1600,1600,equipment-shape-material(mass:armor:mail-coif:authority:v1),,,none,None:0g:none,units=1;before=1600g;proposed=1600g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=1600;band=single-unit,OPEN:not-captured;authoredUnitPrice=212;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:mail-coif:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:mail-shirt,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,7500,7500,equipment-shape-material(mass:armor:mail-shirt:authority:v1),,,none,None:0g:none,units=1;before=7500g;proposed=7500g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=7500;band=single-unit,OPEN:not-captured;authoredUnitPrice=428;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:mail-shirt:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:padded-hood,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,800,800,equipment-shape-material(mass:armor:padded-hood:authority:v1),,,none,None:0g:none,units=1;before=800g;proposed=800g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=800;band=single-unit,OPEN:not-captured;authoredUnitPrice=137;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:padded-hood:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:powder-cuirass,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,8200,8200,equipment-shape-material(mass:armor:powder-cuirass:authority:v1),,,none,None:0g:none,units=1;before=8200g;proposed=8200g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=8200;band=single-unit,OPEN:not-captured;authoredUnitPrice=664;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:powder-cuirass:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:powered-harness,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,18000,18000,equipment-shape-material(mass:armor:powered-harness:authority:v1),,,none,None:0g:none,units=1;before=18000g;proposed=18000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Heavy;units=1-1;grams=18000-18000g,OPEN:not-captured;authoredUnitPrice=3823;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:powered-harness:authority:v1; unit=1 complete combat equipment item; haul=Heavy; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:rune-ward-mail,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,9000,9000,equipment-shape-material(mass:armor:rune-ward-mail:authority:v1),,,none,None:0g:none,units=1;before=9000g;proposed=9000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=9000;band=single-unit,OPEN:not-captured;authoredUnitPrice=2536;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:rune-ward-mail:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:scale-coat,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,8200,8200,equipment-shape-material(mass:armor:scale-coat:authority:v1),,,none,None:0g:none,units=1;before=8200g;proposed=8200g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=8200;band=single-unit,OPEN:not-captured;authoredUnitPrice=1182;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:scale-coat:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:armor:smoke-hood,ItemDefinitionSO,ArmorPiece:1 complete combat equipment item,ArmorPiece/EquipmentShapeAndMaterial,1100,1100,equipment-shape-material(mass:armor:smoke-hood:authority:v1),,,none,None:0g:none,units=1;before=1100g;proposed=1100g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=1100;band=single-unit,OPEN:not-captured;authoredUnitPrice=209;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:armor:smoke-hood:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:shield:blacksteel,ItemDefinitionSO,Shield:1 complete combat equipment item,Shield/EquipmentShapeAndMaterial,11000,11000,equipment-shape-material(mass:shield:blacksteel:authority:v1),,,none,None:0g:none,units=1;before=11000g;proposed=11000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=11000;band=single-unit,OPEN:not-captured;authoredUnitPrice=1903;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:shield:blacksteel:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:shield:buckler,ItemDefinitionSO,Shield:1 complete combat equipment item,Shield/EquipmentShapeAndMaterial,1800,1800,equipment-shape-material(mass:shield:buckler:authority:v1),,,none,None:0g:none,units=1;before=1800g;proposed=1800g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=1800;band=single-unit,OPEN:not-captured;authoredUnitPrice=838;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:shield:buckler:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:shield:iron,ItemDefinitionSO,Shield:1 complete combat equipment item,Shield/EquipmentShapeAndMaterial,6000,6000,equipment-shape-material(mass:shield:iron:authority:v1),,,none,None:0g:none,units=1;before=6000g;proposed=6000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=6000;band=single-unit,OPEN:not-captured;authoredUnitPrice=1031;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:shield:iron:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:shield:mana-buckler,ItemDefinitionSO,Shield:1 complete combat equipment item,Shield/EquipmentShapeAndMaterial,2200,2200,equipment-shape-material(mass:shield:mana-buckler:authority:v1),,,none,None:0g:none,units=1;before=2200g;proposed=2200g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=2200;band=single-unit,OPEN:not-captured;authoredUnitPrice=908;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:shield:mana-buckler:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:shield:pavise,ItemDefinitionSO,Shield:1 complete combat equipment item,Shield/EquipmentShapeAndMaterial,12000,12000,equipment-shape-material(mass:shield:pavise:authority:v1),,,none,None:0g:none,units=1;before=12000g;proposed=12000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Heavy;units=none;unitGrams=12000;target=15000-20000g;maxStack=1,OPEN:not-captured;authoredUnitPrice=746;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:shield:pavise:authority:v1; unit=1 complete combat equipment item; haul=Heavy; tareGrams=0; tareDisposition=None,intentional-single-heavy
v27.mass.family-proposal.3,equipment-item:shield:powered,ItemDefinitionSO,Shield:1 complete combat equipment item,Shield/EquipmentShapeAndMaterial,13000,13000,equipment-shape-material(mass:shield:powered:authority:v1),,,none,None:0g:none,units=1;before=13000g;proposed=13000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=Heavy;units=none;unitGrams=13000;target=15000-20000g;maxStack=1,OPEN:not-captured;authoredUnitPrice=1847;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:shield:powered:authority:v1; unit=1 complete combat equipment item; haul=Heavy; tareGrams=0; tareDisposition=None,intentional-single-heavy
v27.mass.family-proposal.3,equipment-item:shield:rune,ItemDefinitionSO,Shield:1 complete combat equipment item,Shield/EquipmentShapeAndMaterial,6500,6500,equipment-shape-material(mass:shield:rune:authority:v1),,,none,None:0g:none,units=1;before=6500g;proposed=6500g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=6500;band=single-unit,OPEN:not-captured;authoredUnitPrice=3229;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:shield:rune:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
v27.mass.family-proposal.3,equipment-item:shield:tower,ItemDefinitionSO,Shield:1 complete combat equipment item,Shield/EquipmentShapeAndMaterial,10000,10000,equipment-shape-material(mass:shield:tower:authority:v1),,,none,None:0g:none,units=1;before=10000g;proposed=10000g,OPEN:not-captured;derivedUnitDelta=0g;maxStackDelta=0g;requiredAdmission=mass-grams,class=IndividualEquipment;units=1;grams=10000;band=single-unit,OPEN:not-captured;authoredUnitPrice=492;massRatioDiagnostic=1;requiredEwuPriceAction=unchanged-by-mass,a0a68e901fd7ed8430375aa2e1cdea88011e48fab2c55ed4c5a0581ac8c323dc,authority=mass:shield:tower:authority:v1; unit=1 complete combat equipment item; haul=IndividualEquipment; tareGrams=0; tareDisposition=None,no-change
