"schemaVersion","recipeId","family","priorAuditStatus","priorRuntimeResidualGrams","priorMissingInputGrams","currentInputVector","currentPhysicalInputGrams","currentCleanWaterGrams","currentGuaranteedOutputGrams","currentWastewaterGrams","currentResidualGrams","suggestedPhysicalMassExternalInputKind","suggestedReasonCode","suggestedCanonicalPayload","processAdditionAllowed","currentClosureDisposition","currentLossKind","currentLossReasonCode","currentMassExplanationPayload","ambiguity","blocker","evidence"
"v27.external-input-classification.1","recipe:supply:pest-lure","research-overhaul","external-input-authority-missing","-500","500","resource:dark-resin*4|resource:meat*1|material:paper*1","2400","0","2300","0","100","None","not-applicable-physical-bom-authority","(none)","false","process-loss","ExtractionResidue","pest-lure-resin-rendering-and-packaging-residue","process-loss@1|mode=residual|lossKind=ExtractionResidue|reason=pest-lure-resin-rendering-and-packaging-residue|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R56_해충_유인제.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:surgery:artificial-eye","core-workshop","external-input-authority-missing","-460","460","material:steel-ingot*1|resource:mana-crystal*1|medicine:advanced*1","2700","0","1800","0","900","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","artificial-eye-lens-grinding-and-arcane-calibration-residue","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=artificial-eye-lens-grinding-and-arcane-calibration-residue|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/recipe_surgery_artificial_eye.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:textile:insulating-cloth","research-overhaul","external-input-authority-missing","-1050","1050","material:cloth*5|material:leather*2","1900","0","1900","0","0","None","not-applicable-physical-bom-authority","(none)","false","balanced-exact","None","none","(none)","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R81_절연_직물.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:textile:quilted-liner","research-overhaul","external-input-authority-missing","-200","200","material:cloth*3|resource:wool*1","950","0","950","0","0","None","not-applicable-physical-bom-authority","(none)","false","balanced-exact","None","none","(none)","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R14_층상_충전재.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:textile:sterile-cloth","research-overhaul","external-input-authority-missing","-600","600","material:cloth*5|resource:saltstone*1|resource:clean-water*1","2000","0","2000","0","0","None","not-applicable-physical-bom-authority","(none)","false","balanced-exact","None","none","(none)","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R12_무균_천.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:tool:administrative-seal","research-overhaul","external-input-authority-missing","-550","550","material:iron-ingot*1|material:paper*1|resource:dark-resin*3","2400","0","2350","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","research-machining-forming-and-assembly-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=research-machining-forming-and-assembly-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R92_행정_인장.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:tool:field-repair-kit","research-overhaul","external-input-authority-missing","-200","200","component:machine-parts*1|material:cloth*2","2500","0","2500","0","0","None","not-applicable-physical-bom-authority","(none)","false","balanced-exact","None","none","(none)","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R43_야전_수리_키트.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:tool:maintenance-kit","research-overhaul","external-input-authority-missing","-50","50","component:machine-parts*1|material:cloth*2","2500","0","2350","0","150","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","research-machining-forming-and-assembly-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=research-machining-forming-and-assembly-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R25_정비_키트.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:tool:prisoner-work-kit","research-overhaul","external-input-authority-missing","-250","250","material:iron-ingot*1|material:lumber*1|resource:dark-resin*2","2500","0","2350","0","150","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","research-machining-forming-and-assembly-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=research-machining-forming-and-assembly-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R99_포로_작업_도구.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:tool:prospecting-kit","research-overhaul","external-input-authority-missing","-300","300","material:rope*1|material:treated-lumber*1|resource:dark-resin*2","2450","0","2350","0","100","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","research-machining-forming-and-assembly-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=research-machining-forming-and-assembly-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R41_탐광_키트.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:tool:watch-signal-horn","research-overhaul","external-input-authority-missing","-1000","1000","material:iron-ingot*2|material:leather*1|resource:rune-dust*2","2350","0","2350","0","0","None","not-applicable-physical-bom-authority","(none)","false","balanced-exact","None","none","(none)","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R108_경계_신호_나팔.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:apron","v22-apparel-textile","external-input-authority-missing","-20","20","material:cloth*2|material:sewing-thread*1","450","0","420","0","30","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_apron.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:boots","v22-apparel-textile","external-input-authority-missing","-250","250","material:cloth*3|material:sewing-thread*2","700","0","650","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_boots.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:ceremonial-dress","v22-apparel-textile","external-input-authority-missing","-450","450","material:cloth*5|material:sewing-thread*2","1100","0","1050","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_ceremonial_dress.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:cloak","v22-apparel-textile","external-input-authority-missing","-320","320","material:cloth*3|material:sewing-thread*3","750","0","720","0","30","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_cloak.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:cold-work-suit","v22-apparel-textile","external-input-authority-missing","-300","300","material:cloth*4|material:sewing-thread*3","950","0","900","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_cold_work_suit.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:daily-robe","v22-apparel-textile","external-input-authority-missing","-450","450","material:cloth*4|material:sewing-thread*2","900","0","850","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_daily_robe.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:envoy-coat","v22-apparel-textile","external-input-authority-missing","-300","300","material:cloth*4|material:sewing-thread*3","950","0","900","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_envoy_coat.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:farmer-workwear","v22-apparel-textile","external-input-authority-missing","-600","600","material:cloth*5|material:sewing-thread*1","1050","0","1000","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_farmer_workwear.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:festival-vest","v22-apparel-textile","external-input-authority-missing","-80","80","material:cloth*2|material:sewing-thread*2","500","0","480","0","20","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_festival_vest.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:formal-coat","v22-apparel-textile","external-input-authority-missing","-220","220","material:cloth*4|material:sewing-thread*1","850","0","820","0","30","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_formal_coat.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:golem-functional-lining","v22-apparel-textile","external-input-authority-missing","-300","300","material:cloth*3|material:sewing-thread*3","750","0","700","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_golem_functional_lining.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:hauling-harness","v22-apparel-textile","external-input-authority-missing","-750","750","material:cloth*5|material:sewing-thread*4","1200","0","1150","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_hauling_harness.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:heat-work-suit","v22-apparel-textile","external-input-authority-missing","-750","750","material:cloth*6|material:sewing-thread*4","1400","0","1350","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_heat_work_suit.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:hooded-robe","v22-apparel-textile","external-input-authority-missing","-400","400","material:cloth*5|material:sewing-thread*1","1050","0","1000","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_hooded_robe.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:keeper-coat","v22-apparel-textile","external-input-authority-missing","-550","550","material:cloth*5|material:sewing-thread*4","1200","0","1150","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_keeper_coat.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:miner-workwear","v22-apparel-textile","external-input-authority-missing","-650","650","material:cloth*6|material:sewing-thread*2","1300","0","1250","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_miner_workwear.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:mourning-clothes","v22-apparel-textile","external-input-authority-missing","-450","450","material:cloth*4|material:sewing-thread*2","900","0","850","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_mourning_clothes.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:raincoat","v22-apparel-textile","external-input-authority-missing","-500","500","material:cloth*5|material:sewing-thread*3","1150","0","1100","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_raincoat.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:ritual-robe","v22-apparel-textile","external-input-authority-missing","-350","350","material:cloth*4|material:sewing-thread*4","1000","0","950","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_ritual_robe.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:rune-cold-suit","v22-apparel-textile","external-input-authority-missing","-200","200","material:cloth*4|material:sewing-thread*1","850","0","800","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_rune_cold_suit.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:skirt","v22-apparel-textile","external-input-authority-missing","-20","20","material:cloth*2|material:sewing-thread*1","450","0","420","0","30","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_skirt.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:smith-apron","v22-apparel-textile","external-input-authority-missing","-300","300","material:cloth*4|material:sewing-thread*3","950","0","900","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_smith_apron.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:spore-garden-cloak","v22-apparel-textile","external-input-authority-missing","-180","180","material:cloth*3|material:sewing-thread*4","800","0","780","0","20","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_spore_garden_cloak.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:sterile-gown","v22-apparel-textile","external-input-authority-missing","-120","120","material:cloth*2|material:sewing-thread*3","550","0","520","0","30","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_sterile_gown.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:surgical-apron","v22-apparel-textile","external-input-authority-missing","-20","20","material:cloth*3|material:sewing-thread*1","650","0","620","0","30","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_surgical_apron.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:trousers","v22-apparel-textile","external-input-authority-missing","-100","100","material:cloth*2|material:sewing-thread*3","550","0","500","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_trousers.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:tunic","v22-apparel-textile","external-input-authority-missing","-50","50","material:cloth*2|material:sewing-thread*2","500","0","450","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_tunic.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:waterproof-work-suit","v22-apparel-textile","external-input-authority-missing","-780","780","material:cloth*6|material:sewing-thread*4","1400","0","1380","0","20","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_waterproof_work_suit.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:weapon-vigil-cloak","v22-apparel-textile","external-input-authority-missing","-200","200","material:cloth*4|material:sewing-thread*1","850","0","800","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_weapon_vigil_cloak.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:wing-cloak","v22-apparel-textile","external-input-authority-missing","-200","200","material:cloth*3|material:sewing-thread*1","650","0","600","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_wing_cloak.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:wing-harness","v22-apparel-textile","external-input-authority-missing","-100","100","material:cloth*2|material:sewing-thread*3","550","0","500","0","50","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_wing_harness.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:apparel:work-shirt","v22-apparel-textile","external-input-authority-missing","-80","80","material:cloth*2|material:sewing-thread*2","500","0","480","0","20","None","not-applicable-physical-bom-authority","(none)","false","process-loss","CuttingWaste","v22-apparel-cutting-thread-and-unusable-offcut","process-loss@1|mode=residual|lossKind=CuttingWaste|reason=v22-apparel-cutting-thread-and-unusable-offcut|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_apparel_work_shirt.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
"v27.external-input-classification.1","recipe:v22:sewing-thread","v22-apparel-textile","external-input-authority-missing","-140","140","yarn:shade-cloth*4","320","0","300","0","20","None","not-applicable-physical-bom-authority","(none)","false","process-loss","FiberProcessingWaste","v22-weaving-twist-and-fiber-waste","process-loss@1|mode=residual|lossKind=FiberProcessingWaste|reason=v22-weaving-twist-and-fiber-waste|physicalByproduct=false","none-current-source-explicit","unity-current-source-recapture-pending","Assets/Resources/SO/Economy/Recipes/V22Apparel/recipe_v22_sewing_thread.asset|docs/game-design/whole-game-balance-baseline.md#balance:v27:transform-physical-input-closure"
