population,width,seed,succeeded,failureCode,solverMode,usedCells,exclusiveCells,rawAccessCells,sharedAccessCells,headroomPermille,accessOverlapSavings,peakNormalUtilizationPermille,peakFaultUtilizationPermille,normalStorageUtilizationPermille,faultStorageUtilizationPermille,storageCapacityGrams,normalStockMassGrams,faultStockMassGrams,placedFacilities,overflowCells
3,27,42,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,43,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,44,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,45,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,46,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,47,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,48,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,49,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,50,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,51,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,52,true,,greedy,40,19,32,18,506,14,51,71,528,663,75000,39600,69600,16,1
3,27,53,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,54,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,55,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,56,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,57,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,58,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,59,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,60,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,61,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,62,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,63,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,64,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,65,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,66,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,67,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,68,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,69,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,70,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,71,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,72,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,73,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,74,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,75,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,76,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,77,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,78,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,79,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,80,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,81,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,82,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,83,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,84,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,85,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,86,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,87,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,88,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,89,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,90,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,91,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,92,true,,greedy,40,19,32,18,506,14,56,77,528,663,75000,39600,69600,16,1
3,27,93,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,94,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,95,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,96,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,97,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,98,true,,greedy,40,19,32,18,506,14,56,77,528,663,75000,39600,69600,16,1
3,27,99,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,100,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,101,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,102,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,103,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,104,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,105,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,106,true,,greedy,40,19,32,18,506,14,56,77,528,663,75000,39600,69600,16,1
3,27,107,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,108,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,109,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,110,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,111,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,112,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,113,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,114,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,115,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,116,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,117,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,118,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,119,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,120,true,,greedy,40,19,32,18,506,14,50,71,528,663,75000,39600,69600,16,1
3,27,121,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,122,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,123,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,124,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,125,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,126,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,127,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,128,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,129,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,130,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,131,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,132,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,133,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,134,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,135,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,136,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,137,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,138,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,139,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,140,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,141,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,142,true,,greedy,40,19,32,18,506,14,56,77,528,663,75000,39600,69600,16,1
3,27,143,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,144,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,145,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,146,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,147,true,,greedy,40,19,32,18,506,14,50,71,528,663,75000,39600,69600,16,1
3,27,148,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,149,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,150,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,151,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,152,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,153,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,154,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,155,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,156,true,,greedy,40,19,32,18,506,14,56,77,528,663,75000,39600,69600,16,1
3,27,157,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,158,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,159,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,160,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,161,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,162,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,163,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,164,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,165,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,166,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,167,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,168,true,,greedy,40,19,32,18,506,14,56,77,528,663,75000,39600,69600,16,1
3,27,169,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,170,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,171,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,172,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,173,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,174,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,175,true,,greedy,40,19,32,18,506,14,56,77,528,663,75000,39600,69600,16,1
3,27,176,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,177,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,178,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,179,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,180,true,,greedy,40,19,32,18,506,14,56,77,528,663,75000,39600,69600,16,1
3,27,181,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,182,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,183,true,,greedy,40,19,32,18,506,14,50,71,528,663,75000,39600,69600,16,1
3,27,184,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,185,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,186,true,,greedy,40,19,32,18,506,14,56,77,528,663,75000,39600,69600,16,1
3,27,187,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,188,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,189,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,190,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,191,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,192,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,193,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,194,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,195,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,196,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,197,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,198,true,,greedy,40,19,32,18,506,14,56,77,528,663,75000,39600,69600,16,1
3,27,199,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,200,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,201,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,202,true,,greedy,40,19,32,18,506,14,56,77,528,663,75000,39600,69600,16,1
3,27,203,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,204,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,205,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,206,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,207,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,208,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,209,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,210,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,211,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,212,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,213,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,214,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,215,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,216,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,217,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,218,true,,greedy,40,19,32,18,506,14,56,77,528,663,75000,39600,69600,16,1
3,27,219,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,220,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,221,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,222,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,223,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,224,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,225,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,226,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,227,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,228,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,229,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,230,true,,greedy,40,19,32,18,506,14,56,77,528,663,75000,39600,69600,16,1
3,27,231,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,232,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,233,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,234,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,235,true,,greedy,40,19,32,18,506,14,67,96,528,663,75000,39600,69600,16,1
3,27,236,true,,greedy,40,19,32,18,506,14,60,82,528,663,75000,39600,69600,16,1
3,27,237,true,,greedy,40,19,32,18,506,14,56,77,528,663,75000,39600,69600,16,1
3,27,238,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,239,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,240,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,241,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,242,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,243,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,244,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,245,true,,greedy,40,19,32,18,506,14,75,105,528,663,75000,39600,69600,16,1
3,27,246,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,247,true,,greedy,40,19,32,18,506,14,52,73,528,663,75000,39600,69600,16,1
3,27,248,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,249,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,250,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,251,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,252,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,253,true,,greedy,40,19,32,18,506,14,56,75,528,663,75000,39600,69600,16,1
3,27,254,true,,greedy,40,19,32,18,506,14,52,75,528,663,75000,39600,69600,16,1
3,27,255,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
3,27,256,true,,greedy,40,19,32,18,506,14,55,77,528,663,75000,39600,69600,16,1
6,29,1,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,2,true,,greedy,59,29,46,26,321,20,111,162,622,583,125000,77700,107700,23,2
6,29,3,true,,greedy,58,29,46,25,333,21,150,210,622,583,125000,77700,107700,23,2
6,29,4,true,,greedy,59,29,46,26,321,20,101,140,622,583,125000,77700,107700,23,2
6,29,5,true,,greedy,58,29,46,25,333,21,150,210,622,583,125000,77700,107700,23,2
6,29,6,true,,greedy,58,29,46,25,333,21,105,150,622,583,125000,77700,107700,23,2
6,29,7,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,8,true,,greedy,59,29,46,26,321,20,105,150,622,583,125000,77700,107700,23,2
6,29,9,true,,greedy,59,29,46,26,321,20,135,193,622,583,125000,77700,107700,23,2
6,29,10,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,11,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,12,true,,greedy,59,29,46,26,321,20,100,141,622,583,125000,77700,107700,23,2
6,29,13,true,,greedy,58,29,46,25,333,21,99,141,622,583,125000,77700,107700,23,2
6,29,14,true,,greedy,58,29,46,25,333,21,150,210,622,583,125000,77700,107700,23,2
6,29,15,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,16,true,,greedy,59,29,46,26,321,20,135,193,622,583,125000,77700,107700,23,2
6,29,17,true,,greedy,59,29,46,26,321,20,111,162,622,583,125000,77700,107700,23,2
6,29,18,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,19,true,,greedy,59,29,46,26,321,20,135,193,622,583,125000,77700,107700,23,2
6,29,20,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,21,true,,greedy,58,29,46,25,333,21,150,210,622,583,125000,77700,107700,23,2
6,29,22,true,,greedy,58,29,46,25,333,21,105,151,622,583,125000,77700,107700,23,2
6,29,23,true,,greedy,58,29,46,25,333,21,101,138,622,583,125000,77700,107700,23,2
6,29,24,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,25,true,,greedy,58,29,46,25,333,21,100,141,622,583,125000,77700,107700,23,2
6,29,26,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,27,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,28,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,29,true,,greedy,59,29,46,26,321,20,150,210,622,583,125000,77700,107700,23,2
6,29,30,true,,greedy,59,29,46,26,321,20,105,150,622,583,125000,77700,107700,23,2
6,29,31,true,,greedy,59,29,46,26,321,20,99,141,622,583,125000,77700,107700,23,2
6,29,32,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,33,true,,greedy,59,29,46,26,321,20,100,141,622,583,125000,77700,107700,23,2
6,29,34,true,,greedy,58,29,46,25,333,21,150,210,622,583,125000,77700,107700,23,2
6,29,35,true,,greedy,58,29,46,25,333,21,101,141,622,583,125000,77700,107700,23,2
6,29,36,true,,greedy,58,29,46,25,333,21,105,150,622,583,125000,77700,107700,23,2
6,29,37,true,,greedy,58,29,46,25,333,21,111,162,622,583,125000,77700,107700,23,2
6,29,38,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,39,true,,greedy,58,29,46,25,333,21,105,151,622,583,125000,77700,107700,23,2
6,29,40,true,,greedy,59,29,46,26,321,20,101,138,622,583,125000,77700,107700,23,2
6,29,41,true,,greedy,59,29,46,26,321,20,135,193,622,583,125000,77700,107700,23,2
6,29,42,true,,greedy,58,29,46,25,333,21,150,210,622,583,125000,77700,107700,23,2
6,29,43,true,,greedy,58,29,46,25,333,21,99,141,622,583,125000,77700,107700,23,2
6,29,44,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,45,true,,greedy,59,29,46,26,321,20,101,138,622,583,125000,77700,107700,23,2
6,29,46,true,,greedy,58,29,46,25,333,21,150,210,622,583,125000,77700,107700,23,2
6,29,47,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,48,true,,greedy,58,29,46,25,333,21,120,165,622,583,125000,77700,107700,23,2
6,29,49,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,50,true,,greedy,58,29,46,25,333,21,105,151,622,583,125000,77700,107700,23,2
6,29,51,true,,greedy,59,29,46,26,321,20,99,141,622,583,125000,77700,107700,23,2
6,29,52,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,53,true,,greedy,59,29,46,26,321,20,99,141,622,583,125000,77700,107700,23,2
6,29,54,true,,greedy,58,29,46,25,333,21,120,165,622,583,125000,77700,107700,23,2
6,29,55,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,56,true,,greedy,58,29,46,25,333,21,100,141,622,583,125000,77700,107700,23,2
6,29,57,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,58,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,59,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,60,true,,greedy,58,29,46,25,333,21,100,141,622,583,125000,77700,107700,23,2
6,29,61,true,,greedy,58,29,46,25,333,21,111,162,622,583,125000,77700,107700,23,2
6,29,62,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,63,true,,greedy,58,29,46,25,333,21,103,142,622,583,125000,77700,107700,23,2
6,29,64,true,,greedy,58,29,46,25,333,21,111,162,622,583,125000,77700,107700,23,2
6,29,65,true,,greedy,58,29,46,25,333,21,111,162,622,583,125000,77700,107700,23,2
6,29,66,true,,greedy,58,29,46,25,333,21,100,140,622,583,125000,77700,107700,23,2
6,29,67,true,,greedy,59,29,46,26,321,20,105,150,622,583,125000,77700,107700,23,2
6,29,68,true,,greedy,58,29,46,25,333,21,105,151,622,583,125000,77700,107700,23,2
6,29,69,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,70,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,71,true,,greedy,58,29,46,25,333,21,103,142,622,583,125000,77700,107700,23,2
6,29,72,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,73,true,,greedy,59,29,46,26,321,20,101,138,622,583,125000,77700,107700,23,2
6,29,74,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,75,true,,greedy,58,29,46,25,333,21,103,142,622,583,125000,77700,107700,23,2
6,29,76,true,,greedy,58,29,46,25,333,21,110,154,622,583,125000,77700,107700,23,2
6,29,77,true,,greedy,59,29,46,26,321,20,101,141,622,583,125000,77700,107700,23,2
6,29,78,true,,greedy,59,29,46,26,321,20,101,138,622,583,125000,77700,107700,23,2
6,29,79,true,,greedy,59,29,46,26,321,20,110,154,622,583,125000,77700,107700,23,2
6,29,80,true,,greedy,58,29,46,25,333,21,135,193,622,583,125000,77700,107700,23,2
6,29,81,true,,greedy,58,29,46,25,333,21,101,140,622,583,125000,77700,107700,23,2
6,29,82,true,,greedy,58,29,46,25,333,21,101,138,622,583,125000,77700,107700,23,2
6,29,83,true,,greedy,58,29,46,25,333,21,120,165,622,583,125000,77700,107700,23,2
6,29,84,true,,greedy,59,29,46,26,321,20,135,193,622,583,125000,77700,107700,23,2
6,29,85,true,,greedy,59,29,46,26,321,20,111,162,622,583,125000,77700,107700,23,2
