seed,arm,window,travelMilliWu,waitMilliWu,dispatchWaitMilliWu,reservationWaitMilliWu,facilityAccessWaitMilliWu,noPathMilliWu,burstDeliveredQuantity,burstOutstandingQuantity,burstQuantityConserved,replanCount,stepAsideCount,clutterCellSeconds,semanticStateHash,randomStateHash,exogenousEventHash
13,faultControl,1,13328,12495,12495,0,0,0,0,7,true,16,0,0,1b141a919c5703431164ad8948763cf858a15adfb67e21f33267f4c436138ee0,e4ed9d515d664894c7980e006483748a555616a8e631cf74d2e72c13b7cfa753,18a54146a953fd6f14dd400aeb42ae50c42c72f2efb3909ace4a746845c2056f
13,faultControl,2,11662,12495,12495,0,0,0,0,7,true,14,0,0,fa2de464803cd9a6e38d926f223365320a19160597b42906cd1fe2221907d662,ed7b04d6b98ddc73e5c71df2064cfaf1881eb1987df90ebd59780660d2080e6e,18a54146a953fd6f14dd400aeb42ae50c42c72f2efb3909ace4a746845c2056f
13,faultControl,3,13328,12495,12495,0,0,0,0,7,true,16,0,0,77a5e4286c08914ede268251fa5097698ab8405f030d1838d92589d29a9dbc36,4aad7827f79130ebdfc5c1e49b9e19e2dadc41d438bdead7cae2cf7d07c0a79e,18a54146a953fd6f14dd400aeb42ae50c42c72f2efb3909ace4a746845c2056f
14,cleanRepeatA,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,2ed8eb824468fc12f519769d831627bdfa9c3bb025d4093f89f91bfa6f8e34df,clean:14:none
14,cleanRepeatA,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,5609142b82a8af0918a94f445e9b0b4a1dea0384fd7cbe26de27eccf3d95bd9d,clean:14:none
14,cleanRepeatA,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,a36e6dba40a277f0634f681dc1085e6ccea2fe34c5d1b28579782a1328337ef2,clean:14:none
14,cleanRepeatA,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,6a765e1e8033ba878df60c654081a8a48d5d199a3e27fd3ab0deb46a950b0f6f,clean:14:none
14,cleanRepeatB,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,2ed8eb824468fc12f519769d831627bdfa9c3bb025d4093f89f91bfa6f8e34df,clean:14:none
14,cleanRepeatB,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,5609142b82a8af0918a94f445e9b0b4a1dea0384fd7cbe26de27eccf3d95bd9d,clean:14:none
14,cleanRepeatB,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,a36e6dba40a277f0634f681dc1085e6ccea2fe34c5d1b28579782a1328337ef2,clean:14:none
14,cleanRepeatB,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,6a765e1e8033ba878df60c654081a8a48d5d199a3e27fd3ab0deb46a950b0f6f,clean:14:none
14,clutterStress,0,13180,12495,12495,0,0,0,0,3,true,69,0,0,6aaf1d4b3e140e06ce185ddc1850edc9719788d14ceb7d1a6cbf52832dceb0dd,a2ad9b5794e27fe68479e747df0c459a30a6a4815dd97a28f5880c267c6d9049,75e904edd5cfdde8c531bf8e2472d7c8a9a7d55bb0a0f90a6d2d00d044792fa7
14,clutterStress,1,14161,7497,7497,0,0,0,3,0,true,18,0,0,ef28ffbe3a14450ef7bc95f2ac7a89961669428c7b1057a8c940122a82d1ff6c,e51c341e6f27d151b3b61a00947eba458d47ea35a43739b744d9b9e257cf2548,75e904edd5cfdde8c531bf8e2472d7c8a9a7d55bb0a0f90a6d2d00d044792fa7
14,clutterStress,2,19992,0,0,0,0,0,3,0,true,24,0,0,548865ad737397c7edc951ee8951e4b68f84057dfe851fbc79a760402c560d59,37aa73b0a4a4bc05270c5129dbbc74c232f0cd7c4310a556efe52badb2e6d595,75e904edd5cfdde8c531bf8e2472d7c8a9a7d55bb0a0f90a6d2d00d044792fa7
14,clutterStress,3,17493,0,0,0,0,0,3,0,true,21,0,0,38353571368ae1839fdb7232d276282f815d7491a27df16797db4d8c605b67e6,6c095ea9a5938a0d49e661bd583195192645ee3760430acb4f0edad8f90a5e93,75e904edd5cfdde8c531bf8e2472d7c8a9a7d55bb0a0f90a6d2d00d044792fa7
14,faultControl,0,13180,12495,12495,0,0,0,0,3,true,69,0,0,f88edce78aa7452c52f6812f39935189e4c8c4551769bceb1564f26c437b74da,a2ad9b5794e27fe68479e747df0c459a30a6a4815dd97a28f5880c267c6d9049,75e904edd5cfdde8c531bf8e2472d7c8a9a7d55bb0a0f90a6d2d00d044792fa7
14,faultControl,1,14161,7497,7497,0,0,0,3,0,true,18,0,0,45e06bb2c9a8002a30baefab4e59a7d1480c2cee717ea00cb5bab379491f384d,e51c341e6f27d151b3b61a00947eba458d47ea35a43739b744d9b9e257cf2548,75e904edd5cfdde8c531bf8e2472d7c8a9a7d55bb0a0f90a6d2d00d044792fa7
14,faultControl,2,19992,0,0,0,0,0,3,0,true,24,0,0,b6f62bc700094676b4cdae52a3bdf28db416573d629e1f7ca2cb5406a29a1898,37aa73b0a4a4bc05270c5129dbbc74c232f0cd7c4310a556efe52badb2e6d595,75e904edd5cfdde8c531bf8e2472d7c8a9a7d55bb0a0f90a6d2d00d044792fa7
14,faultControl,3,17493,0,0,0,0,0,3,0,true,21,0,0,062685ee8be1c972d392ac0afabb77f4d7351d3e9e9240d7dd993af2a718d819,6c095ea9a5938a0d49e661bd583195192645ee3760430acb4f0edad8f90a5e93,75e904edd5cfdde8c531bf8e2472d7c8a9a7d55bb0a0f90a6d2d00d044792fa7
15,cleanRepeatA,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,78d6e6f10338c6ac170c4478fa6767b65178993ff6999907cb55ec429effd4df,clean:15:none
15,cleanRepeatA,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,9696566f4b22fcd73762cfb5224c0b17f62fd2661085211dcb7c1a0b6b21ae13,clean:15:none
15,cleanRepeatA,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,df3d577b9b4cf784843eefc85c3a785e825215d867c0fb789c3794f6104f5871,clean:15:none
15,cleanRepeatA,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,af97a3df28348b1f8bdaba6edf022e9183bb8cc23c4b44f8ca72c7bd26a0a0fa,clean:15:none
15,cleanRepeatB,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,78d6e6f10338c6ac170c4478fa6767b65178993ff6999907cb55ec429effd4df,clean:15:none
15,cleanRepeatB,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,9696566f4b22fcd73762cfb5224c0b17f62fd2661085211dcb7c1a0b6b21ae13,clean:15:none
15,cleanRepeatB,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,df3d577b9b4cf784843eefc85c3a785e825215d867c0fb789c3794f6104f5871,clean:15:none
15,cleanRepeatB,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,af97a3df28348b1f8bdaba6edf022e9183bb8cc23c4b44f8ca72c7bd26a0a0fa,clean:15:none
15,clutterStress,0,11662,12495,12495,0,0,0,0,3,true,67,0,30,75097f33ace995fae17326385bee4d7633f4016c2cf0c2febd666002e3c4fed3,e3aa5ed082754e8c2301b64b82f67bc8e955017ac50f09e0323e04905750dfe8,9b7612aa8cc9bda8e1e8667c823311e4ff4e37adecae90350593f53349abd5cc
15,clutterStress,1,15827,7497,7497,0,0,0,3,0,true,20,0,0,cdf9310b9a73ee9e39e02f2eb5dc758ed1c9520884f297e309d668e03cb812c8,d64c770fbf654dfa3a55b5233b1a0d2b4644c4d76ff11dcfdfc462ebbfa1fc7c,9b7612aa8cc9bda8e1e8667c823311e4ff4e37adecae90350593f53349abd5cc
15,clutterStress,2,17493,0,0,0,0,0,3,0,true,21,0,0,cc4c2c896dda71bad4f2cc8fe474cc721f9e06977dee3a13643b48946286a517,8e0e7082b6d928bfe28661816976541561dadc136bb4df971db316dc8adbaf45,9b7612aa8cc9bda8e1e8667c823311e4ff4e37adecae90350593f53349abd5cc
15,clutterStress,3,19992,0,0,0,0,0,3,0,true,24,0,0,f38a3bede15b6cf4fc8f11209b0af51837dcfed72b8d398161d0a4369961c6c3,64b03bcb1da9641f834102cda2354b2b22cc81ef3f27c1d65c4ebf87f99bde45,9b7612aa8cc9bda8e1e8667c823311e4ff4e37adecae90350593f53349abd5cc
15,faultControl,0,11662,12495,12495,0,0,0,0,3,true,67,0,30,f7cdee76974a438346e2af3682a480e9604234069935ee0b953a2f46f99c6baa,e3aa5ed082754e8c2301b64b82f67bc8e955017ac50f09e0323e04905750dfe8,9b7612aa8cc9bda8e1e8667c823311e4ff4e37adecae90350593f53349abd5cc
15,faultControl,1,15827,7497,7497,0,0,0,3,0,true,20,0,0,aa35d0b4f21923b47b068da608225cc3f5a87c6c945b5b96dc82358d1aa220cb,d64c770fbf654dfa3a55b5233b1a0d2b4644c4d76ff11dcfdfc462ebbfa1fc7c,9b7612aa8cc9bda8e1e8667c823311e4ff4e37adecae90350593f53349abd5cc
15,faultControl,2,17493,0,0,0,0,0,3,0,true,21,0,0,f06441ad46800b5bd7ac5624181fa7655208383fc640f7f0930305f3f2a16a79,8e0e7082b6d928bfe28661816976541561dadc136bb4df971db316dc8adbaf45,9b7612aa8cc9bda8e1e8667c823311e4ff4e37adecae90350593f53349abd5cc
15,faultControl,3,19992,0,0,0,0,0,3,0,true,24,0,0,fe680a061e0e1ee89f3e47dc12186c86acd1fdc71fc733a36dc7e60600b91f3d,64b03bcb1da9641f834102cda2354b2b22cc81ef3f27c1d65c4ebf87f99bde45,9b7612aa8cc9bda8e1e8667c823311e4ff4e37adecae90350593f53349abd5cc
16,cleanRepeatA,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,87d91a40927c6f46a515036ee9a88c80e80dc75d6033d6e2f6bb2836642b9451,clean:16:none
16,cleanRepeatA,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,f652744bc3d500ceaa5fd4a873f38efed9adfbf5953380eb1e2e95f0f1ea20bd,clean:16:none
16,cleanRepeatA,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,782ab2ff35228e5cdda40fcb649fd07fece1214b8edbda8ecf34828bd6e55ad3,clean:16:none
16,cleanRepeatA,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,029cb3ce203be406bbd160c56547569a138b27d86c8b08a7860f3b53a364b64c,clean:16:none
16,cleanRepeatB,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,87d91a40927c6f46a515036ee9a88c80e80dc75d6033d6e2f6bb2836642b9451,clean:16:none
16,cleanRepeatB,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,f652744bc3d500ceaa5fd4a873f38efed9adfbf5953380eb1e2e95f0f1ea20bd,clean:16:none
16,cleanRepeatB,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,782ab2ff35228e5cdda40fcb649fd07fece1214b8edbda8ecf34828bd6e55ad3,clean:16:none
16,cleanRepeatB,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,029cb3ce203be406bbd160c56547569a138b27d86c8b08a7860f3b53a364b64c,clean:16:none
16,clutterStress,0,11662,12495,12495,0,0,0,0,7,true,67,0,0,270c4e4faf80e509fbe75c5586211990a26c61bd990129da62b9b7c3e9c95109,44cc530ac2f1fc90d80e92130abc4cb6be3dc854bea42fb65ecf9ef9277cb0ea,870edcd61b623693bd0022a806856aea662543475fa2be9e27c694dff6a03019
16,clutterStress,1,13328,12495,12495,0,0,0,0,7,true,16,0,0,d4dfbff7962a421b2f259b2affd421f0e6d073da90fbc2423f60088ba99ed5ce,b7f6265a883dc3d5a501ab68d44841f3a5ac45deb7b010784a52ae172203276f,870edcd61b623693bd0022a806856aea662543475fa2be9e27c694dff6a03019
16,clutterStress,2,11662,12495,12495,0,0,0,0,7,true,14,0,0,a5ff2c655b7f414ed93315ae416c2443f5a6488281e3eb062b1aaeb6d8edd9e3,397aafab4a821d1defebbdf4a052f6537c6f41d01e338cde3ca502fadc72ca02,870edcd61b623693bd0022a806856aea662543475fa2be9e27c694dff6a03019
16,clutterStress,3,13328,12495,12495,0,0,0,0,7,true,16,0,0,7510ccc1fed36bf9ce53d044b96c801043b49e38ed66e56f5c735d4676b1ec3a,9dc5c451937f1a074898c654cb5099ddf6b9b846d51420c1aeaec0d8bc82b97b,870edcd61b623693bd0022a806856aea662543475fa2be9e27c694dff6a03019
16,faultControl,0,11662,12495,12495,0,0,0,0,7,true,67,0,0,6ef9051b5803112c6ce5ded600fafe25a96a868b56e418efece867128cff0af9,44cc530ac2f1fc90d80e92130abc4cb6be3dc854bea42fb65ecf9ef9277cb0ea,870edcd61b623693bd0022a806856aea662543475fa2be9e27c694dff6a03019
16,faultControl,1,13328,12495,12495,0,0,0,0,7,true,16,0,0,28876f03ae2cc71e094051efac72a592dd69e35233137ce37a839cf4b2a33e9d,b7f6265a883dc3d5a501ab68d44841f3a5ac45deb7b010784a52ae172203276f,870edcd61b623693bd0022a806856aea662543475fa2be9e27c694dff6a03019
16,faultControl,2,11662,12495,12495,0,0,0,0,7,true,14,0,0,fdbfc78cdbebc961dca7cb7f1132d2fd049d74d8bf50739cf767d7d7bc2d3d1e,397aafab4a821d1defebbdf4a052f6537c6f41d01e338cde3ca502fadc72ca02,870edcd61b623693bd0022a806856aea662543475fa2be9e27c694dff6a03019
16,faultControl,3,13328,12495,12495,0,0,0,0,7,true,16,0,0,f957669b6c5dd7ccc2cc0e8910b3aadbdbbee354d9b5279834b1111ebdcd95e4,9dc5c451937f1a074898c654cb5099ddf6b9b846d51420c1aeaec0d8bc82b97b,870edcd61b623693bd0022a806856aea662543475fa2be9e27c694dff6a03019
17,cleanRepeatA,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,17570d1959c7c038f04240ea2ce9877f17a54954dd9689259e94a64b53a5bce2,clean:17:none
17,cleanRepeatA,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,013475231e143dfb13626c2e07685f0f237a8d8d766f06471aa0546ddff54ff3,clean:17:none
17,cleanRepeatA,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,b8b1bc7cf6609fdce6e0709bbbd9dde57fa364d3ee034eecbf019a8216e922d7,clean:17:none
17,cleanRepeatA,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,92a94f29d3f4a929fd77a9e171ce1c48e100ba93e529a5ff2427322032a8ca27,clean:17:none
17,cleanRepeatB,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,17570d1959c7c038f04240ea2ce9877f17a54954dd9689259e94a64b53a5bce2,clean:17:none
17,cleanRepeatB,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,013475231e143dfb13626c2e07685f0f237a8d8d766f06471aa0546ddff54ff3,clean:17:none
17,cleanRepeatB,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,b8b1bc7cf6609fdce6e0709bbbd9dde57fa364d3ee034eecbf019a8216e922d7,clean:17:none
17,cleanRepeatB,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,92a94f29d3f4a929fd77a9e171ce1c48e100ba93e529a5ff2427322032a8ca27,clean:17:none
17,clutterStress,0,13180,12495,12495,0,0,0,0,3,true,69,0,0,d953a3a73a137214cda75b56c9cbb39ef0c9166d054264d641f07ceb00d03452,294d926f6897cc75b620c9eea894a9196ced3d96b49379757e2d2752edb16ee1,8ab952bd7754316fc25fba7fc9377a1feaa1fe95d0dbcab960850e72d7248dab
17,clutterStress,1,14161,7497,7497,0,0,0,3,0,true,18,0,0,377e6952a575e038c2d97ea38853c647172a3c6b8ffa9b2cc99538970c2dd5d0,a6cc9422c19e2c63e971adfda9ef88f5cb057f3809a9fc491dfda57db6a5f344,8ab952bd7754316fc25fba7fc9377a1feaa1fe95d0dbcab960850e72d7248dab
17,clutterStress,2,19992,0,0,0,0,0,3,0,true,24,0,0,d58337356faf31458423ccc66fd1c6141d5a17c6f6dcdf749bab3bb31735a84e,5284506764dd5cddeb29d4809404694545e9337a2df1d340da843631b1942e4d,8ab952bd7754316fc25fba7fc9377a1feaa1fe95d0dbcab960850e72d7248dab
17,clutterStress,3,17493,0,0,0,0,0,3,0,true,21,0,0,6a15ab263c9b327de3d6386b68cdbb48afa7b1013fabf7547140c7f9bd0ee3cf,fff6537a747f4711f661070aebf743b75bf061f058b852c6ba7ea3be831568d6,8ab952bd7754316fc25fba7fc9377a1feaa1fe95d0dbcab960850e72d7248dab
17,faultControl,0,13180,12495,12495,0,0,0,0,3,true,69,0,0,678915e38088cd72c9bf9727516673ca4392f40750fbab4b1339b3264759a8c1,294d926f6897cc75b620c9eea894a9196ced3d96b49379757e2d2752edb16ee1,8ab952bd7754316fc25fba7fc9377a1feaa1fe95d0dbcab960850e72d7248dab
17,faultControl,1,14161,7497,7497,0,0,0,3,0,true,18,0,0,f7878009591c07d4952c2c21a76b1a43389e442fe6972999a0ba9f3869358493,a6cc9422c19e2c63e971adfda9ef88f5cb057f3809a9fc491dfda57db6a5f344,8ab952bd7754316fc25fba7fc9377a1feaa1fe95d0dbcab960850e72d7248dab
17,faultControl,2,19992,0,0,0,0,0,3,0,true,24,0,0,c0d7d152132a726e409f6b3993bb8c92cef459a781ad537b98a88a6bc0816b76,5284506764dd5cddeb29d4809404694545e9337a2df1d340da843631b1942e4d,8ab952bd7754316fc25fba7fc9377a1feaa1fe95d0dbcab960850e72d7248dab
17,faultControl,3,17493,0,0,0,0,0,3,0,true,21,0,0,517d1449c7228a84fa086e53ac66853b073c9de90f3586100a8ea03d91a37a2a,fff6537a747f4711f661070aebf743b75bf061f058b852c6ba7ea3be831568d6,8ab952bd7754316fc25fba7fc9377a1feaa1fe95d0dbcab960850e72d7248dab
18,cleanRepeatA,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,826bb9f248e25291117371c328f3e0b9939601f2a3996f25f88b04cbcecc3fa0,clean:18:none
18,cleanRepeatA,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,2dc8df62092f8235ba56cb0dcfded826ea4a412b5c52f79fa143867e9bce83f4,clean:18:none
18,cleanRepeatA,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,c6673c8a5aa214a7c761005286e339c62b41b4470a524c0d40cbd8283cf6b9c7,clean:18:none
18,cleanRepeatA,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,a8c40c2575a53a5d16c2dccc39f048ffd4566a95a7366a2947a89dd5699d0508,clean:18:none
18,cleanRepeatB,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,826bb9f248e25291117371c328f3e0b9939601f2a3996f25f88b04cbcecc3fa0,clean:18:none
18,cleanRepeatB,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,2dc8df62092f8235ba56cb0dcfded826ea4a412b5c52f79fa143867e9bce83f4,clean:18:none
18,cleanRepeatB,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,c6673c8a5aa214a7c761005286e339c62b41b4470a524c0d40cbd8283cf6b9c7,clean:18:none
18,cleanRepeatB,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,a8c40c2575a53a5d16c2dccc39f048ffd4566a95a7366a2947a89dd5699d0508,clean:18:none
18,clutterStress,0,11662,12495,12495,0,0,0,0,3,true,67,0,30,35dabe4dc0ea96e29d593d180ee8eefcfe26ddb973e109e517d9c295e7ee27af,3f6d0b2e3defd6300e96a01258c6bef715a6fe1876c7a7abbaef7c0037b51d6a,6cf110a7803e34b01064326944542d401ad06b8a16edc35583c470a1728e8ebb
18,clutterStress,1,15827,7497,7497,0,0,0,3,0,true,20,0,0,68e85b7d01571e5b9bf4840a4e8b19518206edaca495e58d8f216ec738f83bab,c06ce54d0a648f36f5e2c10a1c9226395817657bf8cb7d546698ce42b4ef181e,6cf110a7803e34b01064326944542d401ad06b8a16edc35583c470a1728e8ebb
18,clutterStress,2,17493,0,0,0,0,0,3,0,true,21,0,0,2d0b0d155a6d10f281751bf7f48f6f945ee46a5e4f16ea3d2509de14a29506d4,107686a51fcf7b6f9b682e7b3e56f486c9dd9041d16db209c0d5fe44dcf64bd5,6cf110a7803e34b01064326944542d401ad06b8a16edc35583c470a1728e8ebb
18,clutterStress,3,19992,0,0,0,0,0,3,0,true,24,0,0,4fa44c6b84637e0a2a8e9be6cdc6752e39168734d87f73bc04ed6e33a25d9686,59a5f13034f5acebca782c5dfc010d5c27b2fd56287f4753b7d27899296fefbf,6cf110a7803e34b01064326944542d401ad06b8a16edc35583c470a1728e8ebb
18,faultControl,0,11662,12495,12495,0,0,0,0,3,true,67,0,30,09db812a24989220a836490e089f75b1e630ee7ba6f2b06a03ac98710edf6b85,3f6d0b2e3defd6300e96a01258c6bef715a6fe1876c7a7abbaef7c0037b51d6a,6cf110a7803e34b01064326944542d401ad06b8a16edc35583c470a1728e8ebb
18,faultControl,1,15827,7497,7497,0,0,0,3,0,true,20,0,0,c8b65280c1a7be4ad3b59157deb5b6f8e9e87391cd451ea7818bbec7ed74c7ff,c06ce54d0a648f36f5e2c10a1c9226395817657bf8cb7d546698ce42b4ef181e,6cf110a7803e34b01064326944542d401ad06b8a16edc35583c470a1728e8ebb
18,faultControl,2,17493,0,0,0,0,0,3,0,true,21,0,0,1ff3de7573740e941098eb56d01d204304a7a7ac9fc87c0c4912378dc06026c9,107686a51fcf7b6f9b682e7b3e56f486c9dd9041d16db209c0d5fe44dcf64bd5,6cf110a7803e34b01064326944542d401ad06b8a16edc35583c470a1728e8ebb
18,faultControl,3,19992,0,0,0,0,0,3,0,true,24,0,0,f19be308ec2b86aa6dbe86eb7a809727f2c2b73edcc8c733f59702b9a1da8a78,59a5f13034f5acebca782c5dfc010d5c27b2fd56287f4753b7d27899296fefbf,6cf110a7803e34b01064326944542d401ad06b8a16edc35583c470a1728e8ebb
19,cleanRepeatA,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,fbb125259fdb5b83c268bd3c78f316d48bff4e3e6ddb02e7bc2a695c4ed85b94,clean:19:none
19,cleanRepeatA,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,7f16e19e3e0b0e5ec495bfee72c6285e8a682a6c018f7e5fc72325561eac23b9,clean:19:none
19,cleanRepeatA,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,77231586e46a19791f78649bf55dd2cc6c86194e8b6c82cf4054a12141ef583b,clean:19:none
19,cleanRepeatA,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,874d7568af2ed0e029400a34788ec449c0652e710d3909e9ff68c438f15aba37,clean:19:none
19,cleanRepeatB,0,17493,0,0,0,0,0,0,0,true,21,0,0,257838521d31220dcca35b4fa20fc4bf5b1f34ae01182b182beac6b056563220,fbb125259fdb5b83c268bd3c78f316d48bff4e3e6ddb02e7bc2a695c4ed85b94,clean:19:none
19,cleanRepeatB,1,19992,0,0,0,0,0,0,0,true,24,0,0,ff72c40df1c58d4e4e61c6ff79c7f63a07252bf0846a268e782810c11f3d6762,7f16e19e3e0b0e5ec495bfee72c6285e8a682a6c018f7e5fc72325561eac23b9,clean:19:none
19,cleanRepeatB,2,17493,0,0,0,0,0,0,0,true,21,0,0,a90ab104cf3e7a98c93deac4a0b39dbf3a08a04eddc3e266a0de83d4f4f4cdfe,77231586e46a19791f78649bf55dd2cc6c86194e8b6c82cf4054a12141ef583b,clean:19:none
19,cleanRepeatB,3,19992,0,0,0,0,0,0,0,true,24,0,0,55ab5651bb4991be4c28ef1ff968207c953831213bc64546941c41801c8be66f,874d7568af2ed0e029400a34788ec449c0652e710d3909e9ff68c438f15aba37,clean:19:none
19,clutterStress,0,11662,12495,12495,0,0,0,0,6,true,67,0,0,6d7d45c62a2e6159b3e3a503817d0fb8bb0ad723d3c1a23d7f23050998626993,256b5235f37050610d131f55d46f2dad4e468de75eccffa107ec2944b726e4e3,a914b214af9820c46c932f25ca878a2598d2506303d08eda2572ef88bff75c86
19,clutterStress,1,13328,12495,12495,0,0,0,0,6,true,16,0,0,5f6b6d31685d598d7cf0ff1359f04f2bd1d45376206c363641d4f6e005136793,7e9e6fb3b48a080ff68962f4bc7896b20c3d3c325cc438bb19fc2b373aed161b,a914b214af9820c46c932f25ca878a2598d2506303d08eda2572ef88bff75c86
19,clutterStress,2,11662,12495,12495,0,0,0,0,6,true,14,0,0,c9322a548101db35e7fc4189605c5d0db95ba23ce59304661df0da34f5fb0b0a,1ec7fedcc170d68078b1b4272076fdb101033ae4cd7b408787ec89786596ae99,a914b214af9820c46c932f25ca878a2598d2506303d08eda2572ef88bff75c86
