seed,arm,window,isRecovery,graceSeconds,looseStacks,looseQuantity,outsideContainment,persistent,immediateFailures,clutterCellSeconds,runtimeHeadroomPermille,runtimeErosionCells,runtimeErosionDetail
22,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
22,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
22,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
22,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
22,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
22,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
22,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
22,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
22,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
22,clutterStress,0,false,30,42,117,1,1,0,45,306,1,(29, 2):None
22,clutterStress,1,false,30,41,110,0,0,0,45,312,0,
22,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
22,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
22,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
22,faultControl,0,false,30,42,117,1,1,0,45,306,1,(29, 2):None
22,faultControl,1,false,30,41,110,0,0,0,45,312,0,
22,faultControl,2,false,30,41,110,0,0,0,0,312,0,
22,faultControl,3,false,30,41,110,0,0,0,0,312,0,
22,faultControl,4,true,30,41,110,0,0,0,0,312,0,
23,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
23,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
23,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
23,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
23,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
23,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
23,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
23,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
23,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
23,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
23,clutterStress,0,false,30,42,112,0,0,0,0,312,0,
23,clutterStress,1,false,30,42,112,0,0,0,0,312,0,
23,clutterStress,2,false,30,42,112,0,0,0,0,312,0,
23,clutterStress,3,false,30,42,112,0,0,0,0,312,0,
23,clutterStress,4,true,30,42,112,0,0,0,0,312,0,
23,faultControl,0,false,30,42,112,0,0,0,0,312,0,
23,faultControl,1,false,30,42,112,0,0,0,0,312,0,
23,faultControl,2,false,30,42,112,0,0,0,0,312,0,
23,faultControl,3,false,30,42,112,0,0,0,0,312,0,
23,faultControl,4,true,30,42,112,0,0,0,0,312,0,
24,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
24,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
24,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
24,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
24,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
24,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
24,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
24,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
24,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
24,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
24,clutterStress,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
24,clutterStress,1,false,30,41,110,0,0,0,15,312,0,
24,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
24,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
24,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
24,faultControl,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
24,faultControl,1,false,30,41,110,0,0,0,15,312,0,
24,faultControl,2,false,30,41,110,0,0,0,0,312,0,
24,faultControl,3,false,30,41,110,0,0,0,0,312,0,
24,faultControl,4,true,30,41,110,0,0,0,0,312,0,
25,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
25,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
25,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
25,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
25,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
25,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
25,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
25,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
25,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
25,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
25,clutterStress,0,false,30,42,117,1,1,0,45,306,1,(29, 2):None
25,clutterStress,1,false,30,41,110,0,0,0,45,312,0,
25,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
25,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
25,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
25,faultControl,0,false,30,42,117,1,1,0,45,306,1,(29, 2):None
25,faultControl,1,false,30,41,110,0,0,0,45,312,0,
25,faultControl,2,false,30,41,110,0,0,0,0,312,0,
25,faultControl,3,false,30,41,110,0,0,0,0,312,0,
25,faultControl,4,true,30,41,110,0,0,0,0,312,0,
26,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
26,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
26,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
26,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
26,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
26,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
26,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
26,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
26,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
26,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
26,clutterStress,0,false,30,42,114,0,0,0,0,312,0,
26,clutterStress,1,false,30,42,114,0,0,0,0,312,0,
26,clutterStress,2,false,30,42,114,0,0,0,0,312,0,
26,clutterStress,3,false,30,42,114,0,0,0,0,312,0,
26,clutterStress,4,true,30,42,114,0,0,0,0,312,0,
26,faultControl,0,false,30,42,114,0,0,0,0,312,0,
26,faultControl,1,false,30,42,114,0,0,0,0,312,0,
26,faultControl,2,false,30,42,114,0,0,0,0,312,0,
26,faultControl,3,false,30,42,114,0,0,0,0,312,0,
26,faultControl,4,true,30,42,114,0,0,0,0,312,0,
27,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
27,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
27,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
27,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
27,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
27,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
27,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
27,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
27,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
27,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
27,clutterStress,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
27,clutterStress,1,false,30,41,110,0,0,0,15,312,0,
27,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
27,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
27,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
27,faultControl,0,false,30,42,113,1,1,0,45,306,1,(10, 0):None
27,faultControl,1,false,30,41,110,0,0,0,15,312,0,
27,faultControl,2,false,30,41,110,0,0,0,0,312,0,
27,faultControl,3,false,30,41,110,0,0,0,0,312,0,
27,faultControl,4,true,30,41,110,0,0,0,0,312,0,
28,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
28,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
28,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
28,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
28,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
28,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
28,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
28,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
28,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
28,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
28,clutterStress,0,false,30,42,117,1,1,0,45,306,1,(29, 2):None
28,clutterStress,1,false,30,41,110,0,0,0,45,312,0,
28,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
28,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
28,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
28,faultControl,0,false,30,42,117,1,1,0,45,306,1,(29, 2):None
28,faultControl,1,false,30,41,110,0,0,0,45,312,0,
28,faultControl,2,false,30,41,110,0,0,0,0,312,0,
28,faultControl,3,false,30,41,110,0,0,0,0,312,0,
28,faultControl,4,true,30,41,110,0,0,0,0,312,0,
29,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
29,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
29,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
29,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
29,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
29,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
29,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
29,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
29,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
29,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
29,clutterStress,0,false,30,42,113,0,0,0,0,312,0,
29,clutterStress,1,false,30,42,113,0,0,0,0,312,0,
29,clutterStress,2,false,30,42,113,0,0,0,0,312,0,
29,clutterStress,3,false,30,42,113,0,0,0,0,312,0,
29,clutterStress,4,true,30,42,113,0,0,0,0,312,0,
29,faultControl,0,false,30,42,113,0,0,0,0,312,0,
29,faultControl,1,false,30,42,113,0,0,0,0,312,0,
29,faultControl,2,false,30,42,113,0,0,0,0,312,0,
29,faultControl,3,false,30,42,113,0,0,0,0,312,0,
29,faultControl,4,true,30,42,113,0,0,0,0,312,0,
30,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
30,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
30,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
30,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
30,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
30,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
30,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
30,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
30,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
30,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
30,clutterStress,0,false,30,43,114,1,1,0,45,306,1,(10, 0):None
30,clutterStress,1,false,30,42,111,0,0,0,15,312,0,
30,clutterStress,2,false,30,42,111,0,0,0,0,312,0,
30,clutterStress,3,false,30,42,111,0,0,0,0,312,0,
30,clutterStress,4,true,30,42,111,0,0,0,0,312,0,
30,faultControl,0,false,30,43,114,1,1,0,45,306,1,(10, 0):None
30,faultControl,1,false,30,42,111,0,0,0,15,312,0,
30,faultControl,2,false,30,42,111,0,0,0,0,312,0,
30,faultControl,3,false,30,42,111,0,0,0,0,312,0,
30,faultControl,4,true,30,42,111,0,0,0,0,312,0,
31,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
31,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
31,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
31,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
31,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
31,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
31,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
31,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
31,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
31,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
31,clutterStress,0,false,30,42,118,1,1,0,45,306,1,(29, 2):None
31,clutterStress,1,false,30,41,110,0,0,0,45,312,0,
31,clutterStress,2,false,30,41,110,0,0,0,0,312,0,
31,clutterStress,3,false,30,41,110,0,0,0,0,312,0,
31,clutterStress,4,true,30,41,110,0,0,0,0,312,0,
31,faultControl,0,false,30,42,118,1,1,0,45,306,1,(29, 2):None
31,faultControl,1,false,30,41,110,0,0,0,45,312,0,
31,faultControl,2,false,30,41,110,0,0,0,0,312,0,
31,faultControl,3,false,30,41,110,0,0,0,0,312,0,
31,faultControl,4,true,30,41,110,0,0,0,0,312,0,
32,cleanRepeatA,0,false,30,41,110,0,0,0,0,312,0,
32,cleanRepeatA,1,false,30,41,110,0,0,0,0,312,0,
32,cleanRepeatA,2,false,30,41,110,0,0,0,0,312,0,
32,cleanRepeatA,3,false,30,41,110,0,0,0,0,312,0,
32,cleanRepeatA,4,true,30,41,110,0,0,0,0,312,0,
32,cleanRepeatB,0,false,30,41,110,0,0,0,0,312,0,
32,cleanRepeatB,1,false,30,41,110,0,0,0,0,312,0,
32,cleanRepeatB,2,false,30,41,110,0,0,0,0,312,0,
32,cleanRepeatB,3,false,30,41,110,0,0,0,0,312,0,
32,cleanRepeatB,4,true,30,41,110,0,0,0,0,312,0,
32,clutterStress,0,false,30,42,112,0,0,0,0,312,0,
32,clutterStress,1,false,30,42,112,0,0,0,0,312,0,
32,clutterStress,2,false,30,42,112,0,0,0,0,312,0,
32,clutterStress,3,false,30,42,112,0,0,0,0,312,0,
32,clutterStress,4,true,30,42,112,0,0,0,0,312,0,
32,faultControl,0,false,30,42,112,0,0,0,0,312,0,
32,faultControl,1,false,30,42,112,0,0,0,0,312,0,
32,faultControl,2,false,30,42,112,0,0,0,0,312,0,
32,faultControl,3,false,30,42,112,0,0,0,0,312,0,
32,faultControl,4,true,30,42,112,0,0,0,0,312,0,
