schemaVersion,itemId,definitionType,assetPath,propertyPath,authoredKilograms,canonicalUnitMassGrams,maxStack,stockCategory,inV27Ledger,inItemCatalog,siteRole,catalogAuthorityPath,gramStatus,unitSemanticStatus,assetGuid
v27.mass.authority.1,evolution:catalyst:authority:2,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_2.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_2.asset,canonical-gram,out-of-ledger-scope,8fe7e9de4f862da4188e4573b5c0c6ce
v27.mass.authority.1,evolution:catalyst:authority:20,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_20.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_20.asset,canonical-gram,out-of-ledger-scope,fbdb60279c883bf44bcc5f39e656cf77
v27.mass.authority.1,evolution:catalyst:authority:21,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_21.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_21.asset,canonical-gram,out-of-ledger-scope,06059944c053d024e9c0a339bbd6abd4
v27.mass.authority.1,evolution:catalyst:authority:3,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_3.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_3.asset,canonical-gram,out-of-ledger-scope,846a7c9ce6ab3d84caad64d4bc3d1949
v27.mass.authority.1,evolution:catalyst:authority:4,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_4.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_4.asset,canonical-gram,out-of-ledger-scope,b123ce50752240847a00ae93ecf610d2
v27.mass.authority.1,evolution:catalyst:authority:5,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_5.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_5.asset,canonical-gram,out-of-ledger-scope,431845eadda4a6643bce0c30e28da903
v27.mass.authority.1,evolution:catalyst:authority:6,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_6.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_6.asset,canonical-gram,out-of-ledger-scope,d8560a38b50e33d4888aa1f6de3cf1db
v27.mass.authority.1,evolution:catalyst:authority:7,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_7.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_7.asset,canonical-gram,out-of-ledger-scope,72d2fcb44fdc5d344ba3ab4ec5a663cb
v27.mass.authority.1,evolution:catalyst:authority:8,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_8.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_8.asset,canonical-gram,out-of-ledger-scope,370dbfe709e6b834b9528447a94c0e7c
v27.mass.authority.1,evolution:catalyst:authority:9,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_9.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_authority_9.asset,canonical-gram,out-of-ledger-scope,900bbff54ad5fac468d090869dcadc80
v27.mass.authority.1,evolution:catalyst:defense:1,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_1.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_1.asset,canonical-gram,out-of-ledger-scope,81fd8b97915bdaf4499d62b3415d8632
v27.mass.authority.1,evolution:catalyst:defense:10,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_10.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_10.asset,canonical-gram,out-of-ledger-scope,00177ec51ed932e4a90f68efa7e2b737
v27.mass.authority.1,evolution:catalyst:defense:11,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_11.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_11.asset,canonical-gram,out-of-ledger-scope,27cf62ff8134dd843946492fd438be45
v27.mass.authority.1,evolution:catalyst:defense:12,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_12.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_12.asset,canonical-gram,out-of-ledger-scope,e362234e43f43814fbe3c7950bcbfeaf
v27.mass.authority.1,evolution:catalyst:defense:13,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_13.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_13.asset,canonical-gram,out-of-ledger-scope,01e135e448b370942abb7bd85fe62ae9
v27.mass.authority.1,evolution:catalyst:defense:14,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_14.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_14.asset,canonical-gram,out-of-ledger-scope,f342a7582d6153843be03dc3c5f92cd2
v27.mass.authority.1,evolution:catalyst:defense:15,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_15.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_15.asset,canonical-gram,out-of-ledger-scope,372ce2e2ace9b5f4eb78382e282a2c94
v27.mass.authority.1,evolution:catalyst:defense:16,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_16.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_16.asset,canonical-gram,out-of-ledger-scope,1c3af215b2ca31c4292fb6e4551969ef
v27.mass.authority.1,evolution:catalyst:defense:17,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_17.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_17.asset,canonical-gram,out-of-ledger-scope,dd06bb312fa8e20419861ae7ac38b4fd
v27.mass.authority.1,evolution:catalyst:defense:18,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_18.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_18.asset,canonical-gram,out-of-ledger-scope,d73b724e9861ab44ba54c44bcc07863b
v27.mass.authority.1,evolution:catalyst:defense:19,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_19.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_19.asset,canonical-gram,out-of-ledger-scope,6a6c80e12b282ac48b5f9a2db924f535
v27.mass.authority.1,evolution:catalyst:defense:2,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_2.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_2.asset,canonical-gram,out-of-ledger-scope,89d000831eda2904b9d9501874b4e81c
v27.mass.authority.1,evolution:catalyst:defense:20,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_20.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_20.asset,canonical-gram,out-of-ledger-scope,65a73008ec0af7145ace5f0c39f3c8e8
v27.mass.authority.1,evolution:catalyst:defense:21,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_21.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_21.asset,canonical-gram,out-of-ledger-scope,989e4c5a0c42071489e742118c2c9184
v27.mass.authority.1,evolution:catalyst:defense:3,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_3.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_3.asset,canonical-gram,out-of-ledger-scope,db81ffb004fa5f744be8eada40dd6574
v27.mass.authority.1,evolution:catalyst:defense:4,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_4.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_4.asset,canonical-gram,out-of-ledger-scope,e23e47216da3e4443a6cc643c516248c
v27.mass.authority.1,evolution:catalyst:defense:5,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_5.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_5.asset,canonical-gram,out-of-ledger-scope,d75d8c9ac78fbe34186df7f37e2e1a2a
v27.mass.authority.1,evolution:catalyst:defense:6,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_6.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_6.asset,canonical-gram,out-of-ledger-scope,350981ad305dc994c8dd858cc3cd7c94
v27.mass.authority.1,evolution:catalyst:defense:7,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_7.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_7.asset,canonical-gram,out-of-ledger-scope,6d36462c9971f294da0d68a57ffd1494
v27.mass.authority.1,evolution:catalyst:defense:8,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_8.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_8.asset,canonical-gram,out-of-ledger-scope,f3f428bccb7c2c246b8a3b17f3eea8c3
v27.mass.authority.1,evolution:catalyst:defense:9,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_9.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_defense_9.asset,canonical-gram,out-of-ledger-scope,f9c7b9cbf0d75054b9844225a5de5bc4
v27.mass.authority.1,evolution:catalyst:industry:1,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_1.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_1.asset,canonical-gram,out-of-ledger-scope,a66e5fc6083e31a4a9fe6c39850471d5
v27.mass.authority.1,evolution:catalyst:industry:10,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_10.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_10.asset,canonical-gram,out-of-ledger-scope,46dee9d642ad76b4b9ea8202aa8aaa06
v27.mass.authority.1,evolution:catalyst:industry:11,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_11.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_11.asset,canonical-gram,out-of-ledger-scope,a522d43cb18a3744895d9cf49a11d439
v27.mass.authority.1,evolution:catalyst:industry:12,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_12.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_12.asset,canonical-gram,out-of-ledger-scope,816c61d057fd46748994dac8859eb569
v27.mass.authority.1,evolution:catalyst:industry:13,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_13.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_13.asset,canonical-gram,out-of-ledger-scope,0cef9c3e4e96f4246afdcc5e10b8e3a1
v27.mass.authority.1,evolution:catalyst:industry:14,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_14.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_14.asset,canonical-gram,out-of-ledger-scope,4db76d516ee0cab4189a9c4b6f7569ca
v27.mass.authority.1,evolution:catalyst:industry:15,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_15.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_15.asset,canonical-gram,out-of-ledger-scope,7b615c5352a740b488eebf97a75e4307
v27.mass.authority.1,evolution:catalyst:industry:16,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_16.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_16.asset,canonical-gram,out-of-ledger-scope,f6bc8a0354904f94bb874fb9fcfcda63
v27.mass.authority.1,evolution:catalyst:industry:17,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_17.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_17.asset,canonical-gram,out-of-ledger-scope,552292c1f1e7bb049b0cd876b4181cff
v27.mass.authority.1,evolution:catalyst:industry:18,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_18.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_18.asset,canonical-gram,out-of-ledger-scope,03d61bd198cb7f84db8fe689ac7af582
v27.mass.authority.1,evolution:catalyst:industry:19,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_19.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_19.asset,canonical-gram,out-of-ledger-scope,aa7a18f0a2a46bd41989016ee6504d73
v27.mass.authority.1,evolution:catalyst:industry:2,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_2.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_2.asset,canonical-gram,out-of-ledger-scope,67508f3c068c8c540a61adb4da64f90f
v27.mass.authority.1,evolution:catalyst:industry:20,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_20.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_20.asset,canonical-gram,out-of-ledger-scope,1c7d226888f39b240aa30add61e39886
v27.mass.authority.1,evolution:catalyst:industry:21,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_21.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_21.asset,canonical-gram,out-of-ledger-scope,e3161d97d4ee31046b2cb3515004ca08
v27.mass.authority.1,evolution:catalyst:industry:3,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_3.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_3.asset,canonical-gram,out-of-ledger-scope,1ba1192aafc000e44b65d76030ad6511
v27.mass.authority.1,evolution:catalyst:industry:4,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_4.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_4.asset,canonical-gram,out-of-ledger-scope,ff24408f7f52142449fdb8b6c3904209
v27.mass.authority.1,evolution:catalyst:industry:5,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_5.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_5.asset,canonical-gram,out-of-ledger-scope,ee53fd35df7f09444b6619c64a352656
v27.mass.authority.1,evolution:catalyst:industry:6,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_6.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_6.asset,canonical-gram,out-of-ledger-scope,01ba993211a37d947b9ecff7ba7a8345
v27.mass.authority.1,evolution:catalyst:industry:7,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_7.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_7.asset,canonical-gram,out-of-ledger-scope,39bbab72644d60d4a8a139be590577f3
v27.mass.authority.1,evolution:catalyst:industry:8,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_8.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_8.asset,canonical-gram,out-of-ledger-scope,e0b98087804fa654fa5aa29ff35785a4
v27.mass.authority.1,evolution:catalyst:industry:9,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_9.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_industry_9.asset,canonical-gram,out-of-ledger-scope,0fcc00f90bbcfa64f96cbaaf77427069
v27.mass.authority.1,evolution:catalyst:offense:1,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_1.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_1.asset,canonical-gram,out-of-ledger-scope,f7f8b767d1088cd4191990322ac915d5
v27.mass.authority.1,evolution:catalyst:offense:10,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_10.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_10.asset,canonical-gram,out-of-ledger-scope,b6e3d3725eb7bab4b834e408c42edb50
v27.mass.authority.1,evolution:catalyst:offense:11,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_11.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_11.asset,canonical-gram,out-of-ledger-scope,7418d44da217bbe428763ade8173aa48
v27.mass.authority.1,evolution:catalyst:offense:12,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_12.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_12.asset,canonical-gram,out-of-ledger-scope,ed909b8a1a9319342a062b7f1678aaaa
v27.mass.authority.1,evolution:catalyst:offense:13,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_13.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_13.asset,canonical-gram,out-of-ledger-scope,a1c43e0df4e29ac4ea2e846eb71ad754
v27.mass.authority.1,evolution:catalyst:offense:14,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_14.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_14.asset,canonical-gram,out-of-ledger-scope,7e6bdb1c41504914b9e36c132a71b91b
v27.mass.authority.1,evolution:catalyst:offense:15,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_15.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_15.asset,canonical-gram,out-of-ledger-scope,a5491dfa1711fc3498b5b18d05b3b6e8
v27.mass.authority.1,evolution:catalyst:offense:16,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_16.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_16.asset,canonical-gram,out-of-ledger-scope,99d99325e871ddc4ba3bbe586f204906
v27.mass.authority.1,evolution:catalyst:offense:17,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_17.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_17.asset,canonical-gram,out-of-ledger-scope,25abac71619f1eb4e96b3f416784b659
v27.mass.authority.1,evolution:catalyst:offense:18,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_18.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_18.asset,canonical-gram,out-of-ledger-scope,e1ec49df73af7c2499a8e5021a562b4e
v27.mass.authority.1,evolution:catalyst:offense:19,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_19.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_19.asset,canonical-gram,out-of-ledger-scope,0f215cc26bff97c45978eda49a01d254
v27.mass.authority.1,evolution:catalyst:offense:2,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_2.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_2.asset,canonical-gram,out-of-ledger-scope,19e12cbaeca3d254fa79cff36f797a45
v27.mass.authority.1,evolution:catalyst:offense:20,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_20.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_20.asset,canonical-gram,out-of-ledger-scope,44544e3e7bdd85040ab8e58d015d7c0d
v27.mass.authority.1,evolution:catalyst:offense:21,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_21.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_21.asset,canonical-gram,out-of-ledger-scope,f1859da9974fdfd4c8ac45a1c19442eb
v27.mass.authority.1,evolution:catalyst:offense:3,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_3.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_3.asset,canonical-gram,out-of-ledger-scope,920a16a2d0fef954ebce3a4eab1a8968
v27.mass.authority.1,evolution:catalyst:offense:4,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_4.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_4.asset,canonical-gram,out-of-ledger-scope,34dd839a694a4ac48b609454f16fad05
v27.mass.authority.1,evolution:catalyst:offense:5,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_5.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_5.asset,canonical-gram,out-of-ledger-scope,71d392f8c8223b141aa42a993b8ea29d
v27.mass.authority.1,evolution:catalyst:offense:6,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_6.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_6.asset,canonical-gram,out-of-ledger-scope,59b3493b75e2d03408fe14f98e10a90c
v27.mass.authority.1,evolution:catalyst:offense:7,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_7.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_7.asset,canonical-gram,out-of-ledger-scope,bbabd0c2aec2f2542bbd3d05f22e1e3d
v27.mass.authority.1,evolution:catalyst:offense:8,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_8.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_8.asset,canonical-gram,out-of-ledger-scope,99eae369a60d4c54e8d6fd70a76641ed
v27.mass.authority.1,evolution:catalyst:offense:9,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_9.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_offense_9.asset,canonical-gram,out-of-ledger-scope,ef948c35e0f23784aa41620a2a47b965
v27.mass.authority.1,evolution:catalyst:survival:1,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_survival_1.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_survival_1.asset,canonical-gram,out-of-ledger-scope,130f628c92c0f4b43b75631d34a73cdf
v27.mass.authority.1,evolution:catalyst:survival:10,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_survival_10.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_survival_10.asset,canonical-gram,out-of-ledger-scope,7ac361183cc9d6b4bb59a229301aa806
v27.mass.authority.1,evolution:catalyst:survival:11,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_survival_11.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_survival_11.asset,canonical-gram,out-of-ledger-scope,e328a97d4a7b9d945a763fb3c73d3cb8
v27.mass.authority.1,evolution:catalyst:survival:12,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_survival_12.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_survival_12.asset,canonical-gram,out-of-ledger-scope,ec73f0061a3eca74681f7396a52f40dc
v27.mass.authority.1,evolution:catalyst:survival:13,GenericItemDefinitionSO,Assets/Resources/SO/Items/Definitions/evolution_catalyst_survival_13.asset,unitWeight,0.25,250,20,General,false,true,catalog-authority,Assets/Resources/SO/Items/Definitions/evolution_catalyst_survival_13.asset,canonical-gram,out-of-ledger-scope,e44a0692c41999247a06ba3dac1e832f
