schemaVersion,recipeId,authoredOutputOrdinal,itemId,amount,probability,authoredOutputLineId,authoredRole,proposedOutputLineId,proposedRole,proposalReason,proposalDisposition,sourceAuthority,sourceDigest
v27.production.output-line-backfill.1,recipe:component:rune-bus-coupler,0,component:rune-bus-coupler,1,1,,Main,output:recipe:component:rune-bus-coupler/000/main/component:rune-bus-coupler,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:rune-bus-coupler,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R35_룬_버스_결합기.asset,9e0504fbaf37d800f684691ce45dc27285d00d2127ac7e5a57869f2f2f04980d
v27.production.output-line-backfill.1,recipe:component:rune-conductor,0,component:rune-conductor,1,1,,Main,output:recipe:component:rune-conductor/000/main/component:rune-conductor,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:rune-conductor,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R11_룬_도체.asset,637bacc7c53cc5dd736dadb145ec9c70bdb74ab9d734c84550714c2d03b26814
v27.production.output-line-backfill.1,recipe:component:rune-control-panel,0,component:rune-control-panel,1,1,,Main,output:recipe:component:rune-control-panel/000/main/component:rune-control-panel,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:rune-control-panel,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R34_룬_제어반.asset,3c9e9efa70f9cf803410ebe098d020e199539025fe5728b2ec12aeb1170f3491
v27.production.output-line-backfill.1,recipe:component:rune-leather-lining,0,component:rune-leather-lining,1,1,,Main,output:recipe:component:rune-leather-lining/000/main/component:rune-leather-lining,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:rune-leather-lining,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R48_룬가죽_장비_안감.asset,24b478281d75a47491dff79d3b3b2d0ec1e498bad69cd2867be7bcfb9452510c
v27.production.output-line-backfill.1,recipe:component:rune-leather-strap,0,component:rune-leather-strap,1,1,,Main,output:recipe:component:rune-leather-strap/000/main/component:rune-leather-strap,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:rune-leather-strap,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R49_룬가죽_조율_끈.asset,75d9517065a7b9e950ff1b46e01bdb240adda4ffa147885a88a6c9ad5547694a
v27.production.output-line-backfill.1,recipe:component:rune-purification-crystal,0,component:rune-purification-crystal,1,1,,Main,output:recipe:component:rune-purification-crystal/000/main/component:rune-purification-crystal,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:rune-purification-crystal,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R114_룬_정화_결정.asset,fe956d4defe6cad16a0a73f0d4d3356ad675ed85d5dd5a77f0f8762af682f00a
v27.production.output-line-backfill.1,recipe:component:rune-tuning-shield,0,component:rune-tuning-shield,1,1,,Main,output:recipe:component:rune-tuning-shield/000/main/component:rune-tuning-shield,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:rune-tuning-shield,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R32_룬_조율_차폐판.asset,033c15954ce9720c89849972bf586c96f745eeee4176fe5180d88a5443acaf7b
v27.production.output-line-backfill.1,recipe:component:sealed-seasonal-container,0,component:sealed-seasonal-container,1,1,,Main,output:recipe:component:sealed-seasonal-container/000/main/component:sealed-seasonal-container,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:sealed-seasonal-container,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R103_밀폐형_계절_보관함.asset,adc241ed0bb978809eed92ece335a171c3e12da0b6ce34f18f2de6bd8b2103bb
v27.production.output-line-backfill.1,recipe:component:siege-counterweight,0,component:siege-counterweight,1,1,,Main,output:recipe:component:siege-counterweight/000/main/component:siege-counterweight,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:siege-counterweight,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R31_공성_균형추_조립품.asset,fe2f0f08c5c48010f4e27b06b641e14984eccbe67acced5fa143719fbb2e6182
v27.production.output-line-backfill.1,recipe:component:siege-reinforcement-kit,0,component:siege-reinforcement-kit,1,1,,Main,output:recipe:component:siege-reinforcement-kit/000/main/component:siege-reinforcement-kit,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:siege-reinforcement-kit,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R107_공성_보강_키트.asset,25c5fa8e17dcdadd4d741f908f2f856113692141dde9791cd734c3a964147f88
v27.production.output-line-backfill.1,recipe:component:stock-sensor-panel,0,component:stock-sensor-panel,1,1,,Main,output:recipe:component:stock-sensor-panel/000/main/component:stock-sensor-panel,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:stock-sensor-panel,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R24_재고_감지반.asset,11e1eff17a87b10914f3a4b1e35533dec5b7c62c6957cde123f53878a5cddb91
v27.production.output-line-backfill.1,recipe:component:temporal-stasis-seal,0,component:temporal-stasis-seal,1,1,,Main,output:recipe:component:temporal-stasis-seal/000/main/component:temporal-stasis-seal,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:temporal-stasis-seal,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R55_시간_고정_인장.asset,4f3e92eb4df17132a3a5b5b5b02c85695940ac6692909ca0c88ca649ecff7149
v27.production.output-line-backfill.1,recipe:component:textile-hardener,0,component:textile-hardener,2,1,,Main,output:recipe:component:textile-hardener/000/main/component:textile-hardener,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:textile-hardener,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R52_직물_경화제.asset,cbb89b4244cf3cc1555bf32e63055942fc068f5fa6a03371bae124d11931f5e5
v27.production.output-line-backfill.1,recipe:component:waterwheel-drive-shaft,0,component:waterwheel-drive-shaft,1,1,,Main,output:recipe:component:waterwheel-drive-shaft/000/main/component:waterwheel-drive-shaft,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=component:waterwheel-drive-shaft,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R112_수차_구동축.asset,649d8c98448b807475060ef2106187b8f852353cd5af066511d2ce1a756883b3
v27.production.output-line-backfill.1,recipe:compost-animal,0,material:compost,1,1,,Main,output:recipe:compost-animal/000/main/material:compost,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:compost,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_compost_animal.asset,f84bee49ddeda49196fc0a5b4eb9e79c7ad780f0b4435ee91a5c572b75740149
v27.production.output-line-backfill.1,recipe:compost-manure,0,material:compost,1,1,,Main,output:recipe:compost-manure/000/main/material:compost,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:compost,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_compost_manure.asset,6d7698a5b8349f6cc1dad0535739cf8cfbfa85437b1a704ce31664c1f6249bf8
v27.production.output-line-backfill.1,recipe:compost-mixed,0,material:compost,1,1,,Main,output:recipe:compost-mixed/000/main/material:compost,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:compost,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_compost_mixed.asset,f96a71110c698353c7c24f511c4ab6bf83cd5a0576123d1d3a2f6c0e2633096c
v27.production.output-line-backfill.1,recipe:compost-plant,0,material:compost,1,1,,Main,output:recipe:compost-plant/000/main/material:compost,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:compost,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_compost_plant.asset,89f184caf03eee931a5aed2e63554a8220259f9629a7ad440ac315eb74763d08
v27.production.output-line-backfill.1,recipe:craft:dreamweave-ritual-banner,0,craft:dreamweave-ritual-banner,1,1,,Main,output:recipe:craft:dreamweave-ritual-banner/000/main/craft:dreamweave-ritual-banner,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=craft:dreamweave-ritual-banner,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R47_몽직물_의식_장식.asset,b64dad852f163785085bf623e8b84e9b1546af3257b868427bca747faf6903e6
v27.production.output-line-backfill.1,recipe:craft:toxic-trap-coating,0,craft:toxic-trap-coating,2,1,,Main,output:recipe:craft:toxic-trap-coating/000/main/craft:toxic-trap-coating,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=craft:toxic-trap-coating,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R50_독성_함정_도포제.asset,480ed08c07d90faa4748d2bb83d08d1d49e606587f17f00ac870740afd0db14c
v27.production.output-line-backfill.1,recipe:curd,0,material:curd,2,1,,Main,output:recipe:curd/000/main/material:curd,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:curd,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_curd.asset,a40908e47474499709ce3dfe7c4fc536c7faefb809738da93a892304646503a6
v27.production.output-line-backfill.1,recipe:dog-food,0,feed:dog-food,2,1,output:main,Main,output:main,Main,preserve-existing-canonical-line,preserve-canonical,Assets/Resources/SO/Economy/Recipes/recipe_dog_food.asset,8f33886ca75a100d22628f4b18c1cfde41db9bd4438cbe9b4c0d5a9203428d77
v27.production.output-line-backfill.1,recipe:dog-food-fresh,0,feed:dog-food,2,1,output:main,Main,output:main,Main,preserve-existing-canonical-line,preserve-canonical,Assets/Resources/SO/Economy/Recipes/recipe_dog_food_fresh.asset,159d1531a8d96a544acf04dc6afcccd480382624553bc5c937a3e0ae40ec1626
v27.production.output-line-backfill.1,recipe:dough,0,material:dough,2,1,,Main,output:recipe:dough/000/main/material:dough,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:dough,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_dough.asset,37a481f2b49c03f645f48c5d0777abb24c793407cf652d41eb9baaed5160043f
v27.production.output-line-backfill.1,recipe:dreamleaf-analgesic,0,drug:dreamleaf-analgesic,1,1,,Main,output:recipe:dreamleaf-analgesic/000/main/drug:dreamleaf-analgesic,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=drug:dreamleaf-analgesic,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_dreamleaf_analgesic.asset,51f85abdb53ae7607d5e72ce288faf3ea5ec4d1221dd3dd04b6b6a375bf8181f
v27.production.output-line-backfill.1,recipe:dreamweave,0,material:dreamweave,1,1,,Main,output:recipe:dreamweave/000/main/material:dreamweave,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:dreamweave,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_dreamweave.asset,3b2fd55c8d2b3d888d03751a9b7a1614bcd5007b317c6e19c97b317b8209d5b0
v27.production.output-line-backfill.1,recipe:egg-pancake,0,food:egg-pancake,2,1,,Main,output:recipe:egg-pancake/000/main/food:egg-pancake,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=food:egg-pancake,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_egg_pancake.asset,fefc99e618817d31e8bde980644291d7963e063269c279cfa8a405c22c1f8841
v27.production.output-line-backfill.1,recipe:expedition-ration-pack,0,food:expedition-ration-pack,2,1,,Main,output:recipe:expedition-ration-pack/000/main/food:expedition-ration-pack,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=food:expedition-ration-pack,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_expedition_ration_pack.asset,51bd7e616458ca0e8a20fdd6550da2ec131deb1a61e92c3eb14827d5676445f8
v27.production.output-line-backfill.1,recipe:fang-poison,0,craft:fang-poison,1,1,,Main,output:recipe:fang-poison/000/main/craft:fang-poison,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=craft:fang-poison,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_fang_poison.asset,5d02486cb762c7262b3514c4e73b90e60f9be70396926740cb29b3da6acce378
v27.production.output-line-backfill.1,recipe:fermented-liquor,0,material:fermented-liquor,2,1,,Main,output:recipe:fermented-liquor/000/main/material:fermented-liquor,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:fermented-liquor,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_fermented_liquor.asset,8160467e1568e78805950d3a34412e71bcdff384310118b495aa5df2d1486f7c
v27.production.output-line-backfill.1,recipe:fermented-pickle,0,food:fermented-pickle,2,1,,Main,output:recipe:fermented-pickle/000/main/food:fermented-pickle,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=food:fermented-pickle,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_fermented_pickle.asset,a9f6861b02a3c5721ca741590d1bf35ca38703fb5d99d7e14be72f8a2652768f
v27.production.output-line-backfill.1,recipe:fermented-vinegar,0,craft:fermented-vinegar,2,1,,Main,output:recipe:fermented-vinegar/000/main/craft:fermented-vinegar,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=craft:fermented-vinegar,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_fermented_vinegar.asset,1efe2f1f3d2e8f70a0488c5d5abb82b404c0919cb15bb8e5d4b7dd4ce14cf1cf
v27.production.output-line-backfill.1,recipe:fresh-curd,0,food:fresh-curd,2,1,,Main,output:recipe:fresh-curd/000/main/food:fresh-curd,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=food:fresh-curd,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_fresh_curd.asset,46441c59e1e75cbfc1472d51b5c1fef312129cacd49d32d266e7fd33c44ebf35
v27.production.output-line-backfill.1,recipe:garden-meal,0,food:garden-meal,2,1,,Main,output:recipe:garden-meal/000/main/food:garden-meal,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=food:garden-meal,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_garden_meal.asset,c34cffde47badaaefc96c704566a8dfac7ab89f234f81d9d481bc2b4fcac3db9
v27.production.output-line-backfill.1,recipe:gold-ingot,0,material:gold-ingot,1,1,,Main,output:recipe:gold-ingot/000/main/material:gold-ingot,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:gold-ingot,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_gold_ingot.asset,689e90af64a7082aaca941eb4aa6d6df41058f3a200928889712991b5e9de64c
v27.production.output-line-backfill.1,recipe:gold-leaf,0,craft:gold-ornament,1,1,,Main,output:recipe:gold-leaf/000/main/craft:gold-ornament,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=craft:gold-ornament,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_gold_leaf.asset,927758cccf9cce36d307dd3d93f20c41085c4d4f730da25cac3755a2a04bc41a
v27.production.output-line-backfill.1,recipe:gold-ornament,0,craft:gold-ornament,1,1,,Main,output:recipe:gold-ornament/000/main/craft:gold-ornament,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=craft:gold-ornament,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_gold_ornament.asset,17a53b77a0505232b05d7d1bc99bb37f662461e6091359d043cfaab92d2513f2
v27.production.output-line-backfill.1,recipe:grain-porridge,0,food:grain-porridge,6,1,,Main,output:recipe:grain-porridge/000/main/food:grain-porridge,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=food:grain-porridge,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_grain_porridge.asset,e9ff482dc10c33c7716e0c246541dc3c702a6efccd819bee7a1b94f32c1a3aa3
v27.production.output-line-backfill.1,recipe:grape-juice,0,material:grape-juice,2,1,,Main,output:recipe:grape-juice/000/main/material:grape-juice,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:grape-juice,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_grape_juice.asset,1b68d5ff6962758251629dafac24479a214bed431251807905306c83ae80c25b
v27.production.output-line-backfill.1,recipe:grape-syrup,0,food:grape-syrup,2,1,,Main,output:recipe:grape-syrup/000/main/food:grape-syrup,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=food:grape-syrup,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_grape_syrup.asset,0d7d80cebd9101ba4ee63b52dc1f4169cdababf435a94bbffac16e0abad8dd77
v27.production.output-line-backfill.1,recipe:hallucinogenic-distillate,0,drug:hallucinogenic-distillate,1,1,,Main,output:recipe:hallucinogenic-distillate/000/main/drug:hallucinogenic-distillate,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=drug:hallucinogenic-distillate,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_hallucinogenic_distillate.asset,7a12d0b9b44846a3a390031ef77cb55c0eee84805d683446ff02d7e88c7086d9
v27.production.output-line-backfill.1,recipe:hay-feed,0,feed:hay,3,1,output:main,Main,output:main,Main,preserve-existing-canonical-line,preserve-canonical,Assets/Resources/SO/Economy/Recipes/recipe_hay_feed.asset,f83027f312dd6323bb2d5a3a07e7fa84dd98aa4b8e217c9e0ce8ed9548dac835
v27.production.output-line-backfill.1,recipe:herbal-poultice,0,medicine:herbal-poultice,2,1,,Main,output:recipe:herbal-poultice/000/main/medicine:herbal-poultice,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=medicine:herbal-poultice,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_herbal_poultice.asset,220fca2a3e2c5e125fa740737a5ebaecefaac9738ccb0f9e7d249a41c8deea81
v27.production.output-line-backfill.1,recipe:iron-ingot,0,material:iron-ingot,1,1,,Main,output:recipe:iron-ingot/000/main/material:iron-ingot,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:iron-ingot,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_iron_ingot.asset,dac0306eba4ee700f27b1ed076aee39f97c12843d680953ce83c172e073d1e13
v27.production.output-line-backfill.1,recipe:iron-slag-block,0,material:stone-block,1,1,,Main,output:recipe:iron-slag-block/000/main/material:stone-block,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:stone-block,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_iron_slag_block.asset,cfef32a09953e1250cecedea775dfb83097a8f0d962ff5ee7201db7c2c02d252
v27.production.output-line-backfill.1,recipe:jerky,0,food:jerky,2,1,,Main,output:recipe:jerky/000/main/food:jerky,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=food:jerky,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_jerky.asset,ec8f7d0d50078dc95bc27bd738bcb43faaf65d82f533dce9b34500343658bb06
v27.production.output-line-backfill.1,recipe:lavish-meat,0,food:lavish-meat,2,1,,Main,output:recipe:lavish-meat/000/main/food:lavish-meat,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=food:lavish-meat,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_lavish_meat.asset,770c076e3ecbb043fd8a214f2ddb12e8d3e4a57cb69238df2ad91752289fcf0b
v27.production.output-line-backfill.1,recipe:lavish-vegan,0,food:lavish-vegan,2,1,,Main,output:recipe:lavish-vegan/000/main/food:lavish-vegan,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=food:lavish-vegan,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_lavish_vegan.asset,79442bec5fd5384bf3c3b1b137c24f19ac3d120dfe295d8f16c830d5c2ae8fe0
v27.production.output-line-backfill.1,recipe:leather,0,material:leather,2,1,,Main,output:recipe:leather/000/main/material:leather,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:leather,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_leather.asset,e568dea67b0b55790ef982ce2e85580b1f82fe2c9af5f251dab3e4c67f772134
v27.production.output-line-backfill.1,recipe:loot-appraisal,0,offense:appraised-valuables,10,1,,Main,output:recipe:loot-appraisal/000/main/offense:appraised-valuables,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=offense:appraised-valuables,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_loot_appraisal.asset,d1924142317c0c8735bdd15aa1d7194c6765a73c785acbec085a0fa54659e322
v27.production.output-line-backfill.1,recipe:low-fuel-animal,0,material:low-fuel,1,1,,Main,output:recipe:low-fuel-animal/000/main/material:low-fuel,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:low-fuel,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_low_fuel_animal.asset,05b29e611663ea64bfbb97b8b25f7582c12802d9c4791d03a4659bcefb727817
v27.production.output-line-backfill.1,recipe:low-fuel-manure,0,material:low-fuel,1,1,,Main,output:recipe:low-fuel-manure/000/main/material:low-fuel,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:low-fuel,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_low_fuel_manure.asset,6c3f4665411f0b4847258e8223e6496b13183e5ae697616ab7eba3084d8c81de
v27.production.output-line-backfill.1,recipe:low-fuel-plant,0,material:low-fuel,1,1,,Main,output:recipe:low-fuel-plant/000/main/material:low-fuel,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:low-fuel,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_low_fuel_plant.asset,1fe6a36b83d51a19267f478a0d4d559186f77105f041eb56a3723ef2ed6750b4
v27.production.output-line-backfill.1,recipe:low-fuel-rot,0,material:low-fuel,1,1,,Main,output:recipe:low-fuel-rot/000/main/material:low-fuel,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:low-fuel,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_low_fuel_rot.asset,ad42f7cfe42acccb78b9e0e86a6bf00796f6b484444019c492e3d087046eec4b
v27.production.output-line-backfill.1,recipe:malt,0,material:malt,2,1,,Main,output:recipe:malt/000/main/material:malt,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:malt,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_malt.asset,00dd46556fa643c5290fceca158d6ef30b60f3253be8d491d657bcd5741a9562
v27.production.output-line-backfill.1,recipe:malt-porridge,0,food:malt-porridge,2,1,,Main,output:recipe:malt-porridge/000/main/food:malt-porridge,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=food:malt-porridge,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_malt_porridge.asset,10e9bf12b736b6be103bf7418ec6dff769d7d45dcee94c9c1a7067ddd3e7a0a9
v27.production.output-line-backfill.1,recipe:mana-awakener,0,drug:mana-awakener,1,1,,Main,output:recipe:mana-awakener/000/main/drug:mana-awakener,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=drug:mana-awakener,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/recipe_mana_awakener.asset,14184e104b99a07449c9f3bc52c9d52dabf321a989c98cf5c02a37400e799826
v27.production.output-line-backfill.1,recipe:material:barrel-steel,0,material:barrel-steel,2,1,,Main,output:recipe:material:barrel-steel/000/main/material:barrel-steel,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:barrel-steel,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R78_총열강.asset,ac661e0181b1af07945ce9b341013fb37b852b19812d86932ed896e1c377791e
v27.production.output-line-backfill.1,recipe:material:black-powder,0,material:black-powder,6,1,,Main,output:recipe:material:black-powder/000/main/material:black-powder,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:black-powder,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R13_흑색화약.asset,90b6b3605d3716f7cc42717206581499a29ba52619fd68467c56eebb0d50e21a
v27.production.output-line-backfill.1,recipe:material:cartridge-paper,0,material:cartridge-paper,6,1,,Main,output:recipe:material:cartridge-paper/000/main/material:cartridge-paper,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:cartridge-paper,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R80_탄약지.asset,bd2b2687615d3c5b2935cc6ffecb6020778f1e4e22c3382651f72018a2ef7bda
v27.production.output-line-backfill.1,recipe:material:chain-mesh,0,material:chain-mesh,2,1,,Main,output:recipe:material:chain-mesh/000/main/material:chain-mesh,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:chain-mesh,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R75_사슬_망.asset,ac5104014429b647ed284e82840b82b27d2a66b42f3bcf2e9f5a6309962aec57
v27.production.output-line-backfill.1,recipe:material:granulated-powder,0,material:granulated-powder,6,1,,Main,output:recipe:material:granulated-powder/000/main/material:granulated-powder,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:granulated-powder,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R79_과립_화약.asset,2aeeff5b8336da39cdda601de85019293b60d7a33c35b7a6a9529ee41284b016
v27.production.output-line-backfill.1,recipe:material:hardened-leather,0,material:hardened-leather,2,1,,Main,output:recipe:material:hardened-leather/000/main/material:hardened-leather,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:hardened-leather,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R74_경화_가죽.asset,748d796698f3d4c11f46e8f47795c0634480d371c09a866670cba105971313d5
v27.production.output-line-backfill.1,recipe:material:laminated-lumber,0,material:laminated-lumber,2,1,,Main,output:recipe:material:laminated-lumber/000/main/material:laminated-lumber,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:laminated-lumber,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R73_적층_목재.asset,8080ee4baf262397c4c7f49163198bb369705a900059074df0e955d711d13a7f
v27.production.output-line-backfill.1,recipe:material:lead-ingot,0,material:lead-ingot,1,1,,Main,output:recipe:material:lead-ingot/000/main/material:lead-ingot,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:lead-ingot,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R06_납괴.asset,39cae3dbb5c448cda82cd0216b268c18f375c70f5171c12a1f6fdd63405c9d7b
v27.production.output-line-backfill.1,recipe:material:lead-shot,0,material:lead-shot,12,1,,Main,output:recipe:material:lead-shot/000/main/material:lead-shot,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:lead-shot,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R07_납탄.asset,45329d3ff4a67c285f01df59e1b540c8e8a8f80685978feb0f65b653fae0c01c
v27.production.output-line-backfill.1,recipe:material:mana-alloy,0,material:mana-alloy,2,1,,Main,output:recipe:material:mana-alloy/000/main/material:mana-alloy,Main,missing-output-line-id; rule=authored-ordinal-zero-main; item=material:mana-alloy,backfill-proposal-ready,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R83_마나_합금.asset,76febbbea0edbb6d55bbee6c16ff263a171b4f862f83a2b6866f177b6e82eb2c
