schemaVersion,bundleId,bundleDigest,anchorItemId,memberShape,cohort,authorityState,stableId,authorityMetric,before,candidate,percentDelta,sourceAuthority,sourcePropertyPath,exactFormula,dependencyFingerprint,sourceDigest,semanticHash,dependencyIds,rootFamilyIds,acquisitionDisposition,downstreamConsumerCount,riskFlags,recommendedDecision,recommendationReason,decision
v27.market-review.4,market-atomic:medical:trauma-care-kit,499B8E292A408FA41030FB64DA74F71302E34133D5160C7A519D7E96D0694046,medical:trauma-care-kit,PR,price-dependency-review,previous-applied,medical:trauma-care-kit,authored-unit-price-gold,80,264,230,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I125_트라우마_치료_꾸러미.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",88b259cd7f78242b68c62cd859568db56516e36cf50322fbf273ceeea0b0d88e,c8dd4b838044c96581e82800057c091795359ba6f1c7059b8c7a46e5a50d4c83,bcdd85b996ddce18a301df29d73ddce39c977eaab85fcf8a5ae516d043c07045,recipe:medical:trauma-care-kit,material:lumber|medicine:standard|resource:cave-mushroom|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medical:whole-body-regeneration-medium,D55E130B2466DA4D5869C7AFCB07A1D1BF9BD77B347834B535023E0D8F352622,medical:whole-body-regeneration-medium,PR,price-dependency-review,previous-applied,medical:whole-body-regeneration-medium,authored-unit-price-gold,354,1443,307.62711864406779661016949153,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I54_전신_재생_배지.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",daef12b30d911b2d50f9874dab4de985524c9fec6348d06067f4c17512b4527f,d032de2ba85e231243f317fc5e90617778469ecdff361fad33e6ea1fd027d3ab,39d92bb6d2264a08b8c614e297d7fcade4f6538ee9ea2d042800c2de73042a14,recipe:medical:whole-body-regeneration-medium,medicine:standard|resource:cave-mushroom|resource:mana-crystal|source:quarry,collapsed-inherited-only,0,acquisition-collapsed-inherited-only|delta-over-300pct|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medicine:advanced,E6009161813E98ECEE2F143081ADA098C76DA2E145F015ED5FD61EB8F7545787,medicine:advanced,GPR,price-dependency-review,previous-applied,medicine:advanced,authored-unit-price-gold,54,235,335.18518518518518518518518519,Assets/Resources/SO/Economy/Items/medicine_advanced.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",ec535891f76c57f99f6d44695446a7be77c0c790ee23de6f0f2a63c8c76c126d,4ed06bf0db630daa2052e3fbc9fff7d1f8b250e5d506ffd9d683a011c0aa2645,2876f214a1ad7bf1e139f519aa566820b79753d7e505ef5c67bad849d17f661d,recipe:advanced-medicine,medicine:standard|resource:cave-mushroom|resource:mana-crystal|source:quarry,collapsed-inherited-only,11,acquisition-collapsed-inherited-only|delta-over-300pct|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medicine:vaccine:blood-wasting,251D02D8EFA4C2ED7D7B935608468D026F8B0459020FF6C576C60A4AE846C4A2,medicine:vaccine:blood-wasting,PR,price-dependency-review,previous-applied,medicine:vaccine:blood-wasting,authored-unit-price-gold,29,75,158.62068965517241379310344828,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I71_혈액소모병_백신.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",7fa2e0b460a5d32d145aedb734acbd950459849a73cc33e13ff88413fdd62851,3be07569d2d0137fb291abeebb5e274d4e6dad930188341d6e72e0af85999ab7,21941a215ad4d303cbc16dba053f143df21863cf8e9c8eee77aa61976e03b593,recipe:medicine:vaccine:blood-wasting,medicine:standard|resource:cave-mushroom|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medicine:vaccine:cave-flu,F21DF6E900007C1DF29877C180B07683F8C22766C3AE000AB22C661666111E35,medicine:vaccine:cave-flu,PR,price-dependency-review,previous-applied,medicine:vaccine:cave-flu,authored-unit-price-gold,29,75,158.62068965517241379310344828,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I66_동굴_독감_백신.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",356d60a83ba4929e5b81461cc46f134c9bc541c0201b4f0c05e30340471345da,c204834d67cbb68a814ea290b878ec410b45ad698607d1011624a9e49d8c6406,66c68d473f2d99fcfb90e2fe4339d0c293a890dfed190a01f9cf9e7f6ee792ac,recipe:medicine:vaccine:cave-flu,medicine:standard|resource:cave-mushroom|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medicine:vaccine:gut-rot,DDADF2CF629421A8CF4BE812D9E8CDBF910C1B20D754DFAB8F05339BFEEBC9E4,medicine:vaccine:gut-rot,PR,price-dependency-review,previous-applied,medicine:vaccine:gut-rot,authored-unit-price-gold,29,75,158.62068965517241379310344828,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I68_장부패증_백신.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",811a412965ee401e78c606b8ef32f1a303e6f1b406d0e18be6b4fa28c1840c95,a0887fd9c4d1e8bf15cfb91dec650632e4c507d097eb9b7b721424135bc080dc,a8299c9ed6befebe832f37c28b2fcff2a0c446ac614f78cc3ed379058bd38ab6,recipe:medicine:vaccine:gut-rot,medicine:standard|resource:cave-mushroom|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medicine:vaccine:mana-pox,0BB4DEB7661FA19003F317BCA6CBACF85034E7A0501D2D70D43ADA9354B3274C,medicine:vaccine:mana-pox,PR,price-dependency-review,previous-applied,medicine:vaccine:mana-pox,authored-unit-price-gold,30,76,153.33333333333333333333333333,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I70_마나두창_백신.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",69233462107a35cfa6327fd9d6ec4eed27951c65ae69badca04b1c156c4e73cd,6d5dce0ed44299f5a685f5356b072e41f5dedcd835fe6e600986dbb59379b389,53fd758a515e5a4635f89768a84858bfe5472805d004904108f1e0d6dc9e75bd,recipe:medicine:vaccine:mana-pox,medicine:standard|resource:cave-mushroom|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medicine:vaccine:red-fever,CF9BB3ED872B2C63A4DA3D37D0EAA92E159692A5D2A51ED0553681231EA71623,medicine:vaccine:red-fever,PR,price-dependency-review,previous-applied,medicine:vaccine:red-fever,authored-unit-price-gold,29,75,158.62068965517241379310344828,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I67_적열병_백신.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",05aaa1a24f6944519faab9a749622ff22cdc23221ba15ee1b04416438aaea7e4,9807a469c5be803d5f816467f161b8b4f8c0675b366a9dfe6c0db6e3fdf1121c,150ccf367bef2ed3e8069fb800579b662e227488256d26bea1fa325d3548fde4,recipe:medicine:vaccine:red-fever,medicine:standard|resource:cave-mushroom|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medicine:vaccine:slime-blight,41B90C034A4B840668307DAB14806D505D6C651ECF1406964609716028D53B37,medicine:vaccine:slime-blight,PR,price-dependency-review,previous-applied,medicine:vaccine:slime-blight,authored-unit-price-gold,29,75,158.62068965517241379310344828,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I72_점액역병_백신.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",2c7d48881ce4b2f30d0e73c2285028cfc920b4d364874d7a77f965456ad99690,81f8afdb2e76c117250e6f57b4259639eb82513453428757aca2bf3a0cc8bf1f,f2ff6eac5dcab97739e1873a6dc8c8461bc57fc92f00f269581277c724a135c0,recipe:medicine:vaccine:slime-blight,medicine:standard|resource:cave-mushroom|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:medicine:vaccine:spore-lung,45225F3347FE76A46CE082728FD04BC0CDD12FD6148C23B465B949574323418B,medicine:vaccine:spore-lung,PR,price-dependency-review,previous-applied,medicine:vaccine:spore-lung,authored-unit-price-gold,29,75,158.62068965517241379310344828,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I69_포자폐증_백신.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",5f3b7027b13ee09d214409600620f374b9d1a5b1a12defdfa5d87516e19c1ede,331262db0f782b6fd7ed06415209b94126b59f44bd5dc30d5e8faceef1819b65,0118cd81374898f63052df159f8e6e8de416289c11ac892bce99d1cbf95d9f3e,recipe:medicine:vaccine:spore-lung,medicine:standard|resource:cave-mushroom|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:resource:coal,811A7A3A0B764C1CD46E7EC28B412210C66FBE46946782919AFA747B43D88A0F,resource:coal,PR,price-dependency-review,previous-applied,resource:coal,authored-unit-price-gold,4,9,125,Assets/Resources/SO/Economy/Items/resource_coal.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",2c6d153793e7a56327479c0f5adc09e28d428d14513e4766e1ac0151010f3cdf,0ecfd2fff844500dc55f9c2ef7afe6fc26ddc19f8cf283a6cf880d59bea0caa8,07bd7d818737de45f51641b6595039affd0bd6f60d4913ea1158b7dd578cfad6,source:quarry,source:quarry,warning,3,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:resource:gold-ore,558327B6FE03995B63D5968095C9688FDE9171B31935423C4384C115E894396A,resource:gold-ore,PR,price-dependency-review,previous-applied,resource:gold-ore,authored-unit-price-gold,4,58,1350,Assets/Resources/SO/Economy/Items/resource_gold_ore.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",2c6d153793e7a56327479c0f5adc09e28d428d14513e4766e1ac0151010f3cdf,9dbe09292e5eb881edde58f71b8a02767441a033fb441220c17d2c6c90c88fe0,6b27f8c0ee26ac33eaa238ddf534fe832ceb16775a08a2fc5eec18c5a96881c7,source:quarry,source:quarry,collapsed-inherited-only,2,acquisition-collapsed-inherited-only|delta-over-300pct|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:resource:iron-ore,4D4FCA8D93E75D87C076132B9905C40E5EFF0AED78A78C686873B3378C399ABC,resource:iron-ore,PR,price-dependency-review,previous-applied,resource:iron-ore,authored-unit-price-gold,4,11,175,Assets/Resources/SO/Economy/Items/resource_iron_ore.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",2c6d153793e7a56327479c0f5adc09e28d428d14513e4766e1ac0151010f3cdf,565da19a0fbf54dc79cf7f8fe6743306ff73e32b81cb02301ecec5ddae0e0520,66bd36e8f9a96b6f236fe4a99823c3e028e12a69ca137b4819cb4593739ae43e,source:quarry,resource:iron-ore|source:quarry,warning,2,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:resource:mana-crystal,5894350DE11D92A1C1F044F80EACE7AF5E9CE13BE4288E07FA59EEAF2BAA4A63,resource:mana-crystal,PRS,price-dependency-review,previous-applied,resource:mana-crystal,authored-unit-price-gold,4,172,4200,Assets/Resources/SO/Economy/Items/resource_mana_crystal.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",2c6d153793e7a56327479c0f5adc09e28d428d14513e4766e1ac0151010f3cdf,4c0cad8cf2d75479308d1a3423940bf4d191b019a9bcfb32bdb36165e33dfb5e,d59472ff0143d9f18b01005acfe2696be7c71d066892cc82835fc7f462c840af,source:quarry,resource:mana-crystal|source:quarry,collapsed-inherited-only,18,acquisition-collapsed-inherited-only|delta-over-300pct|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:surgery:prosthetic:eye:left,C3A29DC9C3C9FC04C23383D4D3503F58BF4888323FB3ADEEDBD4C9CDB14DF6F8,surgery:prosthetic:eye:left,P,price-dependency-review,previous-applied,surgery:prosthetic:eye:left,authored-unit-price-gold,149,548,267.78523489932885906040268456,Assets/Resources/SO/Items/Definitions/surgery_prosthetic_eye_left.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",7e7599f4a049192d1731e10231f83a372020af234826d2bd5baa0f0b3c5b8ca2,bfb27d86e1fbbe580d889d77829ba0993b32ce3a9e6ae554db85448862c31652,8ffe148c4955c6e842dcca98429d586a42226e0668473b0c8f17a9ce655655f7,recipe:surgery:artificial-eye,material:iron-ingot|material:steel-ingot|medicine:standard|resource:cave-mushroom|resource:iron-ore|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,formula-consistent candidate; every dependent external inflow root has an exact paid-or-budgeted settlement: material:iron-ingot|material:steel-ingot|medicine:standard|resource:cave-mushroom|resource:iron-ore|resource:mana-crystal,pending-explicit-review
v27.market-review.4,market-atomic:tool:rune-identification-lens,F33A2321E7F8868A693376C8293183298787BA200F4344D7CA504FA60B406700,tool:rune-identification-lens,PR,price-dependency-review,previous-applied,tool:rune-identification-lens,authored-unit-price-gold,66,361,446.96969696969696969696969697,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I106_룬_식별_렌즈.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",42eb9f2379a3e4e826709b14e4be34cc9b50dbb61707def2a798640e334a592b,a6200d698b0450eb26810924dfb0ac36eccee71df31d6ce242626a7459660901,1d39e142596cd00dd35b08c8d9539b8f218f7d5a2f01ea10fbdd49b155fd789d,recipe:tool:rune-identification-lens,resource:mana-crystal|source:quarry,collapsed-inherited-only,0,acquisition-collapsed-inherited-only|delta-over-300pct|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:tool:weather-observation-kit,BDF5B2EBF6A620B442239504A244897B8A3B1FB6913EB2C031082F7EA8BFD39A,tool:weather-observation-kit,PR,price-dependency-review,previous-applied,tool:weather-observation-kit,authored-unit-price-gold,64,362,465.625,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I88_기상_관측_도구함.asset,unitPrice,"max(1,ceil(AcquisitionCost/3000mEWU-per-gold))",9dc75c83e8a03a815035b77d6481c7d88d316b317966a3175f0fb0297010d197,b0762b2d813ff29fc0e3054d4a071e84487a110b1d94799a9aa5602134a206be,0d5fe85342d13ff914b82db3e8eee325b94b081830df06bfb0c70b7d54de835b,recipe:tool:weather-observation-kit,material:lumber|resource:mana-crystal|source:quarry,collapsed-inherited-only,0,acquisition-collapsed-inherited-only|delta-over-300pct|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:ammo:arrow-rune,B38B663893CA87EB15D324CE714E018DAEC14BD71DE6F6273FF8E8253428BF28,ammo:arrow-rune,R,sale-rate-only,provenance-missing,ammo:arrow-rune,authored-market-sale-rate,0.57612121105194092,0.58832323551177979,2.11796132927638059143245441,Assets/Resources/SO/Economy/Items/ammo_arrow_rune.asset,features.Array.data[3].saleRate,max float rate where floor(unitPrice*rate*3000mEWU)<=floor(AcquisitionCost*0.60),1a141fb3c8075a130c5b98d4e19f80dd73a8fd159b22c20b9a5b7cc36b442e57,61113c2a0925ba81bdb353a3774a28cb4953bda298a5ee133e0f68f8d6ba0d6d,378c66664a980e703d1c973aad99d11f377b8ad91f065de942e556bceca3715c,ammo:arrow-rune,material:lumber|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:ammo:bolt-rune,4C008E248F364C014BF932C4979C7EE3F02B4A828288D3BF1E91A88416B369C1,ammo:bolt-rune,R,sale-rate-only,provenance-missing,ammo:bolt-rune,authored-market-sale-rate,0.57621210813522339,0.58834344148635864,2.10535897803249775137232993,Assets/Resources/SO/Economy/Items/ammo_bolt_rune.asset,features.Array.data[3].saleRate,max float rate where floor(unitPrice*rate*3000mEWU)<=floor(AcquisitionCost*0.60),5bdbcd476affce55eab818dd7c7b4c3a56f0883b11b3e98d7ef9f7d5652eaaf7,78d5b6217caf7c3ac3a82e7c8e9927ecbbd5cc8edf3107aa5c80f072e96dbed0,3e56ef789614ed7e86c1f1756b1a967f531def5f9e49309162e417baf61b7eec,ammo:bolt-rune,material:lumber|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:ammo:rune-cartridge,D0469980AA46D62211C014A14D6D829B7ED8D56EBDB6E8B6C48EFA28B995B10D,ammo:rune-cartridge,R,sale-rate-only,provenance-missing,ammo:rune-cartridge,authored-market-sale-rate,0.59013330936431885,0.59796851873397827,1.32770159645781878961067657,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I133_룬_탄약통.asset,features.Array.data[0].saleRate,max float rate where floor(unitPrice*rate*3000mEWU)<=floor(AcquisitionCost*0.60),83ef31d4e0210fef05fbee3b088089235aa72813c664ade6cb1ef18d7c72ffd5,376cb76510c7cfbc208c4098682165ce53305a0a328ca8e63198aa7a6f05458b,3b9c6252f7242fe19d959a31ccebbdae6906574734d8946fc01416ac3b0ad591,ammo:rune-cartridge,material:iron-ingot|material:lumber|material:steel-ingot|resource:iron-ore|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:component:powered-armor-joint,7B3C06DA691C83F21CC5F0EFA4B3D030BFBA25DD2D36452EB55D28A41AE3E180,component:powered-armor-joint,R,sale-rate-only,provenance-missing,component:powered-armor-joint,authored-market-sale-rate,0.59980994462966919,0.59972333908081055,-0.01443883177230604981998395,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I45_동력_갑주_관절.asset,features.Array.data[0].saleRate,max float rate where floor(unitPrice*rate*3000mEWU)<=floor(AcquisitionCost*0.60),f1f84a4084c6dd1bf849b2f9975d7cc8dc8edb79ea39c6995e749a29892b3ccc,e5ab4494abff8e07e55ab00385c3fde14b7fb47aa1f6e18a01ecf4f80a80537c,5a1c27533fe77ad1a018cd44a67701662adaccd0dede66d7345ca0b73f2d0bf9,component:powered-armor-joint,material:blacksteel-ingot|material:iron-ingot|material:steel-ingot|resource:iron-ore|resource:mana-crystal|source:quarry,warning,0,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:component:precision-optics,26873BFD7B77D82E69CA3F75E4F15AFDC13489F277F8CE29E461BC53699BFC5B,component:precision-optics,R,sale-rate-only,provenance-missing,component:precision-optics,authored-market-sale-rate,0.59898191690444946,0.59843933582305908,-0.09058388343248321965163904,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I82_정밀_광학계.asset,features.Array.data[0].saleRate,max float rate where floor(unitPrice*rate*3000mEWU)<=floor(AcquisitionCost*0.60),410fe4bdc5d4213035e171423f903785d9ac096dc97cc1826e04b88c42b8bd10,a378899937cb6b771d454942cf6c26cb5eabd7c08c8031db63da766e8d5af1ea,b88f3124108fd551f9a90a492bd3fee3d8333d0758bd6281b4c685c07cc2d22c,component:precision-optics,resource:mana-crystal|source:quarry,collapsed-inherited-only,2,acquisition-collapsed-inherited-only|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:craft:gold-ornament,94F990059C47794A9BEDE63B3D6BA02F6C96D042376F8C1D0F127BFDBE831014,craft:gold-ornament,R,sale-rate-only,provenance-missing,craft:gold-ornament,authored-market-sale-rate,0.5913703441619873,0.59967511892318726,1.40432722796886281471165458,Assets/Resources/SO/Economy/Items/craft_gold_ornament.asset,features.Array.data[2].saleRate,max float rate where floor(unitPrice*rate*3000mEWU)<=floor(AcquisitionCost*0.60),b96c9d4e712759a40e9fd9b387bdf05a1301b39399e7bb461e31c1dd4933951b,e23811cd9510e2e2eb172f3d8b40dd7ffb2c0c84f9efefdefd169f25ddef365c,e3d97833910cb471c60fd0775c48099c25a456b4fee207e9f0e63a5dc213bffc,craft:gold-ornament,craft:gold-ornament|source:quarry,collapsed-inherited-only,0,acquisition-collapsed-inherited-only|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:material:gold-ingot,C14114ADD5C9C94E9A135E060D26CB21D05C9E77ACD1EAD2076258706FCDA4E0,material:gold-ingot,R,sale-rate-only,provenance-missing,material:gold-ingot,authored-market-sale-rate,0.59259641170501709,0.5969703197479248,0.73809222541917042943979698,Assets/Resources/SO/Economy/Items/material_gold_ingot.asset,features.Array.data[2].saleRate,max float rate where floor(unitPrice*rate*3000mEWU)<=floor(AcquisitionCost*0.60),a291b11d1f4009acad9f85305d382b9733411c5ceb94fc665ad9dc22f22e5c36,265468fcb64c5a5cc2262a0bf4e28a8cace01c9ae2ec5a58355056695a4d800e,3f07a8db0c9763f3310247c03fc78dc61a350562e7ae1cca9e6647bd28e17224,material:gold-ingot,source:quarry,collapsed-inherited-only,7,acquisition-collapsed-inherited-only|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:material:iron-ingot,B2F42FE13748C9AF665BD4C988572E7DD9BF1AFCA20BD67567A8090BBAE78EA3,material:iron-ingot,R,sale-rate-only,provenance-missing,material:iron-ingot,authored-market-sale-rate,0.59159642457962036,0.59630829095840454,0.79646633803312153628122743,Assets/Resources/SO/Economy/Items/material_iron_ingot.asset,features.Array.data[2].saleRate,max float rate where floor(unitPrice*rate*3000mEWU)<=floor(AcquisitionCost*0.60),b8d2efa4bdbf42f53987cd12ef3e6d74e34c1b257f435bd6f1e9998a61676af0,04e03017f45a14a1ca9e0405db19ac8f4e87a68792f2dca90a405b9d995746cc,ee61b512fa42f8d51533a4d0df3d05aba4a45e5fba3103c5853d01f35bf00f4a,material:iron-ingot,material:iron-ingot|resource:iron-ore|source:quarry,warning,10,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:material:mana-alloy,BB7B647C5DA53031CEF8C1935343B7DB5182B37EA3B5E0F7E30EE5BDEEDA8B72,material:mana-alloy,R,sale-rate-only,provenance-missing,material:mana-alloy,authored-market-sale-rate,0.59984654188156128,0.59767824411392212,-0.3614754135012229265907072,Assets/Resources/SO/Economy/Items/ResearchOverhaul/V3I83_마나_합금.asset,features.Array.data[0].saleRate,max float rate where floor(unitPrice*rate*3000mEWU)<=floor(AcquisitionCost*0.60),905e84a6a1e5f8a3cc405c9868a2470b59c0d194e7a915373abfa002b32cdc72,a26cafc198d4b599ab67d45fd95ec8f1e53f95f6e0e64c12723258492cdcfe55,020633321c553332e15982a45262c26fc39f5e65de1ebb8fa039aa20f3fae1ea,material:mana-alloy,material:iron-ingot|material:steel-ingot|resource:iron-ore|resource:mana-crystal|source:quarry,warning,3,acquisition-warning|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
v27.market-review.4,market-atomic:material:rune-leather,925921DD15CE6AD5C4862AC45591B87042B91125410ED92D5126A020AF3AFA41,material:rune-leather,R,sale-rate-only,provenance-missing,material:rune-leather,authored-market-sale-rate,0.59334313869476318,0.59870833158493042,0.90423104950191159132157097,Assets/Resources/SO/Economy/Items/material_rune_leather.asset,features.Array.data[2].saleRate,max float rate where floor(unitPrice*rate*3000mEWU)<=floor(AcquisitionCost*0.60),849eaa76cc9a44273163eff1bfefeed0d79f92f2ce0f205078b62092b1740cdc,a5adbce6c00ab12d2989ecc465a76c0092737720e6a16bd7482ee992f11d561d,79e437ed71d6f39bb94f7d864dc9b990fa9fbb45307893475aafdbfef51787b4,material:rune-leather,material:leather|resource:hide|resource:mana-crystal|source:quarry,collapsed-inherited-only,3,acquisition-collapsed-inherited-only|quarry-cascade,promote-candidate,"large sale-credit rebase reviewed: exact candidate remains within the 60% acquisition cap, causal authored work is applied, and external inflows are closed",pending-explicit-review
