schemaVersion,recipeId,flowRole,roleShapeValid,inputVector,outputVector,physicalInputGrams,cleanWaterGrams,guaranteedOutputGrams,maximumOutputGrams,expectedOutputGrams,wastewaterGrams,minimumResidualGrams,maximumResidualGrams,runtimePhysicalInputGrams,runtimeGuaranteedOutputGrams,runtimeMaximumOutputGrams,runtimeExpectedOutputGrams,runtimeMinimumResidualGrams,runtimeMaximumResidualGrams,probabilisticOutputCount,missingSemanticIds,runtimeProposedMassMismatchIds,massCreationCandidate,runtimeMassCreationCandidate,reviewedContractId,massBalanceStatus,sourceAuthority,sourceDigest
v27.mass.recipe-inventory.3,recipe:component:prototype-package,Transform,true,component:engineering-drawing*1|component:machine-parts*1,component:prototype-package*1@1,3000,0,1100,1100,1100,0,1900,1900,3000,1100,1100,1100,1900,1900,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R29_시제품_설계_묶음.asset,b1d79022da1870b2bb58e6e8fe493c72c3df0eac6b59c967d8d4340717d6da16
v27.mass.recipe-inventory.3,recipe:component:reclaimed-water-filter,Transform,true,material:charcoal*1|textile:sterile-cloth*2,component:reclaimed-water-filter*2@1,2450,0,2300,2300,2300,0,150,150,2450,2300,2300,2300,150,150,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R113_재생수_필터_카트리지.asset,690f2ff0146f7c2713babc5ce785513341eb35eccd90b25bc5a73871217c6401
v27.mass.recipe-inventory.3,recipe:component:room-partition-kit,Transform,true,material:cloth*2|material:treated-lumber*2,component:room-partition-kit*1@1,2700,0,1950,1950,1950,0,750,750,2700,1950,1950,1950,750,750,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R93_방_칸막이_키트.asset,1902f42f2d8875ce3b7e9bcb631f143770376615edecc4b2d95aedd12311e1ad
v27.mass.recipe-inventory.3,recipe:component:rune-bus-coupler,Transform,true,component:rune-conductor*1|material:gold-ingot*1,component:rune-bus-coupler*1@1,3750,0,1200,1200,1200,0,2550,2550,3750,1200,1200,1200,2550,2550,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R35_룬_버스_결합기.asset,fbe01422f84753a9c3c081e6613b904fc83c690089ffcd21fd2a63aa25ce7602
v27.mass.recipe-inventory.3,recipe:component:rune-conductor,Transform,true,material:gold-ingot*1|resource:mana-crystal*3|resource:rune-dust*1,component:rune-conductor*1@1,2450,0,2400,2400,2400,0,50,50,2450,2400,2400,2400,50,50,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R11_룬_도체.asset,b440c2cdd3f9f5c26cd3e021ff811d219d83e0e18655546f71fa39ce8e5ede42
v27.mass.recipe-inventory.3,recipe:component:rune-control-panel,Transform,true,component:precision-parts*1|component:rune-conductor*1,component:rune-control-panel*1@1,4550,0,1200,1200,1200,0,3350,3350,4550,1200,1200,1200,3350,3350,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R34_룬_제어반.asset,4645e65d2d51f37667d31aa69d49df85098d6a208aa72be3c2083c1b8d3dec7b
v27.mass.recipe-inventory.3,recipe:component:rune-leather-lining,Transform,true,material:cloth*2|material:rune-leather*2|resource:mana-crystal*1,component:rune-leather-lining*1@1,1550,0,1350,1350,1350,0,200,200,1550,1350,1350,1350,200,200,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R48_룬가죽_장비_안감.asset,9d866ecdd900cd7cd625db8125e4a24614b1ab2b717fba31930dab3b3536c823
v27.mass.recipe-inventory.3,recipe:component:rune-leather-strap,Transform,true,component:rune-conductor*1|material:rune-leather*1,component:rune-leather-strap*1@1,2800,0,1350,1350,1350,0,1450,1450,2800,1350,1350,1350,1450,1450,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R49_룬가죽_조율_끈.asset,b0cea9a73b7541a24a996c9746be4c5d17e897a567a195b76bb5a7516ddd7388
v27.mass.recipe-inventory.3,recipe:component:rune-purification-crystal,Transform,true,material:mana-alloy*1|resource:mana-crystal*1,component:rune-purification-crystal*1@1,2750,0,1200,1200,1200,0,1550,1550,2750,1200,1200,1200,1550,1550,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R114_룬_정화_결정.asset,73c204f7dd148c692b25059641e97b25e3d8f48c4eafa690f94b0dcf6dcb9877
v27.mass.recipe-inventory.3,recipe:component:rune-tuning-shield,Transform,true,component:mana-shield-plate*1|component:rune-conductor*1,component:rune-tuning-shield*1@1,4750,0,2550,2550,2550,0,2200,2200,4750,2550,2550,2550,2200,2200,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R32_룬_조율_차폐판.asset,7906eac29dd1d91fd12a88f2464e708325f6235fff70347275cf10f8c4658068
v27.mass.recipe-inventory.3,recipe:component:sealed-seasonal-container,Transform,true,material:hardened-leather*1|material:laminated-lumber*2,component:sealed-seasonal-container*1@1,4150,0,1800,1800,1800,0,2350,2350,4150,1800,1800,1800,2350,2350,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R103_밀폐형_계절_보관함.asset,6908f39b70b2224f19d3b1b9dd720114c3acb3e8070d401d1442d34906daeef4
v27.mass.recipe-inventory.3,recipe:component:siege-counterweight,Transform,true,component:lead-counterweight*1|component:machine-parts*1,component:siege-counterweight*1@1,4200,0,2350,2350,2350,0,1850,1850,4200,2350,2350,2350,1850,1850,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R31_공성_균형추_조립품.asset,a03f541926b0ea83885603171ee53a9ade383f6c28642e5a6397ee063b84e594
v27.mass.recipe-inventory.3,recipe:component:siege-reinforcement-kit,Transform,true,component:machine-parts*1|material:plate-blank*2,component:siege-reinforcement-kit*1@1,6300,0,2350,2350,2350,0,3950,3950,6300,2350,2350,2350,3950,3950,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R107_공성_보강_키트.asset,04f454160bed7fd11123789d3111e32a91190f0b571d40696bd2b4d93c567d70
v27.mass.recipe-inventory.3,recipe:component:stock-sensor-panel,Transform,true,component:machine-parts*1|component:precision-parts*1,component:stock-sensor-panel*1@1,4250,0,2350,2350,2350,0,1900,1900,4250,2350,2350,2350,1900,1900,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R24_재고_감지반.asset,01e2b47156773a68dcc923ea35796697d95227b59f8c0f1177bad37e0c4bd69a
v27.mass.recipe-inventory.3,recipe:component:temporal-stasis-seal,Transform,true,component:mana-shield-plate*1|component:precision-parts*2|component:rune-conductor*2|resource:mana-crystal*2,component:temporal-stasis-seal*1@1,12150,0,2650,2650,2650,0,9500,9500,12150,2650,2650,2650,9500,9500,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R55_시간_고정_인장.asset,a1cdfac26b2d3468bfa0ad6e3090b1cd77e3a828155556aff0720bc341815cef
v27.mass.recipe-inventory.3,recipe:component:textile-hardener,Transform,true,material:starch*2|resource:clean-water*3|resource:dark-resin*1,component:textile-hardener*2@1,2200,0,2200,2200,2200,0,0,0,2200,2200,2200,2200,0,0,0,,,false,false,balanced-exact@1,balanced-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R52_직물_경화제.asset,b8fe28ec6ab3859185b7e8400861b538c2f3d2d01104df4787822c07e0069926
v27.mass.recipe-inventory.3,recipe:component:waterwheel-drive-shaft,Transform,true,material:laminated-lumber*2|material:spring-steel*1,component:waterwheel-drive-shaft*1@1,5350,0,3150,3150,3150,0,2200,2200,5350,3150,3150,3150,2200,2200,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R112_수차_구동축.asset,c7db03f89a941e1296a2dde05fc75fae7e41466cef243db6aa6d77fdc5db2d7f
v27.mass.recipe-inventory.3,recipe:compost-animal,Transform,true,resource:bone*1|waste:animal-rot*2,material:compost*1@1,1800,0,700,700,700,0,1100,1100,1800,700,700,700,1100,1100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_compost_animal.asset,b5242d407756dfff5e22957c3734774ba32d002cecd9d85cc2be27e3c43de330
v27.mass.recipe-inventory.3,recipe:compost-manure,Transform,true,resource:grass-straw*1|resource:manure*2,material:compost*1@1,1080,0,700,700,700,0,380,380,1080,700,700,700,380,380,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_compost_manure.asset,ce8b6f9251b78b84341cdf1cf7d9c8474a6ed70ace75b50f06201f8988adb8f0
v27.mass.recipe-inventory.3,recipe:compost-mixed,Transform,true,resource:grass-straw*1|waste:mixed-rot*2,material:compost*1@1,1380,0,700,700,700,0,680,680,1380,700,700,700,680,680,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_compost_mixed.asset,921c1343db065ce38794269e2f11ac9f054bf539d9a0bd733dcde423ecc90f05
v27.mass.recipe-inventory.3,recipe:compost-plant,Transform,true,waste:plant-rot*2,material:compost*1@1,1200,0,700,700,700,0,500,500,1200,700,700,700,500,500,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_compost_plant.asset,2519839e909cf892e8a02a2dc24544ee63f3997d8b19b80bc94870f328a96e48
v27.mass.recipe-inventory.3,recipe:craft:dreamweave-ritual-banner,Transform,true,material:dreamweave*1|material:gold-ingot*1,craft:dreamweave-ritual-banner*1@1,1470,0,1350,1350,1350,0,120,120,1470,1350,1350,1350,120,120,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R47_몽직물_의식_장식.asset,e21a5a3f80926dd0b2bfdab1aa3758cb9a25c0f93a47f34427319f00bdabfaad
v27.mass.recipe-inventory.3,recipe:craft:toxic-trap-coating,Transform,true,material:rot-toxin*5|resource:dark-resin*5,craft:toxic-trap-coating*2@1,2000,0,2000,2000,2000,0,0,0,2000,2000,2000,2000,0,0,0,,,false,false,balanced-exact@1,balanced-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R50_독성_함정_도포제.asset,c69b3f67582d2f69878ebb7f8db1862923ebe6372886447bfd6f9bae6976656d
v27.mass.recipe-inventory.3,recipe:curd,Transform,true,resource:milk*3|resource:saltstone*1,material:curd*2@1,2900,200,900,900,900,2100,100,100,2900,900,900,900,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_curd.asset,82b1ab295852d1339fce30f191270dcc6b54481c7d55aa405b08426d1197248d
v27.mass.recipe-inventory.3,recipe:dog-food,Transform,true,resource:twilight-grain*1|waste:animal-rot*1,feed:dog-food*2@1,1050,0,1050,1050,1050,0,0,0,1050,1050,1050,1050,0,0,0,,,false,false,recipe:dog-food,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_dog_food.asset,0920f1c89f0df518367e9d4384d53dc3a450b7a964ee87e81f2abf90c23137f6
v27.mass.recipe-inventory.3,recipe:dog-food-fresh,Transform,true,resource:meat*1|resource:twilight-grain*1,feed:dog-food*2@1,1050,0,1050,1050,1050,0,0,0,1050,1050,1050,1050,0,0,0,,,false,false,recipe:dog-food-fresh,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_dog_food_fresh.asset,1401861ee6e94444b7a6d3067902cafd934a5bc96efb57822fff94d55526b238
v27.mass.recipe-inventory.3,recipe:dough,Transform,true,material:flour*2|resource:egg*1,material:dough*2@1,850,300,1000,1000,1000,100,50,50,850,1000,1000,1000,50,50,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_dough.asset,0a3bdc3cab70c05588ce20dc136760b58235db00091d8d7882122a94dee9b794
v27.mass.recipe-inventory.3,recipe:dreamleaf-analgesic,Transform,true,material:alchemical-solvent*1|resource:dreamleaf*2,drug:dreamleaf-analgesic*1@1,460,0,425,425,425,0,35,35,460,425,425,425,35,35,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_dreamleaf_analgesic.asset,6134b664f8f2240a3d2da7f086fec1b9bafd413448cdabfc9f2c9cf61bbb79d9
v27.mass.recipe-inventory.3,recipe:dreamweave,Transform,true,material:cloth*2|resource:dreamleaf*2|resource:mana-crystal*1,material:dreamweave*1@1,910,0,120,120,120,0,790,790,910,120,120,120,790,790,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_dreamweave.asset,595761ed6402fc3ff4822b7446d32bf211652f04410d034b9d5068cab7d218cf
v27.mass.recipe-inventory.3,recipe:egg-pancake,Transform,true,material:flour*1|resource:egg*2|resource:milk*1,food:egg-pancake*2@1,1600,100,1300,1300,1300,75,325,325,1600,1300,1300,1300,325,325,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_egg_pancake.asset,3ea637aef82dc0e857c1737d690a78324946c5587c50efe6873264477ad3b0b9
v27.mass.recipe-inventory.3,recipe:expedition-ration-pack,Transform,true,material:ration-mixture*1|material:salted-meat*1|material:starch*2,food:expedition-ration-pack*2@1,1700,0,1500,1500,1500,0,200,200,1700,1500,1500,1500,200,200,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_expedition_ration_pack.asset,81a301d0f946330eebbe781039d559f25963ae8d8a4d5a98d53ac95d1df4fdb1
v27.mass.recipe-inventory.3,recipe:fang-poison,Transform,true,material:alchemical-solvent*1|resource:fang*2,craft:fang-poison*1@1,600,0,550,550,550,0,50,50,600,550,550,550,50,50,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_fang_poison.asset,49ebf108afa44e6bfe9127f1b6359a08d0d10057dcf3868f5bc4ca639fc65f78
v27.mass.recipe-inventory.3,recipe:fermented-liquor,Transform,true,material:malt*2,material:fermented-liquor*2@1,700,350,1000,1000,1000,0,50,50,700,1000,1000,1000,50,50,0,,,false,false,recipe:fermented-liquor,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_fermented_liquor.asset,f4355e867b759e30914be0bb493c17467aa66c744be1e7986ddb3294079f31e9
v27.mass.recipe-inventory.3,recipe:fermented-pickle,Transform,true,craft:fermented-vinegar*1|material:brined-vegetable*2,food:fermented-pickle*2@1,1400,600,900,900,900,1000,100,100,1400,900,900,900,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_fermented_pickle.asset,3c05490635947d967d59d1c1341437c5432859d5b456ff348152b94422f92ae8
v27.mass.recipe-inventory.3,recipe:fermented-vinegar,Transform,true,material:fermented-liquor*1,craft:fermented-vinegar*2@1,500,350,800,800,800,0,50,50,500,800,800,800,50,50,0,,,false,false,recipe:fermented-vinegar,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_fermented_vinegar.asset,bbb7b8892f0d78da915da164cad00fb54a23fe00594b658e4c58e8d13a013198
v27.mass.recipe-inventory.3,recipe:fresh-curd,Transform,true,material:curd*1,food:fresh-curd*2@1,450,0,450,450,450,0,0,0,450,450,450,450,0,0,0,,,false,false,recipe:fresh-curd,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_fresh_curd.asset,8451050231743a4a6bada6649b7baeefa945ee24dcd9fc97e5aa8f1f4915daf6
v27.mass.recipe-inventory.3,recipe:garden-meal,Transform,true,resource:cave-mushroom*1|resource:ember-root*1|resource:twilight-grain*1,food:garden-meal*2@1,1050,700,1500,1500,1500,200,50,50,1050,1500,1500,1500,50,50,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_garden_meal.asset,0cafb23d866a988d53dedbc0928a599daa3924e94b8c62b2354b99a74bb1e169
v27.mass.recipe-inventory.3,recipe:gold-ingot,Transform,true,resource:coal*1|resource:gold-ore*2,material:gold-ingot*1@1,3400,0,1350,1350,1350,0,2050,2050,3400,1350,1350,1350,2050,2050,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_gold_ingot.asset,693946da6358d966f37a613f047f97471e9d089564ad598ba45f12eed9d69cad
v27.mass.recipe-inventory.3,recipe:gold-leaf,Transform,true,resource:dark-resin*1|resource:gold-ore*1,craft:gold-ornament*1@1,1500,0,400,400,400,0,1100,1100,1500,400,400,400,1100,1100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_gold_leaf.asset,34390952428dea989c82494cde51006b0d12d704849521d02c2d25d06e8b1451
v27.mass.recipe-inventory.3,recipe:gold-ornament,Transform,true,material:gold-ingot*1|resource:mana-crystal*1,craft:gold-ornament*1@1,1700,0,400,400,400,0,1300,1300,1700,400,400,400,1300,1300,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_gold_ornament.asset,954faf676748e790190689602cc0d70f17eaac7c21a98ca837c4ed766fe940de
v27.mass.recipe-inventory.3,recipe:grain-porridge,Transform,true,resource:twilight-grain*6,food:grain-porridge*6@1,2100,1700,3600,3600,3600,100,100,100,2100,3600,3600,3600,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_grain_porridge.asset,2592e9fcaaabf5928bfeed7412e540fe8835980b87c96269088613c9cc62efb2
v27.mass.recipe-inventory.3,recipe:grape-juice,Transform,true,resource:night-grape*3,material:grape-juice*2@1,750,50,750,750,750,25,25,25,750,750,750,750,25,25,0,,,false,false,recipe:grape-juice,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_grape_juice.asset,8ffb75f8506fe0778423528800fce3fa2437175c020d4e8b38050a1a8ed36647
v27.mass.recipe-inventory.3,recipe:grape-syrup,Transform,true,material:grape-juice*1,food:grape-syrup*2@1,375,0,350,350,350,0,25,25,375,350,350,350,25,25,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_grape_syrup.asset,810777c84ff8090c448ccca2570b777c2a0b12bc2eb9589d5f9ac81fc77796d0
v27.mass.recipe-inventory.3,recipe:hallucinogenic-distillate,Transform,true,material:alcohol*1|resource:cave-mushroom*2,drug:hallucinogenic-distillate*1@1,1000,0,900,900,900,0,100,100,1000,900,900,900,100,100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_hallucinogenic_distillate.asset,1b6bd36060290e5c7b27e55bb02f73951d6275d54492126d09abbe8c3eb674bb
v27.mass.recipe-inventory.3,recipe:hay-feed,Transform,true,resource:grass-straw*3|resource:twilight-grain*1,feed:hay*3@1,590,0,588,588,588,0,2,2,590,588,588,588,2,2,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_hay_feed.asset,24466e522377bc4b57d4426e0007d6be0b8e9e31170f4a4ec664c2da636ee1dd
v27.mass.recipe-inventory.3,recipe:herbal-poultice,Transform,true,resource:moonflower*1|resource:shade-fiber*1,medicine:herbal-poultice*2@1,200,250,400,400,400,0,50,50,200,400,400,400,50,50,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_herbal_poultice.asset,787b4489ba429e1c728228888e39b349c2cf425f831883c8fac4ff5256a3769d
v27.mass.recipe-inventory.3,recipe:incinerate-animal,Sink,true,waste:animal-rot*1,,700,0,0,0,0,0,700,700,700,0,0,0,700,700,0,,,false,false,,sink-explicit-mass,Assets/Resources/SO/Economy/Recipes/recipe_incinerate_animal.asset,88516f8de5c987c41a951c940476de92d48285f54bc81a1be87c90fd878b6684
v27.mass.recipe-inventory.3,recipe:incinerate-forbidden,Sink,true,waste:forbidden-rot*1,,700,0,0,0,0,0,700,700,700,0,0,0,700,700,0,,,false,false,,sink-explicit-mass,Assets/Resources/SO/Economy/Recipes/recipe_incinerate_forbidden.asset,3f2aa7b61268d4f3b118ba4521c4e065722c85c55cdb0d93495afb7004bfa079
v27.mass.recipe-inventory.3,recipe:incinerate-mixed,Sink,true,waste:mixed-rot*1,,650,0,0,0,0,0,650,650,650,0,0,0,650,650,0,,,false,false,,sink-explicit-mass,Assets/Resources/SO/Economy/Recipes/recipe_incinerate_mixed.asset,9bc41a94248df40cb7c1a3d60443fc88c60e10645e2961ca0293d1477230754a
v27.mass.recipe-inventory.3,recipe:incinerate-plant,Sink,true,waste:plant-rot*1,,600,0,0,0,0,0,600,600,600,0,0,0,600,600,0,,,false,false,,sink-explicit-mass,Assets/Resources/SO/Economy/Recipes/recipe_incinerate_plant.asset,7d28900548434546fb902cd6cf787dd289fd72590ef4ac4e92a02daa04f4a852
v27.mass.recipe-inventory.3,recipe:iron-ingot,Transform,true,resource:coal*1|resource:iron-ore*2,material:iron-ingot*1@1,3200,0,900,900,900,0,2300,2300,3200,900,900,900,2300,2300,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_iron_ingot.asset,9667653051186a41c5c21a63a4de71a3b5b913f32370c146de32cc2cd5136be0
v27.mass.recipe-inventory.3,recipe:iron-slag-block,Transform,true,resource:iron-ore*2,material:stone-block*1@1,2400,0,1300,1300,1300,0,1100,1100,2400,1300,1300,1300,1100,1100,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_iron_slag_block.asset,d262ae86193f761dd683208fa753a557e5c59cc598ca6453a478d89192f722c5
v27.mass.recipe-inventory.3,recipe:jerky,Transform,true,material:salted-meat*2,food:jerky*2@1,1300,0,900,900,900,0,400,400,1300,900,900,900,400,400,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_jerky.asset,0f5e852df6262145ff76580d0a7d727b20df967bc07fc57572705eb3af458f02
v27.mass.recipe-inventory.3,recipe:lavish-meat,Transform,true,material:cheese*1|resource:meat*2|resource:night-grape*2,food:lavish-meat*2@1,2300,150,2000,2000,2000,125,325,325,2300,2000,2000,2000,325,325,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_lavish_meat.asset,e5c403aa99a98b9fb4317dabb1579e59fc246ed00673a2a99af278d5fc7e4e00
v27.mass.recipe-inventory.3,recipe:lavish-vegan,Transform,true,material:flour*2|material:syrup*1|resource:cave-mushroom*2|resource:ember-root*1,food:lavish-vegan*2@1,1900,150,1800,1800,1800,125,125,125,1900,1800,1800,1800,125,125,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_lavish_vegan.asset,1823bd54e6e2817bdfd25b2503827a52620bde71796c57a359244f7e8479c2b9
v27.mass.recipe-inventory.3,recipe:leather,Transform,true,resource:hide*2|resource:saltstone*1,material:leather*2@1,2300,0,900,900,900,0,1400,1400,2300,900,900,900,1400,1400,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_leather.asset,1d30f6d6356a33a8553f5cc37372e1bc39f370580c1b57850f1f41faadcefd53
v27.mass.recipe-inventory.3,recipe:loot-appraisal,Transform,true,offense:unappraised-loot*10,offense:appraised-valuables*10@1,500,0,500,500,500,0,0,0,500,500,500,500,0,0,0,,,false,false,balanced-exact@1,balanced-exact,Assets/Resources/SO/Economy/Recipes/recipe_loot_appraisal.asset,d849be702ebfd64f15fe06149f4a35a3f9bed01af012ec65fa220690834461c3
v27.mass.recipe-inventory.3,recipe:low-fuel-animal,Transform,true,resource:grass-straw*1|waste:animal-rot*4,material:low-fuel*1@1,2880,0,800,800,800,0,2080,2080,2880,800,800,800,2080,2080,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_low_fuel_animal.asset,1b12cd10da26c9fb19e80749076e4686d17e3b0b8efa913b46525eca73c18725
v27.mass.recipe-inventory.3,recipe:low-fuel-manure,Transform,true,resource:grass-straw*1|resource:manure*3,material:low-fuel*1@1,1580,0,800,800,800,0,780,780,1580,800,800,800,780,780,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_low_fuel_manure.asset,2446aea25f1ed63d5c35f606c4f74c383f565eca8291809ad66f06abe1cacea9
v27.mass.recipe-inventory.3,recipe:low-fuel-plant,Transform,true,resource:grass-straw*1|waste:plant-rot*4,material:low-fuel*1@1,2480,0,800,800,800,0,1680,1680,2480,800,800,800,1680,1680,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_low_fuel_plant.asset,f292277425147f8c3fef4805465f3bd979fc8fa3dd194ebf7e84d48b43fffdad
v27.mass.recipe-inventory.3,recipe:low-fuel-rot,Transform,true,resource:grass-straw*1|waste:mixed-rot*4,material:low-fuel*1@1,2680,0,800,800,800,0,1880,1880,2680,800,800,800,1880,1880,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_low_fuel_rot.asset,80c8ed308877bc8b47a95cad89affe210ae52ba5e279aece7dcbcb0ec874c4a4
v27.mass.recipe-inventory.3,recipe:malt,Transform,true,resource:twilight-grain*2,material:malt*2@1,700,0,700,700,700,0,0,0,700,700,700,700,0,0,0,,,false,false,recipe:malt,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_malt.asset,7237523e98164e9162fb2fb0b37c58b889d7a9564b9968f2b493fd12cdcd4a12
v27.mass.recipe-inventory.3,recipe:malt-porridge,Transform,true,material:malt*1,food:malt-porridge*2@1,350,750,1100,1100,1100,0,0,0,350,1100,1100,1100,0,0,0,,,false,false,recipe:malt-porridge,reviewed-exact,Assets/Resources/SO/Economy/Recipes/Workshop/recipe_malt_porridge.asset,e69e4129d32676531c0afe5163e2e687ed8ea373699b9582326c91c1e4245172
v27.mass.recipe-inventory.3,recipe:mana-awakener,Transform,true,material:alchemical-solvent*1|resource:mana-crystal*1|resource:moonflower*1,drug:mana-awakener*1@1,730,0,650,650,650,0,80,80,730,650,650,650,80,80,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/recipe_mana_awakener.asset,ff888ba751be1b2e26889ca7a2becae896b03a61cb6f9aa2650e858d9f05ceda
v27.mass.recipe-inventory.3,recipe:material:barrel-steel,Transform,true,material:spring-steel*1|material:steel-ingot*3,material:barrel-steel*2@1,4700,0,4300,4300,4300,0,400,400,4700,4300,4300,4300,400,400,0,,,false,false,process-loss@1,reviewed-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R78_총열강.asset,62ffb886919f4a629ee11b608fbc546565290749f17adcbf96f337621bf1c930
v27.mass.recipe-inventory.3,recipe:material:black-powder,Transform,true,material:charcoal*2|material:niter*4|resource:sulfur*2,material:black-powder*6@1,13200,0,13200,13200,13200,0,0,0,13200,13200,13200,13200,0,0,0,,,false,false,balanced-exact@1,balanced-exact,Assets/Resources/SO/Economy/Recipes/ResearchOverhaul/V3R13_흑색화약.asset,9b869210ce37d061dfce4b3e04d3c69262b3cb1491768da81ab13c70480d2c09
