RESULT=PASS; cells=360; populations=5; technologyStages=6; survivalProfiles=3; emergencies=4; surviving=226; recoveredByDay7=293; zeroGrowth=108
PASS V27_LABOR_MATRIX_360_CELLS count=360
PASS V27_LABOR_MATRIX_ACTUAL_EFFECTIVE_RATIO actual=50; effective=45
PASS V27_LABOR_MATRIX_TECH_MONOTONIC stages=6
PASS V27_LABOR_MATRIX_SURVIVAL_MONOTONIC profiles=shortage,normal,surplus
PASS V27_LABOR_MATRIX_GROWTH_CUT_FIRST deficitGrowthCells=0
PASS V27_LABOR_MATRIX_SHORTAGE_CRISIS_EXPOSED emergencyShortageSurvivors=0
population|stage|survival|emergency|actualPerAdult|effectivePerAdult|unavailable|responders|available|essentialWu|coverage|growthWu|deficitWu|foodAfter|waterAfter|survives|recoversDay7
12|Endless|surplus|guard|100|90|0|3|9|162|5|648|0|11|11|true|true
24|NoResearch|shortage|none|50|45|0|0|24|972|1.111111|108|0|2|2|true|true
24|NoResearch|shortage|medical|50|45|5|1|18|972|0.833333|0|162|0|0|false|false
24|NoResearch|shortage|invasion|50|45|3|6|15|972|0.694444|0|297|0|0|false|false
24|NoResearch|shortage|guard|50|45|0|5|19|972|0.87963|0|117|0|0|false|false
24|NoResearch|normal|none|50|45|0|0|24|540|2|540|0|7|7|true|true
24|NoResearch|normal|medical|50|45|5|1|18|540|1.5|270|0|4|4|true|true
24|NoResearch|normal|invasion|50|45|3|6|15|540|1.25|135|0|4|4|true|true
24|NoResearch|normal|guard|50|45|0|5|19|540|1.583333|315|0|4|4|true|true
24|NoResearch|surplus|none|50|45|0|0|24|324|3.333333|756|0|14|14|true|true
24|NoResearch|surplus|medical|50|45|5|1|18|324|2.5|486|0|11|11|true|true
24|NoResearch|surplus|invasion|50|45|3|6|15|324|2.083333|351|0|11|11|true|true
24|NoResearch|surplus|guard|50|45|0|5|19|324|2.638889|531|0|11|11|true|true
24|Early|shortage|none|54.5|49.05|0|0|24|972|1.211111|205.2|0|2|2|true|true
24|Early|shortage|medical|54.5|49.05|5|1|18|972|0.908333|0|89.10004|0|0|false|true
24|Early|shortage|invasion|54.5|49.05|3|6|15|972|0.756944|0|236.25|0|0|false|false
24|Early|shortage|guard|54.5|49.05|0|5|19|972|0.958796|0|40.04999|0|0|false|false
24|Early|normal|none|54.5|49.05|0|0|24|540|2.18|637.2|0|7|7|true|true
24|Early|normal|medical|54.5|49.05|5|1|18|540|1.635|342.9|0|4|4|true|true
24|Early|normal|invasion|54.5|49.05|3|6|15|540|1.3625|195.75|0|4|4|true|true
24|Early|normal|guard|54.5|49.05|0|5|19|540|1.725833|391.95|0|4|4|true|true
24|Early|surplus|none|54.5|49.05|0|0|24|324|3.633333|853.2|0|14|14|true|true
24|Early|surplus|medical|54.5|49.05|5|1|18|324|2.725|558.9|0|11|11|true|true
24|Early|surplus|invasion|54.5|49.05|3|6|15|324|2.270833|411.75|0|11|11|true|true
24|Early|surplus|guard|54.5|49.05|0|5|19|324|2.876389|607.95|0|11|11|true|true
24|Middle|shortage|none|62.5|56.25|0|0|24|972|1.388889|378|0|2|2|true|true
24|Middle|shortage|medical|62.5|56.25|5|1|18|972|1.041667|40.5|0|0|0|false|true
24|Middle|shortage|invasion|62.5|56.25|3|6|15|972|0.868056|0|128.25|0|0|false|false
24|Middle|shortage|guard|62.5|56.25|0|5|19|972|1.099537|96.75|0|0|0|false|false
24|Middle|normal|none|62.5|56.25|0|0|24|540|2.5|810|0|7|7|true|true
24|Middle|normal|medical|62.5|56.25|5|1|18|540|1.875|472.5|0|4|4|true|true
24|Middle|normal|invasion|62.5|56.25|3|6|15|540|1.5625|303.75|0|4|4|true|true
24|Middle|normal|guard|62.5|56.25|0|5|19|540|1.979167|528.75|0|4|4|true|true
24|Middle|surplus|none|62.5|56.25|0|0|24|324|4.166667|1026|0|14|14|true|true
24|Middle|surplus|medical|62.5|56.25|5|1|18|324|3.125|688.5|0|11|11|true|true
24|Middle|surplus|invasion|62.5|56.25|3|6|15|324|2.604167|519.75|0|11|11|true|true
24|Middle|surplus|guard|62.5|56.25|0|5|19|324|3.298611|744.75|0|11|11|true|true
24|Industrial|shortage|none|74.5|67.05|0|0|24|972|1.655556|637.2001|0|2|2|true|true
24|Industrial|shortage|medical|74.5|67.05|5|1|18|972|1.241667|234.9|0|0|0|false|true
24|Industrial|shortage|invasion|74.5|67.05|3|6|15|972|1.034722|33.75006|0|0|0|false|true
24|Industrial|shortage|guard|74.5|67.05|0|5|19|972|1.310648|301.9501|0|0|0|false|true
24|Industrial|normal|none|74.5|67.05|0|0|24|540|2.98|1069.2|0|7|7|true|true
24|Industrial|normal|medical|74.5|67.05|5|1|18|540|2.235|666.9|0|4|4|true|true
24|Industrial|normal|invasion|74.5|67.05|3|6|15|540|1.8625|465.7501|0|4|4|true|true
24|Industrial|normal|guard|74.5|67.05|0|5|19|540|2.359167|733.9501|0|4|4|true|true
24|Industrial|surplus|none|74.5|67.05|0|0|24|324|4.966667|1285.2|0|14|14|true|true
24|Industrial|surplus|medical|74.5|67.05|5|1|18|324|3.725|882.9|0|11|11|true|true
24|Industrial|surplus|invasion|74.5|67.05|3|6|15|324|3.104167|681.7501|0|11|11|true|true
24|Industrial|surplus|guard|74.5|67.05|0|5|19|324|3.931945|949.9501|0|11|11|true|true
24|Late|shortage|none|85|76.5|0|0|24|972|1.888889|864|0|2|2|true|true
24|Late|shortage|medical|85|76.5|5|1|18|972|1.416667|405|0|0|0|false|true
24|Late|shortage|invasion|85|76.5|3|6|15|972|1.180556|175.5|0|0|0|false|true
24|Late|shortage|guard|85|76.5|0|5|19|972|1.49537|481.5|0|0|0|false|true
24|Late|normal|none|85|76.5|0|0|24|540|3.4|1296|0|7|7|true|true
24|Late|normal|medical|85|76.5|5|1|18|540|2.55|837|0|4|4|true|true
24|Late|normal|invasion|85|76.5|3|6|15|540|2.125|607.5|0|4|4|true|true
24|Late|normal|guard|85|76.5|0|5|19|540|2.691667|913.5|0|4|4|true|true
24|Late|surplus|none|85|76.5|0|0|24|324|5.666667|1512|0|14|14|true|true
24|Late|surplus|medical|85|76.5|5|1|18|324|4.25|1053|0|11|11|true|true
24|Late|surplus|invasion|85|76.5|3|6|15|324|3.541667|823.5|0|11|11|true|true
24|Late|surplus|guard|85|76.5|0|5|19|324|4.486111|1129.5|0|11|11|true|true
24|Endless|shortage|none|100|90|0|0|24|972|2.222222|1188|0|2|2|true|true
24|Endless|shortage|medical|100|90|5|1|18|972|1.666667|648|0|0|0|false|true
24|Endless|shortage|invasion|100|90|3|6|15|972|1.388889|378|0|0|0|false|true
24|Endless|shortage|guard|100|90|0|5|19|972|1.759259|738|0|0|0|false|true
24|Endless|normal|none|100|90|0|0|24|540|4|1620|0|7|7|true|true
24|Endless|normal|medical|100|90|5|1|18|540|3|1080|0|4|4|true|true
24|Endless|normal|invasion|100|90|3|6|15|540|2.5|810|0|4|4|true|true
24|Endless|normal|guard|100|90|0|5|19|540|3.166667|1170|0|4|4|true|true
24|Endless|surplus|none|100|90|0|0|24|324|6.666667|1836|0|14|14|true|true
24|Endless|surplus|medical|100|90|5|1|18|324|5|1296|0|11|11|true|true
24|Endless|surplus|invasion|100|90|3|6|15|324|4.166667|1026|0|11|11|true|true
24|Endless|surplus|guard|100|90|0|5|19|324|5.277778|1386|0|11|11|true|true
