"stable_id","display_name","source_path","authored_category","grid_layer","asset_classification","design_boundary","composition_contract","source_declared_function","classification_evidence","status"
"building:1034","표본보관장","Assets/Resources/SO/Building/Modular/Q05_표본보관장.asset","Crafting (제작)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 연구 수용력, 재고 보관이다. 건설에는 작업량 102, 재료 material:treated-lumber×4, material:iron-ingot×2이 필요하다.","category=Crafting (제작); layer=Building; path=Assets/Resources/SO/Building/Modular/Q05_표본보관장.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1035","설계판","Assets/Resources/SO/Building/Modular/Q06_설계판.asset","Crafting (제작)","Wall Fixture","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 연구 수용력이다. 건설에는 작업량 81, 재료 material:treated-lumber×5, component:engineering-drawing×1이 필요하다.","category=Crafting (제작); layer=Wall Fixture; path=Assets/Resources/SO/Building/Modular/Q06_설계판.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1036","마력수정선반","Assets/Resources/SO/Building/Modular/M01_마력수정선반.asset","Resource (자원)","Building","world-resource-node","채취·환경 자원 노드이며 방 기능이나 건물 빌드 선택으로 세지지 않음","해당 없음: 세계 자원","시설의 고유 역할은 욕구 회복, 생산 공정, 재고 보관이다. 건설에는 작업량 134, 재료 material:lumber×6, component:rune-conductor×1이 필요하다.","category=Resource (자원); layer=Building; path=Assets/Resources/SO/Building/Modular/M01_마력수정선반.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1037","마력저장조","Assets/Resources/SO/Building/Modular/M02_마력저장조.asset","Resource (자원)","Building","world-resource-node","채취·환경 자원 노드이며 방 기능이나 건물 빌드 선택으로 세지지 않음","해당 없음: 세계 자원","시설의 고유 역할은 욕구 회복, 생산 공정, 재고 보관이다. 건설에는 작업량 216, 재료 material:stone-block×6, component:rune-conductor×3이 필요하다.","category=Resource (자원); layer=Building; path=Assets/Resources/SO/Building/Modular/M02_마력저장조.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1038","룬안정기","Assets/Resources/SO/Building/Modular/M03_룬안정기.asset","Resource (자원)","Building","world-resource-node","채취·환경 자원 노드이며 방 기능이나 건물 빌드 선택으로 세지지 않음","해당 없음: 세계 자원","시설 동작은 BuildingEconomyAbility, BuildingEvolutionAbility, BuildingFacilityPartAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 81, 재료 material:stone-block×6, component:rune-conductor×3, material:iron-ingot×1이 필요하다.","category=Resource (자원); layer=Building; path=Assets/Resources/SO/Building/Modular/M03_룬안정기.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1039","의식초점석","Assets/Resources/SO/Building/Modular/M04_의식초점석.asset","Resource (자원)","Building","world-resource-node","채취·환경 자원 노드이며 방 기능이나 건물 빌드 선택으로 세지지 않음","해당 없음: 세계 자원","시설의 고유 역할은 욕구 회복, 생산 공정이다. 건설에는 작업량 378, 재료 material:stone-block×6, component:rune-conductor×3, craft:dreamweave-ritual-banner×1이 필요하다.","category=Resource (자원); layer=Building; path=Assets/Resources/SO/Building/Modular/M04_의식초점석.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1040","훈련허수아비","Assets/Resources/SO/Building/Modular/T01_훈련허수아비.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 욕구 회복, 훈련이다. 건설에는 작업량 316, 재료 material:lumber×8, material:cloth×2, material:iron-ingot×2이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/Modular/T01_훈련허수아비.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1041","사격과녁","Assets/Resources/SO/Building/Modular/T02_사격과녁.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 욕구 회복, 훈련이다. 건설에는 작업량 316, 재료 material:lumber×8, material:cloth×2, material:iron-ingot×2이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/Modular/T02_사격과녁.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1042","중량훈련석","Assets/Resources/SO/Building/Modular/T03_중량훈련석.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 욕구 회복, 훈련이다. 건설에는 작업량 324, 재료 material:stone-block×9, material:iron-ingot×2이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/Modular/T03_중량훈련석.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1043","대련매트","Assets/Resources/SO/Building/Modular/T04_대련매트.asset","Special (특수)","Floor Overlay","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 훈련이다. 건설에는 작업량 393, 재료 material:cloth×8, material:iron-ingot×2이 필요하다.","category=Special (특수); layer=Floor Overlay; path=Assets/Resources/SO/Building/Modular/T04_대련매트.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1044","경비초소책상","Assets/Resources/SO/Building/Modular/G01_경비초소책상.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 치안과 보안이다. 건설에는 작업량 603, 재료 material:treated-lumber×8, material:iron-ingot×3이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/Modular/G01_경비초소책상.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1045","경보종","Assets/Resources/SO/Building/Modular/G02_경보종.asset","Special (특수)","Wall Fixture","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 치안과 보안이다. 건설에는 작업량 424, 재료 material:iron-ingot×8, material:lumber×1이 필요하다.","category=Special (특수); layer=Wall Fixture; path=Assets/Resources/SO/Building/Modular/G02_경보종.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1046","순찰상황판","Assets/Resources/SO/Building/Modular/G03_순찰상황판.asset","Special (특수)","Wall Fixture","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 치안과 보안이다. 건설에는 작업량 378, 재료 material:treated-lumber×8, component:engineering-drawing×2, material:iron-ingot×1이 필요하다.","category=Special (특수); layer=Wall Fixture; path=Assets/Resources/SO/Building/Modular/G03_순찰상황판.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1047","전술지도탁자","Assets/Resources/SO/Building/Modular/G04_전술지도탁자.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 치안과 보안이다. 건설에는 작업량 594, 재료 material:treated-lumber×8, component:engineering-drawing×2, material:iron-ingot×1이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/Modular/G04_전술지도탁자.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1048","전투깃발","Assets/Resources/SO/Building/Modular/G05_전투깃발.asset","Special (특수)","Wall Fixture","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 치안과 보안이다. 건설에는 작업량 447, 재료 material:cloth×5, material:lumber×2, material:iron-ingot×2이 필요하다.","category=Special (특수); layer=Wall Fixture; path=Assets/Resources/SO/Building/Modular/G05_전투깃발.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1049","전리품거치대","Assets/Resources/SO/Building/Modular/G06_전리품거치대.asset","Special (특수)","Wall Fixture","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 공정 자동화, 물류 입출력, 전력 소비, 치안과 보안이다. 건설에는 작업량 501, 재료 material:lumber×5, material:iron-ingot×3이 필요하다.","category=Special (특수); layer=Wall Fixture; path=Assets/Resources/SO/Building/Modular/G06_전리품거치대.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1050","대형보관선반","Assets/Resources/SO/Building/Modular/L01_대형보관선반.asset","Production (생산)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 내부 공정 재고, 재고 보관이다. 건설에는 작업량 141, 재료 material:lumber×4, material:iron-ingot×2이 필요하다.","category=Production (생산); layer=Building; path=Assets/Resources/SO/Building/Modular/L01_대형보관선반.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1051","상자더미","Assets/Resources/SO/Building/Modular/L02_상자더미.asset","Production (생산)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 재고 보관이다. 건설에는 작업량 116, 재료 material:lumber×6이 필요하다.","category=Production (생산); layer=Building; path=Assets/Resources/SO/Building/Modular/L02_상자더미.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1052","통더미","Assets/Resources/SO/Building/Modular/L03_통더미.asset","Production (생산)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 재고 보관, 용수 취수이다. 건설에는 작업량 102, 재료 material:treated-lumber×5, material:iron-ingot×2이 필요하다.","category=Production (생산); layer=Building; path=Assets/Resources/SO/Building/Modular/L03_통더미.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1053","자루더미","Assets/Resources/SO/Building/Modular/L04_자루더미.asset","Production (생산)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 재고 보관이다. 건설에는 작업량 107, 재료 material:cloth×6이 필요하다.","category=Production (생산); layer=Building; path=Assets/Resources/SO/Building/Modular/L04_자루더미.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1054","식재료저장함","Assets/Resources/SO/Building/Modular/L05_식재료저장함.asset","Production (생산)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 부패 억제와 보존, 재고 보관이다. 건설에는 작업량 125, 재료 material:lumber×6이 필요하다.","category=Production (생산); layer=Building; path=Assets/Resources/SO/Building/Modular/L05_식재료저장함.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1055","무기로커","Assets/Resources/SO/Building/Modular/L06_무기로커.asset","Production (생산)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 재고 보관이다. 건설에는 작업량 144, 재료 material:treated-lumber×4, material:iron-ingot×2이 필요하다.","category=Production (생산); layer=Building; path=Assets/Resources/SO/Building/Modular/L06_무기로커.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1056","마력보관함","Assets/Resources/SO/Building/Modular/L07_마력보관함.asset","Production (생산)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 재고 보관이다. 건설에는 작업량 144, 재료 material:treated-lumber×4, material:iron-ingot×1, component:rune-conductor×1이 필요하다.","category=Production (생산); layer=Building; path=Assets/Resources/SO/Building/Modular/L07_마력보관함.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1057","변기","Assets/Resources/SO/Building/Modular/H01_변기.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 욕구 회복이다. 건설에는 작업량 440, 재료 material:stone-block×6, material:iron-ingot×3이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/Modular/H01_변기.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1058","화장실칸막이","Assets/Resources/SO/Building/Modular/H02_화장실칸막이.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설 동작은 BuildingCleaningAbility, BuildingEconomyAbility, BuildingEvolutionAbility, BuildingFacilityPartAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 54, 재료 material:lumber×6, material:cloth×2이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/Modular/H02_화장실칸막이.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1059","세면대","Assets/Resources/SO/Building/Modular/H03_세면대.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 욕구 회복, 환기, 용수 취수이다. 건설에는 작업량 368, 재료 material:stone-block×9, material:iron-ingot×5이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/Modular/H03_세면대.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1060","목욕통","Assets/Resources/SO/Building/Modular/H04_목욕통.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 원정대 회복, 진료와 치료, 욕구 회복, 환기, 용수 취수이다. 건설에는 작업량 637, 재료 material:treated-lumber×9, material:iron-ingot×5, material:stone-block×2이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/Modular/H04_목욕통.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1061","수건걸이","Assets/Resources/SO/Building/Modular/H05_수건걸이.asset","Special (특수)","Wall Fixture","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설 동작은 BuildingCleaningAbility, BuildingEconomyAbility, BuildingEvolutionAbility, BuildingFacilityPartAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 90, 재료 material:lumber×3, material:iron-ingot×2, material:stone-block×2이 필요하다.","category=Special (특수); layer=Wall Fixture; path=Assets/Resources/SO/Building/Modular/H05_수건걸이.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1062","청소도구함","Assets/Resources/SO/Building/Modular/H06_청소도구함.asset","Special (특수)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 재고 보관, 환기이다. 건설에는 작업량 153, 재료 material:treated-lumber×4, material:iron-ingot×2, material:stone-block×2이 필요하다.","category=Special (특수); layer=Building; path=Assets/Resources/SO/Building/Modular/H06_청소도구함.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1063","바닥배수구","Assets/Resources/SO/Building/Modular/H07_바닥배수구.asset","Special (특수)","Floor Overlay","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 환기이다. 건설에는 작업량 368, 재료 material:stone-block×9, material:iron-ingot×5이 필요하다.","category=Special (특수); layer=Floor Overlay; path=Assets/Resources/SO/Building/Modular/H07_바닥배수구.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1064","벽횃불","Assets/Resources/SO/Building/Modular/E01_벽횃불.asset","Resource (자원)","Wall Fixture","world-resource-node","채취·환경 자원 노드이며 방 기능이나 건물 빌드 선택으로 세지지 않음","해당 없음: 세계 자원","시설의 고유 역할은 연료 소비이다. 건설에는 작업량 465, 재료 material:lumber×2, material:iron-ingot×2이 필요하다.","category=Resource (자원); layer=Wall Fixture; path=Assets/Resources/SO/Building/Modular/E01_벽횃불.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1065","바닥화로","Assets/Resources/SO/Building/Modular/E02_바닥화로.asset","Resource (자원)","Building","world-resource-node","채취·환경 자원 노드이며 방 기능이나 건물 빌드 선택으로 세지지 않음","해당 없음: 세계 자원","시설의 고유 역할은 연료 소비이다. 건설에는 작업량 423, 재료 material:stone-block×9, material:iron-ingot×3이 필요하다.","category=Resource (자원); layer=Building; path=Assets/Resources/SO/Building/Modular/E02_바닥화로.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1066","샹들리에","Assets/Resources/SO/Building/Modular/E03_샹들리에.asset","Resource (자원)","Ceiling Fixture","world-resource-node","채취·환경 자원 노드이며 방 기능이나 건물 빌드 선택으로 세지지 않음","해당 없음: 세계 자원","시설의 고유 역할은 연료 소비이다. 건설에는 작업량 514, 재료 material:iron-ingot×8, material:cloth×1이 필요하다.","category=Resource (자원); layer=Ceiling Fixture; path=Assets/Resources/SO/Building/Modular/E03_샹들리에.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1067","소형러그","Assets/Resources/SO/Building/Modular/E04_소형러그.asset","Resource (자원)","Floor Overlay","world-resource-node","채취·환경 자원 노드이며 방 기능이나 건물 빌드 선택으로 세지지 않음","해당 없음: 세계 자원","시설 동작은 BuildingEconomyAbility, BuildingEvolutionAbility, BuildingFacilityPartAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 66, 재료 material:cloth×7이 필요하다.","category=Resource (자원); layer=Floor Overlay; path=Assets/Resources/SO/Building/Modular/E04_소형러그.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1068","세력깃발","Assets/Resources/SO/Building/Modular/E05_세력깃발.asset","Resource (자원)","Wall Fixture","world-resource-node","채취·환경 자원 노드이며 방 기능이나 건물 빌드 선택으로 세지지 않음","해당 없음: 세계 자원","시설 동작은 BuildingEconomyAbility, BuildingEvolutionAbility, BuildingFacilityPartAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 81, 재료 material:cloth×3, material:lumber×2, material:iron-ingot×1이 필요하다.","category=Resource (자원); layer=Wall Fixture; path=Assets/Resources/SO/Building/Modular/E05_세력깃발.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1069","액자초상화","Assets/Resources/SO/Building/Modular/E06_액자초상화.asset","Resource (자원)","Wall Fixture","world-resource-node","채취·환경 자원 노드이며 방 기능이나 건물 빌드 선택으로 세지지 않음","해당 없음: 세계 자원","시설 동작은 BuildingEconomyAbility, BuildingEvolutionAbility, BuildingFacilityPartAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 62, 재료 material:lumber×2, material:cloth×3이 필요하다.","category=Resource (자원); layer=Wall Fixture; path=Assets/Resources/SO/Building/Modular/E06_액자초상화.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1070","촛대","Assets/Resources/SO/Building/Modular/E07_촛대.asset","Resource (자원)","Building","world-resource-node","채취·환경 자원 노드이며 방 기능이나 건물 빌드 선택으로 세지지 않음","해당 없음: 세계 자원","시설의 고유 역할은 연료 소비이다. 건설에는 작업량 474, 재료 material:iron-ingot×3이 필요하다.","category=Resource (자원); layer=Building; path=Assets/Resources/SO/Building/Modular/E07_촛대.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1071","해골피장식","Assets/Resources/SO/Building/Modular/E08_해골피장식.asset","Resource (자원)","Wall Fixture","world-resource-node","채취·환경 자원 노드이며 방 기능이나 건물 빌드 선택으로 세지지 않음","해당 없음: 세계 자원","시설 동작은 BuildingEconomyAbility, BuildingEvolutionAbility, BuildingFacilityPartAbility, BuildingWorkAmountAbility 모듈로 구성된다. 건설에는 작업량 63, 재료 material:stone-block×4이 필요하다.","category=Resource (자원); layer=Wall Fixture; path=Assets/Resources/SO/Building/Modular/E08_해골피장식.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1072","방표지판","Assets/Resources/SO/Building/Modular/E09_방표지판.asset","Resource (자원)","Wall Fixture","world-resource-node","채취·환경 자원 노드이며 방 기능이나 건물 빌드 선택으로 세지지 않음","해당 없음: 세계 자원","시설의 고유 역할은 환기이다. 건설에는 작업량 449, 재료 material:lumber×5이 필요하다.","category=Resource (자원); layer=Wall Fixture; path=Assets/Resources/SO/Building/Modular/E09_방표지판.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1073","제분소","Assets/Resources/SO/Building/Modular/P01_제분소.asset","Production (생산)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 공정 자동화, 물류 입출력, 전력 소비, 생산 작업대이다. 건설에는 작업량 312, 재료 material:treated-lumber×6, material:iron-ingot×4, material:stone-block×2, component:machine-parts×2이 필요하다.","category=Production (생산); layer=Building; path=Assets/Resources/SO/Building/Modular/P01_제분소.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1074","양조장","Assets/Resources/SO/Building/Modular/P02_양조장.asset","Production (생산)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 공정 자동화, 물류 입출력, 전력 소비, 생산 작업대이다. 건설에는 작업량 312, 재료 material:treated-lumber×5, material:iron-ingot×3, component:machine-parts×3이 필요하다.","category=Production (생산); layer=Building; path=Assets/Resources/SO/Building/Modular/P02_양조장.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1075","제재소","Assets/Resources/SO/Building/Modular/P03_제재소.asset","Production (생산)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 공정 자동화, 물류 입출력, 전력 소비, 생산 작업대이다. 건설에는 작업량 384, 재료 material:treated-lumber×10, material:iron-ingot×6, material:stone-block×2, component:machine-parts×1이 필요하다.","category=Production (생산); layer=Building; path=Assets/Resources/SO/Building/Modular/P03_제재소.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
"building:1076","숯가마","Assets/Resources/SO/Building/Modular/P04_숯가마.asset","Production (생산)","Building","player-composable-part","플레이어가 배치·해체·운반해 방 기능과 생산·서비스·방어·물류 흐름을 조립하는 파츠","다른 구조·설비·동선 파츠와 조합될 때만 완전한 방 또는 운영 기능을 형성","시설의 고유 역할은 공정 자동화, 물류 입출력, 전력 소비, 생산 작업대이다. 건설에는 작업량 318, 재료 material:stone-block×6, material:iron-ingot×4, component:machine-parts×3이 필요하다.","category=Production (생산); layer=Building; path=Assets/Resources/SO/Building/Modular/P04_숯가마.asset","분류 확정; 개별 기능·전환 계약은 player-composable-part와 player-landmark에 한해 별도 전수 기록 OPEN"
