"item_id","unit_weight_g","max_stack","max_stack_kg","unit_price","sale_rate","stock_category"
"facility-kit:1091","8000","1","8","135","n/a","1"
"facility-kit:1092","8000","1","8","160","n/a","1"
"facility-kit:1093","8000","1","8","125","n/a","1"
"facility-kit:1094","8000","1","8","150","n/a","1"
"facility-kit:1095","8000","1","8","125","n/a","1"
"facility-kit:1096","8000","1","8","150","n/a","1"
"facility-kit:1097","8000","1","8","110","n/a","1"
"facility-kit:11","8000","1","8","1","n/a","1"
"facility-kit:12","8000","1","8","1","n/a","1"
"facility-kit:1200","8000","1","8","90","n/a","1"
"facility-kit:1201","8000","1","8","180","n/a","1"
"facility-kit:1202","8000","1","8","90","n/a","1"
"facility-kit:1203","8000","1","8","90","n/a","1"
"facility-kit:1204","8000","1","8","90","n/a","1"
"facility-kit:1205","8000","1","8","90","n/a","1"
"facility-kit:1206","8000","1","8","90","n/a","1"
"facility-kit:1207","8000","1","8","90","n/a","1"
"facility-kit:1208","8000","1","8","90","n/a","1"
"facility-kit:1209","8000","1","8","90","n/a","1"
"facility-kit:13","8000","1","8","1","n/a","1"
"facility-kit:14","8000","1","8","1","n/a","1"
"facility-kit:15","8000","1","8","1","n/a","1"
"facility-kit:1500","8000","1","8","85","n/a","1"
"facility-kit:1501","8000","1","8","135","n/a","1"
"facility-kit:1502","8000","1","8","160","n/a","1"
"facility-kit:1503","8000","1","8","85","n/a","1"
"facility-kit:1504","8000","1","8","85","n/a","1"
"facility-kit:1505","8000","1","8","85","n/a","1"
"facility-kit:16","8000","1","8","1","n/a","1"
"facility-kit:1600","8000","1","8","40","n/a","1"
"facility-kit:1601","8000","1","8","40","n/a","1"
"facility-kit:1602","8000","1","8","40","n/a","1"
"facility-kit:1603","8000","1","8","60","n/a","1"
"facility-kit:1604","8000","1","8","40","n/a","1"
"facility-kit:1605","8000","1","8","60","n/a","1"
"facility-kit:1606","8000","1","8","60","n/a","1"
"facility-kit:1607","8000","1","8","40","n/a","1"
"facility-kit:1608","8000","1","8","40","n/a","1"
"facility-kit:1609","8000","1","8","60","n/a","1"
"facility-kit:1610","8000","1","8","40","n/a","1"
"facility-kit:1611","8000","1","8","60","n/a","1"
"facility-kit:1612","8000","1","8","40","n/a","1"
"facility-kit:1613","8000","1","8","40","n/a","1"
"facility-kit:1614","8000","1","8","40","n/a","1"
"facility-kit:1615","8000","1","8","40","n/a","1"
"facility-kit:1616","8000","1","8","40","n/a","1"
"facility-kit:1617","8000","1","8","60","n/a","1"
"facility-kit:1618","8000","1","8","40","n/a","1"
"facility-kit:1619","8000","1","8","60","n/a","1"
"facility-kit:1620","8000","1","8","40","n/a","1"
"facility-kit:1621","8000","1","8","40","n/a","1"
"facility-kit:1622","8000","1","8","60","n/a","1"
"facility-kit:1623","8000","1","8","40","n/a","1"
"facility-kit:1624","8000","1","8","60","n/a","1"
"facility-kit:1625","8000","1","8","60","n/a","1"
"facility-kit:1626","8000","1","8","40","n/a","1"
"facility-kit:1627","8000","1","8","60","n/a","1"
"facility-kit:17","8000","1","8","1","n/a","1"
"facility-kit:1700","8000","1","8","24","n/a","1"
"facility-kit:1701","8000","1","8","24","n/a","1"
"facility-kit:1702","8000","1","8","24","n/a","1"
"facility-kit:1703","8000","1","8","24","n/a","1"
"facility-kit:1704","8000","1","8","40","n/a","1"
"facility-kit:1705","8000","1","8","40","n/a","1"
"facility-kit:1706","8000","1","8","24","n/a","1"
"facility-kit:1707","8000","1","8","24","n/a","1"
"facility-kit:1708","8000","1","8","24","n/a","1"
"facility-kit:1709","8000","1","8","24","n/a","1"
"facility-kit:1710","8000","1","8","24","n/a","1"
"facility-kit:1711","8000","1","8","24","n/a","1"
"facility-kit:1712","8000","1","8","24","n/a","1"
"facility-kit:1713","8000","1","8","24","n/a","1"
"facility-kit:1714","8000","1","8","40","n/a","1"
"facility-kit:1715","8000","1","8","40","n/a","1"
"facility-kit:18","8000","1","8","1","n/a","1"
"facility-kit:1800","8000","1","8","95","n/a","1"
"facility-kit:1801","8000","1","8","210","n/a","1"
"facility-kit:1802","8000","1","8","170","n/a","1"
"facility-kit:1803","8000","1","8","155","n/a","1"
"facility-kit:1804","8000","1","8","260","n/a","1"
"facility-kit:1805","8000","1","8","225","n/a","1"
"facility-kit:2","8000","1","8","1","n/a","1"
"facility-kit:3","8000","1","8","1","n/a","1"
"facility-kit:30","8000","1","8","80","n/a","1"
"facility-kit:31","8000","1","8","110","n/a","1"
"facility-kit:32","8000","1","8","140","n/a","1"
"facility-kit:33","8000","1","8","130","n/a","1"
"facility-kit:34","8000","1","8","100","n/a","1"
"facility-kit:35","8000","1","8","180","n/a","1"
"facility-kit:4","8000","1","8","1","n/a","1"
"facility-kit:5","8000","1","8","1","n/a","1"
"facility-kit:50","8000","1","8","1","n/a","1"
"facility-kit:51","8000","1","8","1","n/a","1"
"facility-kit:52","8000","1","8","1","n/a","1"
"facility-kit:53","8000","1","8","1","n/a","1"
"facility-kit:54","8000","1","8","1","n/a","1"
"facility-kit:55","8000","1","8","1","n/a","1"
"facility-kit:56","8000","1","8","1","n/a","1"
"facility-kit:57","8000","1","8","1","n/a","1"
"facility-kit:58","8000","1","8","1","n/a","1"
"facility-kit:59","8000","1","8","1","n/a","1"
"facility-kit:6","8000","1","8","1","n/a","1"
"facility-kit:60","8000","1","8","1","n/a","1"
"facility-kit:61","8000","1","8","1","n/a","1"
"facility-kit:7","8000","1","8","1","n/a","1"
"facility-kit:8","8000","1","8","1","n/a","1"
"facility-kit:8801","8000","1","8","130","n/a","1"
"facility-kit:8802","8000","1","8","200","n/a","1"
"facility-kit:8803","8000","1","8","260","n/a","1"
"facility-kit:8804","8000","1","8","220","n/a","1"
"facility-kit:8805","8000","1","8","220","n/a","1"
"facility-kit:8806","8000","1","8","220","n/a","1"
"facility-kit:8807","8000","1","8","120","n/a","1"
"facility-kit:8808","8000","1","8","200","n/a","1"
"facility-kit:8809","8000","1","8","280","n/a","1"
"facility-kit:8810","8000","1","8","280","n/a","1"
"facility-kit:8811","8000","1","8","180","n/a","1"
"facility-kit:8812","8000","1","8","360","n/a","1"
"facility-kit:8813","8000","1","8","260","n/a","1"
"facility-kit:8814","8000","1","8","130","n/a","1"
"facility-kit:8815","8000","1","8","220","n/a","1"
"facility-kit:8816","8000","1","8","220","n/a","1"
"facility-kit:8817","8000","1","8","120","n/a","1"
"facility-kit:8818","8000","1","8","220","n/a","1"
"facility-kit:8819","8000","1","8","130","n/a","1"
"facility-kit:8820","8000","1","8","130","n/a","1"
"facility-kit:8821","8000","1","8","440","n/a","1"
"facility-kit:8822","8000","1","8","440","n/a","1"
"facility-kit:8823","8000","1","8","650","n/a","1"
"facility-kit:8824","8000","1","8","360","n/a","1"
"facility-kit:8825","8000","1","8","400","n/a","1"
"facility-kit:8826","8000","1","8","400","n/a","1"
"facility-kit:8827","8000","1","8","440","n/a","1"
"facility-kit:8828","8000","1","8","440","n/a","1"
"facility-kit:8829","8000","1","8","400","n/a","1"
"facility-kit:8830","8000","1","8","440","n/a","1"
"facility-kit:8831","8000","1","8","440","n/a","1"
"facility-kit:8832","8000","1","8","400","n/a","1"
"facility-kit:8833","8000","1","8","650","n/a","1"
"facility-kit:8834","8000","1","8","120","n/a","1"
"facility-kit:8835","8000","1","8","220","n/a","1"
"facility-kit:8836","8000","1","8","220","n/a","1"
"facility-kit:8837","8000","1","8","440","n/a","1"
"facility-kit:8838","8000","1","8","440","n/a","1"
"facility-kit:8839","8000","1","8","440","n/a","1"
"facility-kit:8840","8000","1","8","300","n/a","1"
"facility-kit:8841","8000","1","8","440","n/a","1"
"facility-kit:8842","8000","1","8","400","n/a","1"
"facility-kit:8843","8000","1","8","400","n/a","1"
"facility-kit:8844","8000","1","8","400","n/a","1"
"facility-kit:8845","8000","1","8","440","n/a","1"
"facility-kit:8846","8000","1","8","400","n/a","1"
"facility-kit:8847","8000","1","8","650","n/a","1"
"facility-kit:8848","8000","1","8","180","n/a","1"
"facility-kit:8849","8000","1","8","120","n/a","1"
"facility-kit:8850","8000","1","8","120","n/a","1"
"facility-kit:8851","8000","1","8","240","n/a","1"
"facility-kit:8852","8000","1","8","220","n/a","1"
"facility-kit:8853","8000","1","8","160","n/a","1"
"facility-kit:8854","8000","1","8","260","n/a","1"
"facility-kit:8855","8000","1","8","160","n/a","1"
"facility-kit:8856","8000","1","8","420","n/a","1"
"facility-kit:8857","8000","1","8","120","n/a","1"
"facility-kit:8858","8000","1","8","160","n/a","1"
"facility-kit:8859","8000","1","8","320","n/a","1"
"facility-kit:8860","8000","1","8","160","n/a","1"
"facility-kit:8861","8000","1","8","220","n/a","1"
"facility-kit:8862","8000","1","8","120","n/a","1"
"facility-kit:8863","8000","1","8","320","n/a","1"
"facility-kit:8864","8000","1","8","420","n/a","1"
"facility-kit:8865","8000","1","8","320","n/a","1"
"facility-kit:8866","8000","1","8","320","n/a","1"
"facility-kit:8867","8000","1","8","650","n/a","1"
"facility-kit:8868","8000","1","8","650","n/a","1"
"facility-kit:8869","8000","1","8","650","n/a","1"
"facility-kit:8870","8000","1","8","650","n/a","1"
"facility-kit:8871","8000","1","8","650","n/a","1"
"facility-kit:8872","8000","1","8","650","n/a","1"
"facility-kit:8873","8000","1","8","320","n/a","1"
"facility-kit:8874","8000","1","8","320","n/a","1"
"facility-kit:8875","8000","1","8","420","n/a","1"
"facility-kit:8876","8000","1","8","420","n/a","1"
"facility-kit:8877","8000","1","8","120","n/a","1"
"facility-kit:8878","8000","1","8","120","n/a","1"
"facility-kit:8879","8000","1","8","650","n/a","1"
"facility-kit:8880","8000","1","8","320","n/a","1"
"facility-kit:8881","8000","1","8","650","n/a","1"
"facility-kit:8882","8000","1","8","120","n/a","1"
"facility-kit:8883","8000","1","8","160","n/a","1"
"facility-kit:8884","8000","1","8","120","n/a","1"
"facility-kit:8885","8000","1","8","160","n/a","1"
"facility-kit:8886","8000","1","8","320","n/a","1"
"facility-kit:8887","8000","1","8","160","n/a","1"
"facility-kit:8888","8000","1","8","420","n/a","1"
"facility-kit:8889","8000","1","8","650","n/a","1"
"facility-kit:8890","8000","1","8","220","n/a","1"
"facility-kit:8891","8000","1","8","220","n/a","1"
"facility-kit:8892","8000","1","8","320","n/a","1"
"facility-kit:8893","8000","1","8","260","n/a","1"
"facility-kit:8894","8000","1","8","120","n/a","1"
"facility-kit:8895","8000","1","8","160","n/a","1"
"facility-kit:8896","8000","1","8","160","n/a","1"
"facility-kit:8897","8000","1","8","650","n/a","1"
"facility-kit:8898","8000","1","8","420","n/a","1"
"facility-kit:8899","8000","1","8","420","n/a","1"
"facility-kit:8900","8000","1","8","420","n/a","1"
"facility-kit:8901","8000","1","8","420","n/a","1"
"facility-kit:9201","8000","1","8","1","n/a","1"
"facility-kit:9202","8000","1","8","1","n/a","1"
"facility-kit:9203","8000","1","8","1","n/a","1"
"facility-kit:9204","8000","1","8","1","n/a","1"
"facility-kit:9205","8000","1","8","1","n/a","1"
"facility-kit:9206","8000","1","8","1","n/a","1"
"facility-kit:9207","8000","1","8","1","n/a","1"
"facility-kit:9208","8000","1","8","1","n/a","1"
"facility-kit:9209","8000","1","8","1","n/a","1"
"facility-kit:9301","8000","1","8","1","n/a","1"
"facility-kit:9302","8000","1","8","1","n/a","1"
"facility-kit:9303","8000","1","8","1","n/a","1"
"facility-kit:9304","8000","1","8","1","n/a","1"
"facility-kit:9305","8000","1","8","1","n/a","1"
"facility-kit:9306","8000","1","8","1","n/a","1"
"facility-kit:9307","8000","1","8","1","n/a","1"
"facility-kit:9308","8000","1","8","1","n/a","1"
"facility-kit:9309","8000","1","8","1","n/a","1"
"facility-kit:9310","8000","1","8","1","n/a","1"
"facility-kit:9311","8000","1","8","1","n/a","1"
"facility-kit:9312","8000","1","8","1","n/a","1"
"facility-kit:9313","8000","1","8","1","n/a","1"
"facility-kit:9314","8000","1","8","1","n/a","1"
"facility-kit:9501","8000","1","8","80","n/a","1"
"facility-kit:9502","8000","1","8","110","n/a","1"
"facility-kit:9503","8000","1","8","180","n/a","1"
"facility-kit:9504","8000","1","8","95","n/a","1"
"facility-kit:9505","8000","1","8","125","n/a","1"
"facility-kit:9506","8000","1","8","165","n/a","1"
"facility-kit:9507","8000","1","8","135","n/a","1"
"facility-kit:9508","8000","1","8","190","n/a","1"
"facility-kit:9509","8000","1","8","290","n/a","1"
"facility-kit:9510","8000","1","8","230","n/a","1"
"facility-kit:9511","8000","1","8","210","n/a","1"
"facility-kit:9512","8000","1","8","420","n/a","1"
"facility-kit:9513","8000","1","8","280","n/a","1"
"facility-kit:9601","8000","1","8","45","n/a","1"
"facility-kit:9602","8000","1","8","70","n/a","1"
"facility-kit:9603","8000","1","8","95","n/a","1"
"facility-kit:9801","8000","1","8","95","n/a","1"
"facility-kit:9802","8000","1","8","95","n/a","1"
"facility-kit:9803","8000","1","8","95","n/a","1"
"facility-kit:9804","8000","1","8","95","n/a","1"
"facility-kit:9810","8000","1","8","165","n/a","1"
"facility-kit:9811","8000","1","8","165","n/a","1"
"facility-kit:9812","8000","1","8","130","n/a","1"
"facility-kit:9813","8000","1","8","130","n/a","1"
"facility-kit:9814","8000","1","8","95","n/a","1"
"facility-kit:9815","8000","1","8","130","n/a","1"
"facility-kit:9816","8000","1","8","130","n/a","1"
"facility-kit:9817","8000","1","8","130","n/a","1"
"facility-kit:9818","8000","1","8","130","n/a","1"
"facility-kit:9819","8000","1","8","130","n/a","1"
"facility-kit:9820","8000","1","8","165","n/a","1"
"facility-kit:9821","8000","1","8","165","n/a","1"
"facility-kit:9822","8000","1","8","165","n/a","1"
"facility-kit:9823","8000","1","8","95","n/a","1"
"facility-kit:9824","8000","1","8","95","n/a","1"
"facility-kit:9825","8000","1","8","130","n/a","1"
"facility-kit:9826","8000","1","8","130","n/a","1"
"facility-kit:9827","8000","1","8","130","n/a","1"
"facility-kit:9840","8000","1","8","95","n/a","1"
"facility-kit:9841","8000","1","8","95","n/a","1"
"facility-kit:9842","8000","1","8","95","n/a","1"
"facility-kit:9843","8000","1","8","95","n/a","1"
"facility-kit:9844","8000","1","8","95","n/a","1"
"facility-kit:9845","8000","1","8","95","n/a","1"
"facility-kit:9846","8000","1","8","95","n/a","1"
"facility-kit:9847","8000","1","8","95","n/a","1"
"facility-kit:9848","8000","1","8","95","n/a","1"
"facility-kit:9849","8000","1","8","95","n/a","1"
"facility-kit:9850","8000","1","8","95","n/a","1"
"facility-kit:9851","8000","1","8","95","n/a","1"
"facility-kit:9852","8000","1","8","95","n/a","1"
"facility-kit:9860","8000","1","8","130","n/a","1"
"facility-kit:9961","8000","1","8","420","n/a","1"
"feed:dog-food","525","75","39.375","6","0.588111","0"
"feed:hay","196","75","14.7","6","0.520556","0"
"feed:silage","230","50","11.5","9","0.59063","0"
"fiber:cave-silk","80","200","16","7","0.550619","1"
"fiber:deep-goat-wool","80","200","16","7","0.550619","1"
"fiber:ember-cotton","80","200","16","3","0.527","1"
"fiber:frost-flax","80","200","16","3","0.503667","1"
"fiber:frost-wool","80","200","16","7","0.550619","1"
"fiber:mire-reed","80","200","16","3","0.550333","1"
"fiber:spore-hemp","80","200","16","3","0.597444","1"
"food:boar-stew","850","40","34","13","0.576795","0"
"food:cheese-mushroom","450","40","18","17","0.59049","0"
"food:egg-pancake","650","40","26","15","0.573022","0"
"food:expedition-ration-pack","750","50","37.5","20","0.595517","0"
"food:fermented-pickle","450","50","22.5","35","0.590619","0"
"food:fresh-curd","225","50","11.25","12","0.555","0"
"food:garden-meal","750","40","30","12","0.597389","0"
"food:grain-porridge","600","50","30","4","0.559833","0"
"food:grape-syrup","175","50","8.75","10","0.591167","0"
"food:jerky","450","50","22.5","18","0.569852","0"
"food:lavish-meat","1000","30","30","27","0.580383","0"
"food:lavish-vegan","900","30","27","25","0.583333","0"
"food:malt-porridge","550","50","27.5","8","0.565292","0"
"food:meat-pie","575","40","23","19","0.59086","0"
"food:mushroom-soup","650","50","32.5","8","0.595","0"
"food:night-spirit","450","50","22.5","32","0.58925","0"
"food:preserved-ration","500","60","30","15","0.585333","0"
"food:preserved-vegetable","550","50","27.5","27","0.594642","0"
"food:roasted-meat","750","40","30","6","0.599222","0"
"food:root-stew","700","50","35","9","0.56337","0"
"food:salted-meat-stew","800","50","40","13","0.595462","0"
"food:stuffed-mushroom","575","50","28.75","14","0.565762","0"
"food:twilight-beer","475","50","23.75","21","0.599111","0"
"food:vegetable-pie","475","50","23.75","17","0.589765","0"
"husbandry:bedding","500","60","30","7","0.585857","1"
"industrial:sludge","1200","50","60","2","n/a","1"
"item:equipment-module","900","1","0.9","24","0","1"
"item:lineage-seal","1100","50","55","42","0","1"
"material:alchemical-solvent","300","50","15","39","0.584667","1"
"material:alcohol","500","50","25","22","0.593788","1"
"material:barrel-steel","2150","50","107.5","194","0.599718","1"
"material:black-powder","2200","50","110","13","0.57541","1"
"material:blacksteel-ingot","1000","25","25","609","0.599589","1"
"material:bowstring","80","50","4","9","0.592963","1"
"material:brined-vegetable","500","50","25","20","0.57745","0"
"material:cartridge-paper","325","36","11.7","11","0.551394","1"
"material:cave-silk","110","100","11","25","0.590507","1"
"material:chain-mesh","2100","50","105","48","0.588042","1"
"material:charcoal","450","75","33.75","7","0.522143","6"
"material:cheese","400","50","20","21","0.593889","0"
"material:cloth","200","75","15","6","0.598667","1"
"material:common-wool","240","100","24","13","0.597436","1"
"material:compost","700","75","52.5","11","0.566212","1"
"material:curd","450","50","22.5","13","0.585718","0"
"material:deep-goat-wool","260","100","26","25","0.590973","1"
"material:dough","500","50","25","14","0.575167","0"
"material:dreamweave","120","40","4.8","17","0.592725","1"
"material:ember-cotton","176","100","17.6","16","0.590417","1"
"material:fermented-liquor","500","50","25","14","0.558095","0"
"material:flour","300","75","22.5","6","0.512556","0"
"material:frost-linen","164","100","16.4","16","0.580104","1"
"material:frost-wool","256","100","25.6","25","0.590973","1"
"material:gold-ingot","1350","30","40.5","135","0.59697","1"
"material:granulated-powder","850","12","10.2","13","0.574923","1"
"material:grape-juice","375","50","18.75","11","0.559939","0"
"material:hardened-leather","950","50","47.5","20","0.579467","1"
"material:iron-ingot","900","50","45","40","0.596308","1"
"material:laminated-lumber","1600","50","80","23","0.598942","1"
"material:lead-ingot","2150","50","107.5","24","0.597944","1"
"material:lead-shot","150","50","7.5","7","0.58319","1"
"material:leather","450","60","27","11","0.548","1"
"material:low-fuel","800","75","60","13","0.572821","6"
"material:lumber","1200","50","60","5","0.521933","1"
"material:malt","350","50","17.5","6","0.5405","0"
"material:mana-alloy","2400","50","120","230","0.597678","1"
"material:mending-scrap","50","200","10","7","0.584857","1"
"material:mire-canvas","270","100","27","17","0.565725","1"
"material:niter","2150","50","107.5","12","0.566611","1"
"material:paper","900","50","45","9","0.564111","1"
"material:plate-blank","2100","50","105","124","0.59747","1"
"material:ration-mixture","550","50","27.5","16","0.592375","0"
"material:rope","900","50","45","7","0.562286","1"
"material:rot-toxin","200","40","8","16","0.583708","8"
"material:rune-leather","400","40","16","216","0.598708","1"
"material:salted-meat","650","50","32.5","13","0.561692","0"
"material:seasoned-filling","650","50","32.5","13","0.569385","0"
"material:sewing-thread","50","200","10","5","0.5356","1"
"material:spore-hemp","210","100","21","17","0.584922","1"
"material:spring-steel","2150","50","107.5","131","0.596308","1"
"material:starch","250","75","18.75","5","0.515333","1"
"material:steel-ingot","850","50","42.5","115","0.598388","1"
"material:sterile-composite","1200","50","60","106","0.598943","1"
"material:stone-block","1300","60","78","6","0.514556","1"
"material:syrup","350","50","17.5","8","0.569","0"
"material:tallow","350","60","21","9","0.552037","1"
"material:treated-lumber","1150","40","46","14","0.580857","1"
"material:washed-vegetable","450","50","22.5","9","0.562778","0"
"material:young-wine","350","50","17.5","19","0.578421","0"
"medical:cross-lineage-medium","3400","3","10.2","476","0.598908","5"
"medical:fertility-treatment","1400","8","11.2","159","0.598715","5"
"medical:isolation-care-kit","700","16","11.2","58","0.59277","5"
"medical:mana-core-case","1200","50","60","662","0.599692","1"
"medical:organ-preservation-canister","3000","3","9","215","0.598532","1"
"medical:organ-regeneration-scaffold","2600","4","10.4","256","0.599624","5"
"medical:regenerative-medium","1150","10","11.5","132","0.597538","5"
"medical:rejuvenation-serum","2000","5","10","370","0.598698","5"
"medical:rune-hibernation-catalyst","550","50","27.5","476","0.598908","5"
"medical:slime-coagulation-frame","1150","50","57.5","70","0.592676","1"
"medical:sterile-bandage","500","20","10","26","0.597","5"
"medical:sterile-mycelium-graft","1150","50","57.5","33","0.586576","1"
"medical:trait-analysis-kit","1950","6","11.7","132","0.595874","5"
"medical:trauma-care-kit","2200","5","11","264","0.599205","5"
"medical:whole-body-regeneration-medium","14500","1","14.5","1443","0.59959","5"
"medicine:advanced","1500","8","12","235","0.598763","5"
"medicine:anesthetic","120","75","9","46","0.595449","5"
"medicine:antidote","600","18","10.8","56","0.59856","5"
"medicine:antiseptic","280","40","11.2","15","0.592933","5"
"medicine:blood-pack","500","10","5","35","n/a","8"
"medicine:blood-seal-kit","550","10","5.5","55","n/a","5"
"medicine:disinfectant","200","25","5","18","n/a","5"
"medicine:field-emergency-kit","700","10","7","42","n/a","5"
"medicine:herbal-poultice","200","50","10","14","0.578286","5"
"medicine:immunosuppressant","100","25","2.5","65","n/a","5"
"medicine:mana-core-restraint","750","10","7.5","62","n/a","3"
"medicine:mycelial-culture-pack","500","10","5","24","0.589014","5"
"medicine:rune-slime-patch","450","10","4.5","48","n/a","5"
"medicine:standard","300","36","10.8","35","0.5864","5"
"medicine:temporary-power-bypass","1200","10","12","58","n/a","1"
"medicine:vaccine:blood-wasting","700","15","10.5","75","0.595782","5"
"medicine:vaccine:cave-flu","700","15","10.5","75","0.595782","5"
"medicine:vaccine:gut-rot","700","15","10.5","75","0.595782","5"
"medicine:vaccine:mana-pox","750","14","10.5","76","0.599018","5"
"medicine:vaccine:red-fever","700","15","10.5","75","0.595782","5"
"medicine:vaccine:slime-blight","700","15","10.5","75","0.595782","5"
"medicine:vaccine:spore-lung","700","15","10.5","75","0.595782","5"
"medicine:wing-splint-kit","800","10","8","50","n/a","5"
"offense:appraised-valuables","50","100","5","14","1","1"
"offense:unappraised-loot","50","100","5","19","0","1"
"record:arcane-index","1300","1","1.3","44","0.595045","1"
"record:breeding-ledger","1100","1","1.1","50","0.5999","1"
"record:career-ledger","1100","1","1.1","50","0.5999","1"
"relic:faction:beastkin:1","200","1","0.2","0","n/a","1"
"relic:faction:beastkin:2","200","1","0.2","0","n/a","1"
"relic:faction:beastkin:3","200","1","0.2","0","n/a","1"
"relic:faction:demon:1","200","1","0.2","0","n/a","1"
"relic:faction:demon:2","200","1","0.2","0","n/a","1"
"relic:faction:demon:3","200","1","0.2","0","n/a","1"
"relic:faction:golem:1","200","1","0.2","0","n/a","1"
"relic:faction:golem:2","200","1","0.2","0","n/a","1"
"relic:faction:golem:3","200","1","0.2","0","n/a","1"
"relic:faction:harpy:1","200","1","0.2","0","n/a","1"
"relic:faction:harpy:2","200","1","0.2","0","n/a","1"
"relic:faction:harpy:3","200","1","0.2","0","n/a","1"
"relic:faction:kobold:1","200","1","0.2","0","n/a","1"
"relic:faction:kobold:2","200","1","0.2","0","n/a","1"
"relic:faction:kobold:3","200","1","0.2","0","n/a","1"
"relic:faction:myconid:1","200","1","0.2","0","n/a","1"
"relic:faction:myconid:2","200","1","0.2","0","n/a","1"
"relic:faction:myconid:3","200","1","0.2","0","n/a","1"
"research-blueprint:6101","150","1","0.15","120","n/a","10"
"research-blueprint:6102","150","1","0.15","140","n/a","10"
"research-blueprint:6103","150","1","0.15","130","n/a","10"
"research-blueprint:6104","150","1","0.15","130","n/a","10"
"research-blueprint:6191","150","1","0.15","260","n/a","10"
"research-blueprint:6192","150","1","0.15","280","n/a","10"
"research-blueprint:6193","150","1","0.15","340","n/a","10"
"resource:blood","500","50","25","2","0.525167","8"
"resource:bloodleaf","100","75","7.5","3","0.553111","5"
"resource:bone","400","75","30","2","0.522","1"
"resource:cave-mushroom","250","75","18.75","2","0.5045","0"
"resource:clean-water","500","50","25","1","0.383667","4"
"resource:coal","800","75","60","9","0.570333","6"
"resource:dark-resin","200","50","10","8","0.5775","1"
"resource:dreamleaf","80","75","6","4","0.463","5"
"resource:egg","250","60","15","2","0.418167","0"
"resource:ember-root","450","75","33.75","3","0.434333","0"
"resource:fang","150","75","11.25","3","0.534111","1"
"resource:fat","450","50","22.5","2","0.523667","8"
"resource:feather","50","100","5","2","0.360167","1"
"resource:gold-ore","1300","40","52","58","0.59","1"
"resource:grass-straw","80","100","8","2","0.362","1"
"resource:hide","900","40","36","2","0.5355","1"
"resource:horn","450","50","22.5","3","0.545667","1"
"resource:iron-ore","1200","60","72","11","0.583303","1"
"resource:lead-ore","1850","50","92.5","2","0.553167","1"
"resource:log","1800","40","72","2","0.415833","1"
"resource:mana-crystal","350","30","10.5","172","0.59686","3"
"resource:manure","500","75","37.5","2","0.525167","8"
"resource:meat","700","50","35","2","0.378833","0"
"resource:milk","800","50","40","2","0.432","0"
"resource:moonflower","80","75","6","5","0.536933","5"
"resource:night-grape","250","75","18.75","3","0.532667","0"
"resource:rune-dust","50","50","2.5","13","0.569333","3"
"resource:saltstone","500","60","30","7","0.517476","1"
"resource:shade-fiber","120","75","9","2","0.5285","1"
"resource:stone","1600","50","80","2","0.452667","1"
"resource:sulfur","1850","50","92.5","2","0.553167","1"
"resource:trail-charm","100","30","3","29","0.596862","1"
"resource:twilight-grain","350","75","26.25","2","0.477667","0"
"resource:wool","350","60","21","2","0.421333","1"
"sample:antigen:blood-wasting","900","50","45","20","0.5827","1"
"sample:antigen:cave-flu","900","50","45","20","0.5827","1"
"sample:antigen:gut-rot","900","50","45","20","0.5827","1"
"sample:antigen:mana-pox","1100","50","55","25","0.57776","1"
"sample:antigen:red-fever","900","50","45","20","0.5827","1"
"sample:antigen:slime-blight","900","50","45","20","0.5827","1"
"sample:antigen:spore-lung","900","50","45","20","0.5827","1"
"seed-lot:bloodleaf","50","40","2","3","0","1"
"seed-lot:cave-mushroom","50","40","2","3","0","1"
"seed-lot:dreamleaf","50","40","2","3","0","1"
"seed-lot:ember-cotton","20","100","2","4","0","1"
"seed-lot:ember-root","50","40","2","3","0","1"
"seed-lot:frost-flax","20","100","2","4","0","1"
"seed-lot:mire-reed","20","100","2","4","0","1"
"seed-lot:moonflower","50","40","2","3","0","1"
"seed-lot:night-grape","50","40","2","3","0","1"
"seed-lot:shade-fiber","50","40","2","3","0","1"
"seed-lot:spore-hemp","20","100","2","4","0","1"
"seed-lot:twilight-grain","50","40","2","3","0","1"
"supply:alliance-signal-kit","1150","9","10.35","39","0.594846","1"
"supply:botanical-pesticide","1150","50","57.5","29","0.597943","1"
"supply:certified-seed-kit","1100","50","55","18","0.579907","1"
"supply:defense-mixed-ammo-box","3400","3","10.2","118","0.598876","1"
"supply:funeral-preparation-kit","1200","8","9.6","49","0.590442","1"
"supply:fungicide","1150","50","57.5","21","0.586381","1"
"supply:greenhouse-nutrient","1100","50","55","12","0.56475","1"
"supply:inoculated-log","700","50","35","13","0.595615","1"
"supply:mushroom-substrate","1100","50","55","11","0.578758","1"
"supply:nitrate-fertilizer","1100","50","55","15","0.590822","1"
"supply:performance-prop-box","1950","5","9.75","30","0.5843","1"
"supply:pest-lure","1150","50","57.5","19","0.571421","1"
"surgery:contaminated-tissue","600","25","15","1","n/a","8"
"surgery:organ:arm:left","800","1","0.8","120","n/a","8"
"surgery:organ:arm:right","800","1","0.8","120","n/a","8"
"surgery:organ:brain","800","1","0.8","120","n/a","8"
"surgery:organ:core","800","1","0.8","120","n/a","8"
"surgery:organ:eye:left","800","1","0.8","120","n/a","8"
"surgery:organ:eye:right","800","1","0.8","120","n/a","8"
