"trait_numeric_id","source_path","selection_rarity","polarity","earned_work_experience_multiplier","comfort_minimum_offset","comfort_maximum_offset","safe_minimum_offset","safe_maximum_offset","cold_exposure_multiplier","heat_exposure_multiplier","effect_values","unresolved_effect_definitions","identity_rule_values","final_value_source","static_status"
"507","Assets/Resources/SO/V26/Traits/Founder/Trait_507_melee-clumsy.asset","0","2","1","0","0","0","0","1","1","effect:proficiency:melee-combat:starting-xp:addflat=-15","0","—","serialized CharacterTraitSO + GameplayEffectDefinitionSO reference","locked"
"508","Assets/Resources/SO/V26/Traits/Founder/Trait_508_ranged-clumsy.asset","0","2","1","0","0","0","0","1","1","effect:proficiency:ranged-combat:starting-xp:addflat=-15","0","—","serialized CharacterTraitSO + GameplayEffectDefinitionSO reference","locked"
"509","Assets/Resources/SO/V26/Traits/Founder/Trait_509_lazy.asset","0","2","1","0","0","0","0","1","1","effect:character:work-speed:multiply=0.95","0","—","serialized CharacterTraitSO + GameplayEffectDefinitionSO reference","locked"
"510","Assets/Resources/SO/V26/Traits/Founder/Trait_510_slow-footed.asset","0","2","1","0","0","0","0","1","1","effect:character:move-speed:multiply=0.95","0","—","serialized CharacterTraitSO + GameplayEffectDefinitionSO reference","locked"
"511","Assets/Resources/SO/V26/Traits/Founder/Trait_511_careless.asset","0","2","1","0","0","0","0","1","1","effect:character:accident-chance:multiply=1.12","0","—","serialized CharacterTraitSO + GameplayEffectDefinitionSO reference","locked"
"512","Assets/Resources/SO/V26/Traits/Founder/Trait_512_poor-waiter.asset","0","2","1","0","0","0","0","1","1","effect:character:wait-patience:multiply=0.8","0","—","serialized CharacterTraitSO + GameplayEffectDefinitionSO reference","locked"
"513","Assets/Resources/SO/V26/Traits/Founder/Trait_513_overeater.asset","0","2","1","0","0","0","0","1","1","effect:character:consumption:multiply=1.1","0","—","serialized CharacterTraitSO + GameplayEffectDefinitionSO reference","locked"
"514","Assets/Resources/SO/V26/Traits/Founder/Trait_514_distracted.asset","0","2","1","0","0","0","0","1","1","effect:character:research-speed:multiply=0.95","0","—","serialized CharacterTraitSO + GameplayEffectDefinitionSO reference","locked"
"515","Assets/Resources/SO/V26/Traits/Founder/Trait_515_combat-passive.asset","0","2","1","0","0","0","0","1","1","effect:character:combat-power:multiply=0.95","0","—","serialized CharacterTraitSO + GameplayEffectDefinitionSO reference","locked"
"516","Assets/Resources/SO/V26/Traits/Founder/Trait_516_slow-study.asset","0","2","1","0","0","0","0","1","1","effect:character:earned-work-xp:multiply=0.9","0","—","serialized CharacterTraitSO + GameplayEffectDefinitionSO reference","locked"
"517","Assets/Resources/SO/V26/Traits/Founder/Trait_517_cold-vulnerable.asset","0","2","1","0","0","0","0","1","1","effect:character:cold-exposure:multiply=1.15","0","—","serialized CharacterTraitSO + GameplayEffectDefinitionSO reference","locked"
"518","Assets/Resources/SO/V26/Traits/Founder/Trait_518_heat-vulnerable.asset","0","2","1","0","0","0","0","1","1","effect:character:heat-exposure:multiply=1.15","0","—","serialized CharacterTraitSO + GameplayEffectDefinitionSO reference","locked"
