type,kind,definition_path,definition_line,inventory_scope,domain_group,domain_group_name,classification,classification_reason,coverage_disposition,coverage_reason,intended_ledger_status,integration_status,integration_reason,producer_count,producer_sites,publish_count,subscriber_count,participant_member_candidates,metric_member_candidates,current_transaction_boundary,joint_commit_feasibility,outcome_save_owner,domain_state_save_owner_candidates,ui_paths,query_paths,narrative_paths
OutcomeValidationResult,struct,Assets/Scripts/Services/Narrative/GameplayOutcomes/GameplayOutcomeRegistry.cs,29,phase80-implementation-infrastructure,-1,Phase80 구현 인프라(기존 생산자 아님),NonResult,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,N/A,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,infrastructure,new-phase80-infrastructure,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,52,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs:249:EnvironmentOutcomeDescriptor.Validate | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs:264:EnvironmentOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs:277:EnvironmentOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs:292:EnvironmentOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs:304:EnvironmentOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs:311:EnvironmentOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs:316:EnvironmentOutcomeDescriptor.ValidateAdditional | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs:382:CropPlanOutcomeDescriptor.ValidateAdditional | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs:393:CropPlanOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs:422:FireWaterOutcomeDescriptor.ValidateAdditional | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs:428:FireWaterOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs:469:RoomConditionOutcomeDescriptor.ValidateAdditional | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs:475:RoomConditionOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs:490:RoomEnvironmentExperienceOutcomeDescriptor.ValidateAdditional | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs:496:RoomEnvironmentExperienceOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionOutcomeDescriptors.cs:218:ApparelChangeOutcomeDescriptor.Validate | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionOutcomeDescriptors.cs:226:ApparelChangeOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionOutcomeDescriptors.cs:253:AcquiredTraitReactionOutcomeDescriptor.Validate | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionOutcomeDescriptors.cs:261:AcquiredTraitReactionOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionOutcomeDescriptors.cs:291:FacilityEvolutionOutcomeDescriptor.Validate | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionOutcomeDescriptors.cs:299:FacilityEvolutionOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionOutcomeDescriptors.cs:329:MemoryErasureOutcomeDescriptor.Validate | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionOutcomeDescriptors.cs:337:MemoryErasureOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ExternalFaction/ExternalFactionOutcomeDescriptors.cs:91:OffenseTruthRevealOutcomeDescriptor.Validate | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ExternalFaction/ExternalFactionOutcomeDescriptors.cs:102:OffenseTruthRevealOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/ProductionCombatOutcomeDescriptors.cs:205:ProductionCompletedOutcomeDescriptor.Validate | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/ProductionCombatOutcomeDescriptors.cs:216:ProductionCompletedOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/ProductionCombatOutcomeDescriptors.cs:246:CombatDamageOutcomeDescriptor.Validate | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/ProductionCombatOutcomeDescriptors.cs:256:CombatDamageOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/SocialLife/SocialLifeOutcomeDescriptors.cs:292:SocialConflictOutcomeDescriptor.Validate | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/SocialLife/SocialLifeOutcomeDescriptors.cs:301:SocialConflictOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/SocialLife/SocialLifeOutcomeDescriptors.cs:328:ApologyOutcomeDescriptor.Validate | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/SocialLife/SocialLifeOutcomeDescriptors.cs:337:ApologyOutcomeDescriptor.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryOutcomeAdapter.cs:195:TradeInventoryOutcomeSchema.ValidateRead | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryOutcomeAdapter.cs:206:TradeInventoryOutcomeSchema.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryOutcomeAdapter.cs:214:TradeInventoryOutcomeSchema.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryOutcomeAdapter.cs:218:TradeInventoryOutcomeSchema.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryOutcomeAdapter.cs:226:TradeInventoryOutcomeSchema.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryOutcomeAdapter.cs:235:TradeInventoryOutcomeSchema.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryOutcomeAdapter.cs:250:TradeInventoryOutcomeSchema.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryOutcomeAdapter.cs:254:TradeInventoryOutcomeSchema.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryOutcomeAdapter.cs:266:TradeInventoryOutcomeSchema.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryOutcomeAdapter.cs:277:TradeInventoryOutcomeSchema.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryOutcomeAdapter.cs:287:TradeInventoryOutcomeSchema.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryOutcomeAdapter.cs:305:TradeInventoryOutcomeSchema.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryOutcomeDescriptor.cs:272:TradeInventoryOutcomeDescriptor.Validate | Assets/Scripts/Services/Narrative/GameplayOutcomes/GameplayOutcomeLedger.cs:739:GameplayOutcomeLedger.ValidateDescriptorVocabulary | Assets/Scripts/Services/Narrative/GameplayOutcomes/GameplayOutcomeLedger.cs:747:GameplayOutcomeLedger.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomes/GameplayOutcomeLedger.cs:753:GameplayOutcomeLedger.Reject | Assets/Scripts/Services/Narrative/GameplayOutcomes/GameplayOutcomeRegistry.cs:39:OutcomeValidationResult.OutcomeValidationResult | Assets/Scripts/Services/Narrative/GameplayOutcomes/GameplayOutcomeRegistry.cs:40:OutcomeValidationResult.OutcomeValidationResult | Assets/Scripts/Services/Narrative/GameplayOutcomes/GameplayOutcomeRegistry.cs:40:OutcomeValidationResult.Reject,0,0,,,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,,,Assets/Scripts/Services/Narrative/GameplayOutcomes/GameplayOutcomeLedger.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Environment/EnvironmentOutcomeDescriptors.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/Evolution/EvolutionOutcomeDescriptors.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ExternalFaction/ExternalFactionOutcomeDescriptors.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/ProductionCombatOutcomeDescriptors.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/SocialLife/SocialLifeOutcomeDescriptors.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryOutcomeAdapter.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryOutcomeDescriptor.cs | Assets/Scripts/Services/Narrative/GameplayOutcomes/GameplayOutcomeLedger.cs | Assets/Scripts/Services/Narrative/GameplayOutcomes/GameplayOutcomePersistence.cs | Assets/Scripts/Services/Narrative/GameplayOutcomes/GameplayOutcomeRegistry.cs
OwnerOutcomeCommitResult,struct,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/PreparedOutcomeOwnerTransaction.cs,24,phase80-implementation-infrastructure,-1,Phase80 구현 인프라(기존 생산자 아님),NonResult,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,N/A,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,infrastructure,new-phase80-infrastructure,Phase80 implementation infrastructure notification/contract; not a pre-existing domain result producer,10,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/PreparedOutcomeOwnerTransaction.cs:100:PreparedOutcomeOwnerTransaction.Commit | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/PreparedOutcomeOwnerTransaction.cs:122:PreparedOutcomeOwnerTransaction.PreparedOutcomeOwnerTransaction | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/PreparedOutcomeOwnerTransaction.cs:185:PreparedOutcomeOwnerTransaction.Reconcile | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/PreparedOutcomeOwnerTransaction.cs:204:PreparedOutcomeOwnerTransaction.PreparedOutcomeOwnerTransaction | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/PreparedOutcomeOwnerTransaction.cs:219:PreparedOutcomeOwnerTransaction.Snapshot | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/PreparedOutcomeOwnerTransaction.cs:233:PreparedOutcomeOwnerTransaction.PreparedOutcomeOwnerTransaction | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/PreparedOutcomeOwnerTransaction.cs:240:PreparedOutcomeOwnerTransaction.FromIdentity | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/PreparedOutcomeOwnerTransaction.cs:255:PreparedOutcomeOwnerTransaction.PreparedOutcomeOwnerTransaction | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/PreparedOutcomeOwnerTransaction.cs:262:PreparedOutcomeOwnerTransaction.Rejected | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/ProductionCombatOutcomeBridges.cs:103:ProductionCompletedOutcomeBridge.Commit,0,0,,outcomeId,N/A: excluded non-result signal/detail,N/A,none-found: receipt/event is not persisted as a GameplayOutcome,,,Assets/Scripts/Services/Economy/ProductionPreparedOutputExecutionAdapter.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/PreparedOutcomeOwnerTransaction.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/ProductionCombatOutcomeBridges.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/PreparedOutcomeOwnerTransaction.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/ProductionCombat/ProductionCombatOutcomeBridges.cs
OwnerRunEndedEvent,struct,Assets/Scripts/Services/Character/Core/OwnerRunManager.cs,512,pre-existing-runtime-candidate,4,관계·욕구·기분·생애·가족,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"OwnerRunEndedEvent is a result-bearing struct for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Character/Core/OwnerRunManager.cs:288:OwnerRunManager.<unknown>,1,4,owner,outcome,post-state observer publish; no durable result/outcome joint commit found,requires detached transaction or rollback-capable owner integration before publish,none-found: receipt/event is not persisted as a GameplayOutcome,CharacterLifeSaveSection | CharacterNarrativeSaveSection | CharacterPsychosocialSaveSection | CharacterWorldSaveSection | DarkSurvivalSaveSection | SurvivalResourcesSaveSection,,Assets/Scripts/Services/Meta/MetaRuntimeApplicationAdapter.cs | Assets/Scripts/Services/Offense/OffenseBattleRuntime.cs,
PackagedLotTareOutputReceipt,struct,Assets/Scripts/Services/Items/PackagedLotTareDispositionService.cs,5,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"PackagedLotTareOutputReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Items/PackagedLotTareDispositionService.cs:223:PackagedLotTareDispositionService.PackagedLotTareDispositionService,0,0,,destroyedTareMassGrams | outputMassGrams | outputQuantity,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntimeDebugScenarios.cs | Assets/Scripts/Services/Combat/CharacterMedicalSupplyOutboxDebugScenarios.cs | Assets/Scripts/Services/Items/PackagedLotTareDispositionService.cs,
PairedRunWindowResult,class,Assets/Scripts/Services/Economy/V27PopulationCapacityModels.cs,1037,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"PairedRunWindowResult is a result-bearing class for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Economy/V27PopulationCapacityModels.cs:1274:PairedRunAttributionEvaluator.Find,0,0,facilityAccessWaitMilliWu,burstDeliveredQuantity | burstOutstandingQuantity | burstQuantityConserved | randomStateHash | replanCount | semanticStateHash | stepAsideCount,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Services/Economy/V27PopulationCapacityModels.cs,
PathResolution,class,Assets/Scripts/Services/Combat/AbilityRescue.cs,8,pre-existing-runtime-candidate,2,전투·침입·의료·생포·사망,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"PathResolution is a result-bearing class for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Combat/AbilityRescue.cs:255:PathResolution.<unknown> | Assets/Scripts/Services/Combat/AbilityRescue.cs:355:PathResolution.<unknown>,0,0,,,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,,Assets/Scripts/Services/Combat/AbilityRescue.cs,
PendingDetachedResolution,class,Assets/Scripts/Services/Combat/CombatResolutionService.cs,422,pre-existing-runtime-candidate,2,전투·침입·의료·생포·사망,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"PendingDetachedResolution is a result-bearing class for a completed/resolved gameplay state transition; retain it as a Record candidate rather than a request, preview, start, progress, or UI notification.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",2,Assets/Scripts/Services/Combat/CombatResolutionService.cs:243:CombatResolutionService.CaptureDetachedState | Assets/Scripts/Services/Combat/CombatResolutionService.cs:247:CombatResolutionService.CombatResolutionService,0,0,,,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,CaptivitySaveSection | CharacterBodyHealthSaveSection | CharacterCombatCommandSaveSection | CharacterMedicalSaveSection | InvasionSaveSection | SurgerySaveSection,,Assets/Scripts/Services/Combat/CombatResolutionService.cs,
PhysicalItemBatchDispositionReceipt,struct,Assets/Scripts/Services/Items/PhysicalItemBatchDispositionService.cs,7,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"PhysicalItemBatchDispositionReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",6,Assets/Scripts/Services/Character/Work/WorkOrderMaterialOutbox.cs:356:WorkOrderMaterialDebugContract.CreateReceipt | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntimeDebugScenarios.cs:143:CharacterMedicalSupplyDestinationDrainRuntimeDebugScenarios.<unknown> | Assets/Scripts/Services/Items/PhysicalItemBatchDispositionService.cs:427:PhysicalItemBatchDispositionService.PhysicalItemBatchDispositionService | Assets/Scripts/Services/Items/PhysicalItemBatchDispositionService.cs:872:PhysicalItemBatchDispositionService.<unknown> | Assets/Scripts/Services/Items/PhysicalItemBatchDispositionService.cs:1190:PhysicalItemBatchDispositionService.RestoreReceipt | Assets/Scripts/Services/Items/PhysicalItemSaveValidation.cs:1707:PhysicalItemSaveValidation.GameplayOperationId,0,0,ownerRevision | sourceFacts | sourceStackIds,inputMassGrams | quantity,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Services/Captivity/CaptivityInteractionMaterialRuntime.cs | Assets/Scripts/Services/Captivity/CaptivityRuntime.cs | Assets/Scripts/Services/Captivity/CircusPerformanceSupplyRuntime.cs | Assets/Scripts/Services/Captivity/WildlifeCaptureRuntime.cs | Assets/Scripts/Services/Character/DiseaseFieldResponseRuntime.cs | Assets/Scripts/Services/Character/FestivalExecutionRuntime.cs | Assets/Scripts/Services/Character/PhysicalAgeTreatmentRuntime.cs | Assets/Scripts/Services/Character/PhysicalVaccinationRuntime.cs | Assets/Scripts/Services/Combat/CharacterMedicalSupplyDestinationDrainRuntimeDebugScenarios.cs | Assets/Scripts/Services/Combat/CharacterMedicalSupplyOutboxDebugScenarios.cs | Assets/Scripts/Services/Combat/CombatEquipmentCraftTerminalAuthority.cs | Assets/Scripts/Services/Combat/EquipmentModuleRuntime.cs | Assets/Scripts/Services/Economy/CropEcologyRuntime.cs | Assets/Scripts/Services/Economy/Planning/GrandProjectApplicationAdapter.cs | Assets/Scripts/Services/Economy/Planning/RegionalSupplyContractApplicationAdapter.cs | Assets/Scripts/Services/Economy/Planning/ResourceStockPolicyRuntime.cs | Assets/Scripts/Services/Economy/ProductionItemGateway.cs | Assets/Scripts/Services/FacilityEvolution/WarehouseFacilityEvolutionResourceProvider.cs | Assets/Scripts/Services/Factions/FactionGoodwillOutbox.cs | Assets/Scripts/Services/Factions/FactionRestitutionOutbox.cs | Assets/Scripts/Services/Factions/FactionRuntime.cs | Assets/Scripts/Services/Infrastructure/Environment/ApparelPhysicalTransaction.cs | Assets/Scripts/Services/Infrastructure/Environment/ApparelRejectedDismantleOutbox.cs | Assets/Scripts/Services/Infrastructure/Environment/ApparelWorkOrderRuntime.cs | Assets/Scripts/Services/Infrastructure/Environment/EnvironmentalFireApplicationAdapters.cs | Assets/Scripts/Services/Infrastructure/Environment/ExternalInfluenceRuntime.cs | Assets/Scripts/Services/Infrastructure/Industrial/ElectricalNetworkRuntime.cs | Assets/Scripts/Services/Infrastructure/Industrial/FluidNetworkRuntime.cs | Assets/Scripts/Services/Infrastructure/KnowledgeResidueProcessingRuntime.cs | Assets/Scripts/Services/Items/Diagnostics/PreparedOutputCustodyMutationGuardDebugScenarios.cs | Assets/Scripts/Services/Items/PhysicalFacilityItemSinkGateway.cs | Assets/Scripts/Services/Items/PhysicalItemBatchDispositionService.cs | Assets/Scripts/Services/Items/PhysicalItemExactSourcePublicationService.cs | Assets/Scripts/Services/Items/WorldItemModels.cs | Assets/Scripts/Services/Items/WorldItemStackRuntime.cs | Assets/Scripts/Services/Medical/SurgeryLogisticsRuntime.cs | Assets/Scripts/Services/Medical/SurgicalPartRuntime.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryPhysicalDispositionOutcomeParticipant.cs | Assets/Scripts/Services/Offense/OffensePreparationService.cs | Assets/Scripts/Services/Run/FactionContractDeliveryApplicationAdapter.cs | Assets/Scripts/Services/Run/GuestRequestDeliveryRuntime.cs | Assets/Scripts/Services/Run/V20CampaignRuntime.cs | Assets/Scripts/Services/Run/V20ContentResolutionService.cs | Assets/Scripts/Services/Survival/CharacterConsumablesApplicationAdapters.cs | Assets/Scripts/Services/Survival/SurvivalFoodRuntime.cs | Assets/Scripts/Services/Survival/SurvivalFoodStockRuntime.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryPhysicalDispositionOutcomeParticipant.cs
PhysicalItemDispositionReceipt,struct,Assets/Scripts/Services/Items/PhysicalItemDisposition.cs,3,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"PhysicalItemDispositionReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Items/PhysicalItemDisposition.cs:132:PhysicalItemDispositionExtensions.PhysicalItemTransformInput,0,0,,inputMassGrams,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Services/Survival/CharacterBreakdownWorld.cs | Assets/Scripts/Services/Survival/SurvivalFoodStockRuntime.cs,
PhysicalItemExactSourcePublicationReceipt,struct,Assets/Scripts/Services/Items/PhysicalItemExactSourcePublicationService.cs,156,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"PhysicalItemExactSourcePublicationReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Items/PhysicalItemExactSourcePublicationService.cs:767:Pending.PhysicalMassGrams,0,0,,totalMassGrams,existing domain commit/outbox terms nearby; no gameplay-outcome joint outbox,possible via existing transaction/outbox adapter; requires owner-specific proof,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Services/Factions/FactionRuntime.cs | Assets/Scripts/Services/Infrastructure/Exterior/ExteriorIncidentHandlers.cs | Assets/Scripts/Services/Items/PhysicalItemExactSourcePublicationService.cs,
PhysicalItemRelocationReceipt,struct,Assets/Scripts/Services/Items/PhysicalItemRelocationService.cs,3,pre-existing-runtime-candidate,5,거래·재고·재정·서비스·손님,needs-authority-fix,result-like producer exists but no GameplayOutcome adapter/descriptor/joint outbox is implemented,Record,"PhysicalItemRelocationReceipt is a result-bearing struct carrying exact post-operation data; retain it as a Record candidate, subject to owner commit proof and duplicate suppression.",planned,transaction-integration-pending,"A semantic Record candidate exists, but owner-specific TryPrepare/joint outbox/save/replay proof is absent.",1,Assets/Scripts/Services/Items/PreparedPhysicalItemRelocationTransaction.cs:175:PreparedPhysicalItemRelocationService.PreparedPhysicalItemRelocationService,0,0,itemId | sourcePosition | sourceStackId,massGrams | quantity,receipt construction/capture only; exact commit boundary not proven,needs owner-specific transaction audit,none-found: receipt/event is not persisted as a GameplayOutcome,FacilityShopSaveSection | OperatingDaySettlementSaveSection | PhysicalItemsSaveSection | RegularCustomerSaveSection | TreasuryEconomySaveSection | WorldResourceSaveSection,,Assets/Scripts/Services/Items/ItemTransferService.cs | Assets/Scripts/Services/Items/PreparedPhysicalItemRelocationTransaction.cs | Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryPhysicalRelocationOutcomeParticipant.cs,Assets/Scripts/Services/Narrative/GameplayOutcomeBridges/TradeInventory/TradeInventoryPhysicalRelocationOutcomeParticipant.cs
